"t_id" "chromosome" "g_start_coord_ref" "g_end_coord_ref" "strand_mane" "u_id" "u_id2" "aug_start" "aug_end" "cadd_start"
"568" "ENST00000234198.9" "2" 172102706 172102744 "-" 568 "uORF" 172102742 172102744 1.68378311111111
"581" "ENST00000234816.7" "1" 178870913 178871029 "-" 581 "uORF" 178871027 178871029 1.96364111111111
"582" "ENST00000234816.7" "1" 178870804 178870848 "-" 582 "uORF" 178870846 178870848 1.896685
"583" "ENST00000234816.7" "1" 178870804 178870824 "-" 583 "uORF" 178870822 178870824 1.59600511111111
"584" "ENST00000234816.7" "1" 178869144 178869206 "-" 584 "uORF" 178869204 178869206 1.19651744444445
"592" "ENST00000236192.12" "1" 171738457 171742064 "-" 592 "uORF" 171742062 171742064 2.04208533333334
"594" "ENST00000236826.8" "11" 102724938 102724949 "-" 594 "uORF" 102724947 102724949 -0.398015222222222
"595" "ENST00000236826.8" "11" 102724938 102724946 "-" 595 "uORF" 102724944 102724946 0.149401444444444
"596" "ENST00000237172.12" "6" 75493516 75493599 "-" 596 "uORF" 75493597 75493599 2.11113311111111
"600" "ENST00000237353.15" "16" 72171241 72172115 "-" 600 "uORF" 72172113 72172115 1.63597933333333
"601" "ENST00000237353.15" "16" 72171261 72172096 "-" 601 "uORF" 72172094 72172096 2.10311611111111
"602" "ENST00000237455.5" "2" 86623707 86623862 "-" 602 "uORF" 86623860 86623862 1.68973455555556
"603" "ENST00000237455.5" "2" 86623122 86623169 "-" 603 "uORF" 86623167 86623169 0.718870888888889
"604" "ENST00000237455.5" "2" 86623016 86623165 "-" 604 "uORF" 86623163 86623165 0.449743555555556
"605" "ENST00000237455.5" "2" 86623016 86623030 "-" 605 "uORF" 86623028 86623030 1.99664622222222
"606" "ENST00000237536.9" "20" 36863362 36863379 "-" 606 "uORF" 36863377 36863379 1.76242
"608" "ENST00000237612.8" "4" 88158512 88158550 "-" 608 "uORF" 88158548 88158550 0.598253111111111
"609" "ENST00000237654.9" "4" 77075710 77075784 "-" 609 "uORF" 77075782 77075784 2.21041077777778
"610" "ENST00000237654.9" "4" 77075702 77075719 "-" 610 "uORF" 77075717 77075719 2.16838022222222
"611" "ENST00000237654.9" "4" 77075555 77075572 "-" 611 "uORF" 77075570 77075572 0.910089333333333
"612" "ENST00000237654.9" "4" 77075555 77075566 "-" 612 "uORF" 77075564 77075566 1.34462322222222
"613" "ENST00000237853.9" "5" 95961763 95961846 "-" 613 "uORF" 95961844 95961846 2.11916144444444
"614" "ENST00000237853.9" "5" 95961723 95961824 "-" 614 "uORF" 95961822 95961824 2.35331155555555
"616" "ENST00000238156.8" "12" 123972688 123972714 "-" 616 "uORF" 123972712 123972714 1.57435055555556
"617" "ENST00000238156.8" "12" 123972554 123972616 "-" 617 "uORF" 123972614 123972616 1.74859688888889
"618" "ENST00000238647.5" "14" 77028550 77028597 "-" 618 "uORF" 77028595 77028597 2.28298733333333
"619" "ENST00000238682.8" "14" 75981835 75981981 "-" 619 "uORF" 75981979 75981981 1.49083055555556
"620" "ENST00000238682.8" "14" 75981835 75981885 "-" 620 "uORF" 75981883 75981885 1.370894
"621" "ENST00000238682.8" "14" 75981704 75981739 "-" 621 "uORF" 75981737 75981739 2.05056055555556
"622" "ENST00000238682.8" "14" 75981611 75981685 "-" 622 "uORF" 75981683 75981685 1.75579944444444
"623" "ENST00000238682.8" "14" 75981611 75981640 "-" 623 "uORF" 75981638 75981640 2.01684044444444
"624" "ENST00000238682.8" "14" 75981579 75981614 "-" 624 "uORF" 75981612 75981614 1.96473344444444
"625" "ENST00000238682.8" "14" 75981442 75981543 "-" 625 "uORF" 75981541 75981543 2.13128755555556
"626" "ENST00000238682.8" "14" 75981492 75981539 "-" 626 "uORF" 75981537 75981539 2.08594922222222
"627" "ENST00000238682.8" "14" 75981322 75981345 "-" 627 "uORF" 75981343 75981345 1.45886455555556
"628" "ENST00000238682.8" "14" 75981053 75981133 "-" 628 "uORF" 75981131 75981133 2.03992633333333
"630" "ENST00000238721.9" "2" 24084727 24084753 "-" 630 "uORF" 24084751 24084753 0.353479
"633" "ENST00000238789.10" "2" 23927024 23927050 "-" 633 "uORF" 23927048 23927050 2.31849522222222
"634" "ENST00000238823.13" "2" 33599235 33599291 "-" 634 "uORF" 33599289 33599291 2.21637633333333
"638" "ENST00000239144.5" "17" 48615162 48615176 "-" 638 "uORF" 48615174 48615176 2.13079222222222
"639" "ENST00000239144.5" "17" 48615052 48615162 "-" 639 "uORF" 48615160 48615162 2.11773255555556
"640" "ENST00000239144.5" "17" 48615123 48615158 "-" 640 "uORF" 48615156 48615158 2.12921222222222
"641" "ENST00000239144.5" "17" 48615123 48615152 "-" 641 "uORF" 48615150 48615152 2.08354122222222
"642" "ENST00000239144.5" "17" 48615123 48615146 "-" 642 "uORF" 48615144 48615146 1.91793966666667
"643" "ENST00000239144.5" "17" 48615052 48615126 "-" 643 "uORF" 48615124 48615126 2.11468
"644" "ENST00000239144.5" "17" 48615052 48615081 "-" 644 "uORF" 48615079 48615081 2.05525333333333
"645" "ENST00000239144.5" "17" 48614960 48614971 "-" 645 "uORF" 48614969 48614971 1.68673488888889
"646" "ENST00000239367.7" "6" 149864143 149864220 "-" 646 "uORF" 149864218 149864220 1.02697044444444
"647" "ENST00000239440.9" "5" 141680493 141680501 "-" 647 "uORF" 141680499 141680501 1.94906477777778
"652" "ENST00000239859.8" "13" 36297754 36297777 "-" 652 "uORF" 36297775 36297777 0.592445888888889
"653" "ENST00000239882.7" "13" 40982204 40982221 "-" 653 "uORF" 40982219 40982221 0.571275888888889
"654" "ENST00000239882.7" "13" 40982070 40982081 "-" 654 "uORF" 40982079 40982081 2.16198477777778
"658" "ENST00000240050.9" "12" 106986978 106987142 "-" 658 "uORF" 106987140 106987142 0.390262777777778
"659" "ENST00000240050.9" "12" 106985156 106985164 "-" 659 "uORF" 106985162 106985164 0.319749888888889
"660" "ENST00000240050.9" "12" 106978763 106985147 "-" 660 "uORF" 106985145 106985147 0.474717666666666
"661" "ENST00000240050.9" "12" 106978731 106978766 "-" 661 "uORF" 106978764 106978766 0.485833555555556
"675" "ENST00000240333.12" "17" 49707941 49707955 "-" 675 "uORF" 49707953 49707955 2.09706166666667
"676" "ENST00000240333.12" "17" 49707866 49707919 "-" 676 "uORF" 49707917 49707919 3.48371122222222
"678" "ENST00000240615.3" "12" 10807207 10807281 "-" 678 "uORF" 10807279 10807281 0.865409333333333
"679" "ENST00000240615.3" "12" 10807060 10807092 "-" 679 "uORF" 10807090 10807092 0.536018666666667
"680" "ENST00000240615.3" "12" 10807026 10807076 "-" 680 "uORF" 10807074 10807076 0.353392777777778
"681" "ENST00000240615.3" "12" 10807045 10807053 "-" 681 "uORF" 10807051 10807053 0.0230788888888891
"682" "ENST00000240619.3" "12" 10826303 10826335 "-" 682 "uORF" 10826333 10826335 0.196688
"683" "ENST00000240662.3" "12" 21773685 21774624 "-" 683 "uORF" 21774622 21774624 2.12624244444444
"684" "ENST00000240687.2" "12" 10802585 10802617 "-" 684 "uORF" 10802615 10802617 0.795256666666666
"686" "ENST00000241125.4" "13" 20160965 20161033 "-" 686 "uORF" 20161031 20161033 1.10427333333333
"687" "ENST00000241356.5" "1" 111503577 111503591 "-" 687 "uORF" 111503589 111503591 0.312264777777778
"688" "ENST00000241356.5" "1" 111503537 111503551 "-" 688 "uORF" 111503549 111503551 0.570144111111111
"689" "ENST00000241356.5" "1" 111503424 111503492 "-" 689 "uORF" 111503490 111503492 0.540372777777778
"698" "ENST00000242159.5" "7" 27156619 27156648 "-" 698 "uORF" 27156646 27156648 2.394339
"699" "ENST00000242208.5" "7" 41700506 41703076 "-" 699 "uORF" 41703074 41703076 1.96510255555555
"700" "ENST00000242208.5" "7" 41700506 41703046 "-" 700 "uORF" 41703044 41703046 1.80729522222222
"701" "ENST00000242275.7" "9" 37899898 37904071 "-" 701 "uORF" 37904069 37904071 1.43220622222222
"702" "ENST00000242275.7" "9" 37888588 37899895 "-" 702 "uORF" 37899893 37899895 1.24379
"703" "ENST00000242275.7" "9" 37888572 37899837 "-" 703 "uORF" 37899835 37899837 0.319415444444444
"710" "ENST00000242804.9" "19" 12365229 12365589 "-" 710 "uORF" 12365587 12365589 0.323270333333333
"711" "ENST00000242804.9" "19" 12365229 12365535 "-" 711 "uORF" 12365533 12365535 1.45699433333333
"712" "ENST00000242804.9" "19" 12365076 12365126 "-" 712 "uORF" 12365124 12365126 0.530913666666667
"713" "ENST00000242804.9" "19" 12365076 12365111 "-" 713 "uORF" 12365109 12365111 0.617134111111111
"714" "ENST00000242804.9" "19" 12363632 12364878 "-" 714 "uORF" 12364876 12364878 0.604069
"722" "ENST00000243213.2" "X" 115017595 115017609 "-" 722 "uORF" 115017607 115017609 0.337377666666667
"723" "ENST00000243349.13" "2" 157628783 157628821 "-" 723 "uORF" 157628819 157628821 2.07902011111111
"731" "ENST00000243501.10" "4" 109729883 109729927 "-" 731 "uORF" 109729925 109729927 0.979874555555553
"732" "ENST00000243578.8" "19" 41363975 41364013 "-" 732 "uORF" 41364011 41364013 0.707770222222222
"734" "ENST00000243938.9" "20" 45791839 45791883 "-" 734 "uORF" 45791881 45791883 1.60386077777778
"738" "ENST00000244289.9" "19" 42427244 42427285 "-" 738 "uORF" 42427283 42427285 1.21637411111111
"739" "ENST00000244289.9" "19" 42427269 42427277 "-" 739 "uORF" 42427275 42427277 0.813482333333333
"740" "ENST00000244289.9" "19" 42427233 42427247 "-" 740 "uORF" 42427245 42427247 1.60403711111111
"741" "ENST00000244289.9" "19" 42427222 42427236 "-" 741 "uORF" 42427234 42427236 0.802002000000001
"747" "ENST00000244534.7" "6" 26234976 26234987 "-" 747 "uORF" 26234985 26234987 0.506361777777778
"757" "ENST00000244766.7" "6" 6006786 6006833 "-" 757 "uORF" 6006831 6006833 2.33942466666667
"758" "ENST00000244766.7" "6" 6006761 6006769 "-" 758 "uORF" 6006767 6006769 2.30375955555555
"762" "ENST00000245312.5" "13" 103066342 103066350 "-" 762 "uORF" 103066348 103066350 0.0425977777777778
"763" "ENST00000245451.9" "14" 53956755 53956820 "-" 763 "uORF" 53956818 53956820 1.96714388888889
"764" "ENST00000245451.9" "14" 53953350 53956678 "-" 764 "uORF" 53956676 53956678 2.212505
"765" "ENST00000245451.9" "14" 53953350 53956552 "-" 765 "uORF" 53956550 53956552 2.86379177777778
"766" "ENST00000245663.9" "20" 63790782 63831108 "-" 766 "uORF" 63831106 63831108 2.06393333333333
"767" "ENST00000245680.7" "2" 113756464 113756490 "-" 767 "uORF" 113756488 113756490 1.90319011111111
"771" "ENST00000245908.11" "19" 6763793 6763816 "-" 771 "uORF" 6763814 6763816 1.17256711111111
"772" "ENST00000245923.9" "19" 45496899 45496931 "-" 772 "uORF" 45496929 45496931 2.36948355555555
"774" "ENST00000245934.12" "19" 45863091 45863135 "-" 774 "uORF" 45863133 45863135 1.85572122222222
"780" "ENST00000246229.5" "20" 32202273 32207740 "-" 780 "uORF" 32207738 32207740 2.21344966666667
"781" "ENST00000246229.5" "20" 32202273 32207728 "-" 781 "uORF" 32207726 32207728 2.24322144444444
"782" "ENST00000246229.5" "20" 32202205 32202225 "-" 782 "uORF" 32202223 32202225 1.43037122222222
"783" "ENST00000246229.5" "20" 32202186 32202203 "-" 783 "uORF" 32202201 32202203 1.97071077777778
"815" "ENST00000246672.4" "17" 40100120 40100311 "-" 815 "uORF" 40100309 40100311 2.09774122222222
"816" "ENST00000246672.4" "17" 40100099 40100119 "-" 816 "uORF" 40100117 40100119 2.12416577777778
"818" "ENST00000247005.8" "19" 18870577 18896072 "-" 818 "uORF" 18896070 18896072 1.58208955555555
"819" "ENST00000247005.8" "19" 18870577 18896027 "-" 819 "uORF" 18896025 18896027 2.28481177777778
"820" "ENST00000247005.8" "19" 18879258 18893541 "-" 820 "uORF" 18893539 18893541 2.05479088888889
"821" "ENST00000247005.8" "19" 18870577 18893530 "-" 821 "uORF" 18893528 18893530 1.80021344444444
"822" "ENST00000247005.8" "19" 18879258 18893439 "-" 822 "uORF" 18893437 18893439 1.63247055555556
"823" "ENST00000247005.8" "19" 18870577 18884253 "-" 823 "uORF" 18884251 18884253 1.286214
"824" "ENST00000247005.8" "19" 18879258 18884201 "-" 824 "uORF" 18884199 18884201 1.20641066666667
"825" "ENST00000247005.8" "19" 18870577 18884172 "-" 825 "uORF" 18884170 18884172 1.71696077777778
"826" "ENST00000247005.8" "19" 18870577 18884142 "-" 826 "uORF" 18884140 18884142 1.716055
"827" "ENST00000247005.8" "19" 18879258 18880427 "-" 827 "uORF" 18880425 18880427 1.65523422222222
"828" "ENST00000247005.8" "19" 18879258 18880319 "-" 828 "uORF" 18880317 18880319 1.55532611111111
"829" "ENST00000247005.8" "19" 18879258 18879347 "-" 829 "uORF" 18879345 18879347 1.31292955555556
"830" "ENST00000247005.8" "19" 18879258 18879287 "-" 830 "uORF" 18879285 18879287 0.850922666666666
"831" "ENST00000247005.8" "19" 18870577 18879261 "-" 831 "uORF" 18879259 18879261 1.96274566666667
"832" "ENST00000247005.8" "19" 18878946 18878972 "-" 832 "uORF" 18878970 18878972 1.05944233333333
"833" "ENST00000247271.5" "17" 31297175 31297186 "-" 833 "uORF" 31297184 31297186 1.752047
"834" "ENST00000247706.4" "19" 17303382 17303396 "-" 834 "uORF" 17303394 17303396 2.05337844444444
"838" "ENST00000247829.8" "12" 71157934 71157984 "-" 838 "uORF" 71157982 71157984 1.80712922222222
"839" "ENST00000247829.8" "12" 71157714 71157933 "-" 839 "uORF" 71157931 71157933 1.61291788888889
"872" "ENST00000247930.5" "7" 149461034 149461060 "-" 872 "uORF" 149461058 149461060 2.25742211111111
"885" "ENST00000248668.5" "19" 39318340 39320848 "-" 885 "uORF" 39320846 39320848 1.82518155555556
"886" "ENST00000248879.8" "22" 20320038 20320046 "-" 886 "uORF" 20320044 20320046 0.812145222222223
"894" "ENST00000249075.4" "22" 30246748 30246759 "-" 894 "uORF" 30246757 30246759 2.20424355555555
"895" "ENST00000249363.4" "7" 128031169 128031282 "-" 895 "uORF" 128031280 128031282 2.25081777777778
"896" "ENST00000249363.4" "7" 128031096 128031182 "-" 896 "uORF" 128031180 128031182 2.15957088888889
"897" "ENST00000249363.4" "7" 128030950 128030988 "-" 897 "uORF" 128030986 128030988 2.02822022222222
"898" "ENST00000249363.4" "7" 128030702 128030740 "-" 898 "uORF" 128030738 128030740 1.97149266666667
"902" "ENST00000249601.9" "10" 48605017 48605040 "-" 902 "uORF" 48605038 48605040 1.77685022222222
"903" "ENST00000249601.9" "10" 48604998 48605027 "-" 903 "uORF" 48605025 48605027 1.45648377777778
"904" "ENST00000249601.9" "10" 48604998 48605009 "-" 904 "uORF" 48605007 48605009 1.98681722222222
"905" "ENST00000249601.9" "10" 48604927 48604998 "-" 905 "uORF" 48604996 48604998 2.09157022222222
"906" "ENST00000249601.9" "10" 48604871 48604885 "-" 906 "uORF" 48604883 48604885 1.21392711111111
"907" "ENST00000249601.9" "10" 48604833 48604844 "-" 907 "uORF" 48604842 48604844 1.65507677777778
"913" "ENST00000250024.9" "11" 19240572 19240760 "-" 913 "uORF" 19240758 19240760 1.39108977777778
"914" "ENST00000250024.9" "11" 19240223 19240638 "-" 914 "uORF" 19240636 19240638 1.33798288888889
"915" "ENST00000250055.3" "17" 7589977 7590009 "-" 915 "uORF" 7590007 7590009 0.296711888888889
"921" "ENST00000250535.5" "5" 115816495 115816533 "-" 921 "uORF" 115816531 115816533 0.443807111111111
"928" "ENST00000251127.11" "13" 101399134 101416340 "-" 928 "uORF" 101416338 101416340 2.30345411111111
"937" "ENST00000251334.7" "17" 61927813 61927944 "-" 937 "uORF" 61927942 61927944 2.53223077777778
"938" "ENST00000251334.7" "17" 61927917 61927940 "-" 938 "uORF" 61927938 61927940 3.336125
"949" "ENST00000251849.9" "3" 12664059 12664088 "-" 949 "uORF" 12664086 12664088 2.16840911111111
"950" "ENST00000251849.9" "3" 12663906 12663959 "-" 950 "uORF" 12663957 12663959 2.16273355555556
"951" "ENST00000251900.9" "X" 18354657 18354674 "-" 951 "uORF" 18354672 18354674 2.32332744444444
"959" "ENST00000252136.12" "22" 20116926 20116943 "-" 959 "uORF" 20116941 20116943 0.673308666666667
"969" "ENST00000252674.9" "19" 6279850 6279873 "-" 969 "uORF" 6279871 6279873 1.65818066666666
"975" "ENST00000252936.8" "10" 133302946 133302966 "-" 975 "uORF" 133302964 133302966 0.702249888888889
"977" "ENST00000252971.11" "7" 157010498 157010515 "-" 977 "uORF" 157010513 157010515 2.04151533333333
"978" "ENST00000252998.2" "20" 62419709 62427461 "-" 978 "uORF" 62427459 62427461 0.922372166666665
"979" "ENST00000252998.2" "20" 62419709 62419729 "-" 979 "uORF" 62419727 62419729 0.671192777777778
"987" "ENST00000253115.7" "19" 9536299 9536328 "-" 987 "uORF" 9536326 9536328 0.588596111111111
"988" "ENST00000253115.7" "19" 9536252 9536299 "-" 988 "uORF" 9536297 9536299 0.229907888888889
"989" "ENST00000253115.7" "19" 9536252 9536281 "-" 989 "uORF" 9536279 9536281 0.0935741111111112
"990" "ENST00000253115.7" "19" 9536252 9536269 "-" 990 "uORF" 9536267 9536269 0.296509
"994" "ENST00000253363.11" "20" 35742132 35742260 "-" 994 "uORF" 35742258 35742260 2.11516455555555
"995" "ENST00000253407.4" "17" 44968178 44968207 "-" 995 "uORF" 44968205 44968207 1.892926
"1009" "ENST00000253699.7" "3" 15099106 15099132 "-" 1009 "uORF" 15099130 15099132 1.73288333333333
"1010" "ENST00000253699.7" "3" 15099106 15099126 "-" 1010 "uORF" 15099124 15099126 1.71689122222222
"1011" "ENST00000253699.7" "3" 15098164 15098181 "-" 1011 "uORF" 15098179 15098181 0.605912555555556
"1012" "ENST00000253699.7" "3" 15098119 15098157 "-" 1012 "uORF" 15098155 15098157 0.851085666666668
"1013" "ENST00000253699.7" "3" 15098119 15098127 "-" 1013 "uORF" 15098125 15098127 0.505080777777778
"1014" "ENST00000253699.7" "3" 15096655 15096681 "-" 1014 "uORF" 15096679 15096681 0.825493444444446
"1015" "ENST00000253699.7" "3" 15096246 15096584 "-" 1015 "uORF" 15096582 15096584 0.179242444444444
"1016" "ENST00000253699.7" "3" 15096554 15096577 "-" 1016 "uORF" 15096575 15096577 0.401932333333333
"1017" "ENST00000253699.7" "3" 15096246 15096557 "-" 1017 "uORF" 15096555 15096557 0.758174444444445
"1018" "ENST00000253699.7" "3" 15096214 15096249 "-" 1018 "uORF" 15096247 15096249 0.260900333333334
"1019" "ENST00000253699.7" "3" 15096169 15096195 "-" 1019 "uORF" 15096193 15096195 0.462344666666666
"1020" "ENST00000253699.7" "3" 15096140 15096160 "-" 1020 "uORF" 15096158 15096160 1.80267444444444
"1027" "ENST00000253968.11" "9" 93955227 93955271 "-" 1027 "uORF" 93955269 93955271 1.36311011111111
"1028" "ENST00000254051.11" "17" 40496450 40496482 "-" 1028 "uORF" 40496480 40496482 0.767353555555555
"1031" "ENST00000254166.4" "19" 58439891 58440016 "-" 1031 "uORF" 58440014 58440016 0.685548111111111
"1038" "ENST00000254190.4" "15" 101251923 101251934 "-" 1038 "uORF" 101251932 101251934 2.25530788888889
"1039" "ENST00000254190.4" "15" 101251543 101251914 "-" 1039 "uORF" 101251912 101251914 2.27921677777778
"1040" "ENST00000254190.4" "15" 101251682 101251696 "-" 1040 "uORF" 101251694 101251696 1.88838933333333
"1041" "ENST00000254190.4" "15" 101251543 101251602 "-" 1041 "uORF" 101251600 101251602 1.64266877777778
"1042" "ENST00000254250.7" "8" 42843266 42843301 "-" 1042 "uORF" 42843299 42843301 2.16400488888889
"1043" "ENST00000254250.7" "8" 42843240 42843287 "-" 1043 "uORF" 42843285 42843287 2.02972233333333
"1044" "ENST00000254250.7" "8" 42843240 42843266 "-" 1044 "uORF" 42843264 42843266 2.16235955555556
"1051" "ENST00000254765.4" "6" 105162083 105162115 "-" 1051 "uORF" 105162113 105162115 0.923777555555556
"1052" "ENST00000254765.4" "6" 105162051 105162095 "-" 1052 "uORF" 105162093 105162095 0.419254777777778
"1053" "ENST00000254765.4" "6" 105161969 105161992 "-" 1053 "uORF" 105161990 105161992 0.428026666666667
"1054" "ENST00000254765.4" "6" 105161969 105161989 "-" 1054 "uORF" 105161987 105161989 1.28399733333333
"1057" "ENST00000254853.10" "17" 5035221 5035274 "-" 1057 "uORF" 5035272 5035274 0.519479
"1058" "ENST00000254853.10" "17" 5035096 5035125 "-" 1058 "uORF" 5035123 5035125 0.429216555555555
"1059" "ENST00000254853.10" "17" 5035096 5035113 "-" 1059 "uORF" 5035111 5035113 0.664984777777778
"1060" "ENST00000254958.10" "20" 10673866 10673880 "-" 1060 "uORF" 10673878 10673880 1.67739333333333
"1067" "ENST00000255082.8" "11" 67647559 67647585 "-" 1067 "uORF" 67647583 67647585 0.626722222222222
"1069" "ENST00000255198.3" "5" 77087115 77087249 "-" 1069 "uORF" 77087247 77087249 1.034678
"1070" "ENST00000255198.3" "5" 77087115 77087195 "-" 1070 "uORF" 77087193 77087195 2.055821
"1071" "ENST00000255198.3" "5" 77078667 77078720 "-" 1071 "uORF" 77078718 77078720 0.515913333333333
"1073" "ENST00000255266.10" "5" 149944692 149944790 "-" 1073 "uORF" 149944788 149944790 0.324165777777778
"1081" "ENST00000256015.5" "12" 92145757 92145828 "-" 1081 "uORF" 92145826 92145828 1.63284744444445
