"t_id" "chromosome" "g_start_coord_ref" "g_end_coord_ref" "strand_mane" "u_id" "u_id2" "aug_end" "one_two_three" "phylop2"
"492" "ENST00000229395.8" "12" 26938526 26938597 "+" 492 "uORF" 26938528 3 1.5
"493" "ENST00000229554.10" "6" 116616479 116616532 "+" 493 "uORF" 116616481 3 2.66666666666667
"494" "ENST00000229595.6" "6" 118894203 118894226 "+" 494 "uORF" 118894205 3 5
"503" "ENST00000230124.8" "6" 109691320 109691346 "+" 503 "uORF" 109691322 3 -1.33333333333333
"504" "ENST00000230124.8" "6" 109691346 109691360 "+" 504 "uORF" 109691348 3 -0.666666666666667
"505" "ENST00000230256.8" "6" 167291335 167291367 "+" 505 "uORF" 167291337 3 0.333333333333333
"506" "ENST00000230256.8" "6" 167291373 167291438 "+" 506 "uORF" 167291375 3 -0.833333333333333
"507" "ENST00000230256.8" "6" 167291385 167291438 "+" 507 "uORF" 167291387 3 0.333333333333333
"508" "ENST00000230256.8" "6" 167291416 167291472 "+" 508 "uORF" 167291418 3 -1
"509" "ENST00000230321.11" "6" 41638504 41638524 "+" 509 "uORF" 41638506 3 0.333333333333333
"510" "ENST00000230321.11" "6" 41638597 41638638 "+" 510 "uORF" 41638599 3 1.16666666666667
"514" "ENST00000230859.8" "5" 6713619 6713690 "+" 514 "uORF" 6713621 3 -0.666666666666667
"515" "ENST00000230882.9" "5" 42423503 42423625 "+" 515 "uORF" 42423505 3 1.66666666666667
"516" "ENST00000230882.9" "5" 42423749 42423841 "+" 516 "uORF" 42423751 3 3.66666666666667
"520" "ENST00000231134.8" "5" 141135371 141135406 "+" 520 "uORF" 141135373 3 -0.5
"521" "ENST00000231136.4" "5" 141150115 141150153 "+" 521 "uORF" 141150117 3 -1
"522" "ENST00000231136.4" "5" 141150203 141150211 "+" 522 "uORF" 141150205 3 -2.5
"523" "ENST00000231137.6" "5" 141172712 141172783 "+" 523 "uORF" 141172714 3 -0.833333333333333
"524" "ENST00000231173.6" "5" 141245456 141245530 "+" 524 "uORF" 141245458 3 -0.5
"534" "ENST00000232003.5" "3" 186666019 186666027 "+" 534 "uORF" 186666021 3 0
"537" "ENST00000232974.11" "3" 42653805 42653813 "+" 537 "uORF" 42653807 3 1.16666666666667
"538" "ENST00000232974.11" "3" 42653871 42658285 "+" 538 "uORF" 42653873 3 -0.333333333333333
"540" "ENST00000233047.9" "16" 21161101 21161160 "+" 540 "uORF" 21161103 3 2.83333333333333
"542" "ENST00000233154.9" "2" 105816435 105816530 "+" 542 "uORF" 105816437 3 -1.33333333333333
"544" "ENST00000233575.7" "2" 27370639 27370668 "+" 544 "uORF" 27370641 3 2.16666666666667
"545" "ENST00000233615.7" "2" 74458461 74458484 "+" 545 "uORF" 74458463 3 0.833333333333333
"546" "ENST00000233615.7" "2" 74458484 74458594 "+" 546 "uORF" 74458486 3 4
"547" "ENST00000233615.7" "2" 74458502 74458594 "+" 547 "uORF" 74458504 3 3.83333333333333
"548" "ENST00000233615.7" "2" 74458520 74458594 "+" 548 "uORF" 74458522 3 2.33333333333333
"549" "ENST00000233638.8" "2" 74514586 74514708 "+" 549 "uORF" 74514588 3 1.5
"550" "ENST00000233638.8" "2" 74514652 74514708 "+" 550 "uORF" 74514654 3 1.33333333333333
"551" "ENST00000233948.4" "2" 218859889 218859960 "+" 551 "uORF" 218859891 3 1.33333333333333
"552" "ENST00000233954.6" "2" 102311618 102338151 "+" 552 "uORF" 102311620 3 -0.166666666666667
"553" "ENST00000233954.6" "2" 102338172 102338219 "+" 553 "uORF" 102338174 3 -0.166666666666667
"554" "ENST00000233954.6" "2" 102338196 102338219 "+" 554 "uORF" 102338198 3 -0.333333333333333
"555" "ENST00000233969.3" "2" 102619571 102619603 "+" 555 "uORF" 102619573 3 -0.333333333333333
"556" "ENST00000233969.3" "2" 102619790 102619798 "+" 556 "uORF" 102619792 3 0.666666666666667
"569" "ENST00000234313.8" "2" 68365282 68365305 "+" 569 "uORF" 68365284 3 -0.333333333333333
"570" "ENST00000234420.11" "2" 47783176 47783190 "+" 570 "uORF" 47783178 3 0
"571" "ENST00000234453.10" "2" 178480487 178480711 "+" 571 "uORF" 178480489 3 1.16666666666667
"572" "ENST00000234453.10" "2" 178480649 178480711 "+" 572 "uORF" 178480651 3 1.66666666666667
"573" "ENST00000234453.10" "2" 178480846 178480866 "+" 573 "uORF" 178480848 3 2.33333333333333
"574" "ENST00000234739.8" "1" 147541551 147541646 "+" 574 "uORF" 147541553 3 5
"575" "ENST00000234739.8" "1" 147541643 147541669 "+" 575 "uORF" 147541645 3 3
"576" "ENST00000234739.8" "1" 147604783 147604833 "+" 576 "uORF" 147604785 3 2.83333333333333
"577" "ENST00000234739.8" "1" 147606832 147606852 "+" 577 "uORF" 147606834 3 5.66666666666667
"578" "ENST00000234739.8" "1" 147611579 147611716 "+" 578 "uORF" 147611581 3 4
"579" "ENST00000234739.8" "1" 147611590 147611796 "+" 579 "uORF" 147611592 3 6.33333333333333
"580" "ENST00000234739.8" "1" 147611633 147611716 "+" 580 "uORF" 147611635 3 8.66666666666667
"585" "ENST00000235307.7" "1" 184477447 184477464 "+" 585 "uORF" 184477449 3 4
"586" "ENST00000235307.7" "1" 184477467 184477505 "+" 586 "uORF" 184477469 3 5.33333333333333
"587" "ENST00000235329.10" "1" 11980456 11980482 "+" 587 "uORF" 11980458 3 2.33333333333333
"588" "ENST00000235329.10" "1" 11982069 11982092 "+" 588 "uORF" 11982071 3 0.333333333333333
"589" "ENST00000235329.10" "1" 11982075 11982092 "+" 589 "uORF" 11982077 3 1.33333333333333
"590" "ENST00000235329.10" "1" 11982078 11982092 "+" 590 "uORF" 11982080 3 3.66666666666667
"591" "ENST00000235332.6" "1" 12019533 12021648 "+" 591 "uORF" 12019535 3 -2.66666666666667
"593" "ENST00000236342.12" "1" 26432321 26432924 "+" 593 "uORF" 26432323 3 1
"597" "ENST00000237264.9" "6" 133953304 133980088 "+" 597 "uORF" 133953306 3 3.66666666666667
"598" "ENST00000237275.9" "6" 143864477 143864512 "+" 598 "uORF" 143864479 3 0.166666666666667
"599" "ENST00000237275.9" "6" 143864480 143864512 "+" 599 "uORF" 143864482 3 0.666666666666667
"607" "ENST00000237596.7" "4" 88007666 88007728 "+" 607 "uORF" 88007668 3 1.33333333333333
"615" "ENST00000238112.8" "2" 9423674 9423721 "+" 615 "uORF" 9423676 3 0.166666666666667
"629" "ENST00000238714.8" "2" 60756336 60756350 "+" 629 "uORF" 60756338 3 2
"631" "ENST00000238738.9" "2" 46542736 46542987 "+" 631 "uORF" 46542738 3 -0.166666666666667
"632" "ENST00000238738.9" "2" 46542913 46542987 "+" 632 "uORF" 46542915 3 -0.166666666666667
"635" "ENST00000238831.9" "2" 32277913 32277981 "+" 635 "uORF" 32277915 3 1.5
"636" "ENST00000238936.8" "10" 102468963 102469013 "+" 636 "uORF" 102468965 3 4.66666666666667
"637" "ENST00000238936.8" "10" 102468984 102469013 "+" 637 "uORF" 102468986 3 0.166666666666667
"648" "ENST00000239446.6" "5" 141192355 141192396 "+" 648 "uORF" 141192357 3 0.166666666666667
"649" "ENST00000239446.6" "5" 141192360 141192416 "+" 649 "uORF" 141192362 3 -1.33333333333333
"650" "ENST00000239446.6" "5" 141192393 141192416 "+" 650 "uORF" 141192395 3 -0.833333333333333
"651" "ENST00000239446.6" "5" 141192502 141192531 "+" 651 "uORF" 141192504 3 -0.666666666666667
"655" "ENST00000239906.10" "5" 138341195 138341263 "+" 655 "uORF" 138341197 3 1.83333333333333
"656" "ENST00000239906.10" "5" 138341228 138341263 "+" 656 "uORF" 138341230 3 1.83333333333333
"657" "ENST00000239926.9" "5" 137867894 137867917 "+" 657 "uORF" 137867896 3 3.33333333333333
"662" "ENST00000240093.8" "8" 28499958 28499972 "+" 662 "uORF" 28499960 3 -0.5
"663" "ENST00000240093.8" "8" 28502708 28502737 "+" 663 "uORF" 28502710 3 5.66666666666667
"664" "ENST00000240093.8" "8" 28502728 28502781 "+" 664 "uORF" 28502730 3 4
"665" "ENST00000240093.8" "8" 28502748 28502867 "+" 665 "uORF" 28502750 3 0
"666" "ENST00000240093.8" "8" 28502759 28502773 "+" 666 "uORF" 28502761 3 0.333333333333333
"667" "ENST00000240093.8" "8" 28502778 28502867 "+" 667 "uORF" 28502780 3 1.83333333333333
"668" "ENST00000240093.8" "8" 28502796 28502867 "+" 668 "uORF" 28502798 3 4.33333333333333
"669" "ENST00000240093.8" "8" 28502799 28502867 "+" 669 "uORF" 28502801 3 4
"670" "ENST00000240123.12" "8" 22551969 22554499 "+" 670 "uORF" 22551971 3 0.833333333333333
"671" "ENST00000240285.10" "8" 73294936 73294959 "+" 671 "uORF" 73294938 3 1.66666666666667
"672" "ENST00000240306.5" "17" 49969214 49969243 "+" 672 "uORF" 49969216 3 0
"673" "ENST00000240306.5" "17" 49969234 49969311 "+" 673 "uORF" 49969236 3 -0.5
"674" "ENST00000240306.5" "17" 49969261 49969311 "+" 674 "uORF" 49969263 3 1.33333333333333
"677" "ENST00000240499.8" "4" 337941 337955 "+" 677 "uORF" 337943 3 0.333333333333333
"685" "ENST00000241071.11" "7" 100586391 100586498 "+" 685 "uORF" 100586393 3 -0.333333333333333
"690" "ENST00000241416.12" "2" 147845045 147845062 "+" 690 "uORF" 147845047 3 4.33333333333333
"691" "ENST00000241891.10" "10" 86654687 86654719 "+" 691 "uORF" 86654689 3 0.333333333333333
"692" "ENST00000242067.11" "7" 33129579 33129593 "+" 692 "uORF" 33129581 3 0.833333333333333
"693" "ENST00000242067.11" "7" 33129737 33129895 "+" 693 "uORF" 33129739 3 0.833333333333333
"694" "ENST00000242104.6" "7" 5880814 5880882 "+" 694 "uORF" 5880816 3 -1.16666666666667
"695" "ENST00000242104.6" "7" 5880829 5880882 "+" 695 "uORF" 5880831 3 -1
"696" "ENST00000242108.9" "7" 36153479 36153532 "+" 696 "uORF" 36153481 3 0.166666666666667
"697" "ENST00000242108.9" "7" 36154169 36154213 "+" 697 "uORF" 36154171 3 1.66666666666667
"704" "ENST00000242577.11" "12" 120496115 120496159 "+" 704 "uORF" 120496117 3 1.33333333333333
"705" "ENST00000242591.10" "12" 110124521 110124559 "+" 705 "uORF" 110124523 3 -0.333333333333333
"706" "ENST00000242591.10" "12" 110124625 110124660 "+" 706 "uORF" 110124627 3 -1
"707" "ENST00000242591.10" "12" 110124751 110127371 "+" 707 "uORF" 110124753 3 -0.333333333333333
"708" "ENST00000242719.4" "1" 51236327 51236431 "+" 708 "uORF" 51236329 3 0.666666666666667
"709" "ENST00000242719.4" "1" 51236594 51236644 "+" 709 "uORF" 51236596 3 1
"715" "ENST00000242810.11" "3" 183643532 183650341 "+" 715 "uORF" 183643534 3 2.5
"716" "ENST00000242819.7" "13" 51862165 51862191 "+" 716 "uORF" 51862167 3 -1
"717" "ENST00000242819.7" "13" 51862171 51862191 "+" 717 "uORF" 51862173 3 1.83333333333333
"718" "ENST00000242994.4" "12" 55020197 55020208 "+" 718 "uORF" 55020199 3 2.66666666666667
"719" "ENST00000242994.4" "12" 55020231 55020257 "+" 719 "uORF" 55020233 3 0.5
"720" "ENST00000243077.8" "12" 57128521 57128529 "+" 720 "uORF" 57128523 3 1.16666666666667
"721" "ENST00000243077.8" "12" 57128665 57128676 "+" 721 "uORF" 57128667 3 3.66666666666667
"724" "ENST00000243389.8" "5" 151447638 151447652 "+" 724 "uORF" 151447640 3 2.5
"725" "ENST00000243457.4" "17" 70169645 70174856 "+" 725 "uORF" 70169647 3 2
"726" "ENST00000243457.4" "17" 70169673 70174848 "+" 726 "uORF" 70169675 3 3
"727" "ENST00000243457.4" "17" 70169681 70174856 "+" 727 "uORF" 70169683 3 2.33333333333333
"728" "ENST00000243457.4" "17" 70174827 70174856 "+" 728 "uORF" 70174829 3 1
"729" "ENST00000243457.4" "17" 70174838 70174861 "+" 729 "uORF" 70174840 3 3.33333333333333
"730" "ENST00000243457.4" "17" 70174868 70174891 "+" 730 "uORF" 70174870 3 1.83333333333333
"733" "ENST00000243918.10" "20" 45363230 45363271 "+" 733 "uORF" 45363232 3 2.33333333333333
"735" "ENST00000244040.4" "20" 58309739 58309789 "+" 735 "uORF" 58309741 3 1.66666666666667
"736" "ENST00000244040.4" "20" 58309903 58309941 "+" 736 "uORF" 58309905 3 0.666666666666667
"737" "ENST00000244230.7" "2" 71130634 71130660 "+" 737 "uORF" 71130636 3 1.83333333333333
"742" "ENST00000244458.7" "6" 34466245 34526249 "+" 742 "uORF" 34466247 3 1.16666666666667
"743" "ENST00000244458.7" "6" 34526246 34526266 "+" 743 "uORF" 34526248 3 3.66666666666667
"744" "ENST00000244519.7" "6" 26440560 26440601 "+" 744 "uORF" 26440562 3 -0.666666666666667
"745" "ENST00000244519.7" "6" 26440587 26440601 "+" 745 "uORF" 26440589 3 0.333333333333333
"746" "ENST00000244519.7" "6" 26443382 26443411 "+" 746 "uORF" 26443384 3 -0.166666666666667
"748" "ENST00000244576.9" "6" 27388827 27389051 "+" 748 "uORF" 27388829 3 0.5
"749" "ENST00000244576.9" "6" 27388855 27399520 "+" 749 "uORF" 27388857 3 -0.333333333333333
"750" "ENST00000244576.9" "6" 27388906 27399520 "+" 750 "uORF" 27388908 3 -0.166666666666667
"751" "ENST00000244576.9" "6" 27388933 27399520 "+" 751 "uORF" 27388935 3 -0.833333333333333
"752" "ENST00000244576.9" "6" 27399452 27399520 "+" 752 "uORF" 27399454 3 0
"753" "ENST00000244576.9" "6" 27399498 27400293 "+" 753 "uORF" 27399500 3 0.166666666666667
"754" "ENST00000244745.4" "6" 21593911 21594057 "+" 754 "uORF" 21593913 3 3.33333333333333
"755" "ENST00000244745.4" "6" 21593926 21594057 "+" 755 "uORF" 21593928 3 1.83333333333333
"756" "ENST00000244745.4" "6" 21594063 21594077 "+" 756 "uORF" 21594065 3 3
"759" "ENST00000245222.9" "19" 48620458 48620466 "+" 759 "uORF" 48620460 3 0.666666666666667
"760" "ENST00000245255.7" "12" 130337899 130338126 "+" 760 "uORF" 130337901 3 -0.833333333333333
"761" "ENST00000245304.5" "13" 97434282 97434425 "+" 761 "uORF" 97434284 3 0.333333333333333
"768" "ENST00000245787.9" "2" 118088527 118096430 "+" 768 "uORF" 118088529 3 3.33333333333333
"769" "ENST00000245787.9" "2" 118096449 118096463 "+" 769 "uORF" 118096451 3 1.33333333333333
"770" "ENST00000245796.11" "2" 113182353 113182412 "+" 770 "uORF" 113182355 3 0.333333333333333
"773" "ENST00000245932.11" "19" 45507648 45507674 "+" 773 "uORF" 45507650 3 1.5
"775" "ENST00000246012.2" "20" 23491142 23491150 "+" 775 "uORF" 23491144 3 0.166666666666667
"776" "ENST00000246012.2" "20" 23491289 23491533 "+" 776 "uORF" 23491291 3 -1
"777" "ENST00000246090.6" "20" 17722818 17722874 "+" 777 "uORF" 17722820 3 0.333333333333333
"778" "ENST00000246117.9" "19" 3185949 3185960 "+" 778 "uORF" 3185951 3 0.833333333333333
"779" "ENST00000246166.3" "14" 64986896 64986913 "+" 779 "uORF" 64986898 3 2.33333333333333
"784" "ENST00000246529.4" "19" 35936856 35936963 "+" 784 "uORF" 35936858 3 0
"785" "ENST00000246529.4" "19" 35937228 35937341 "+" 785 "uORF" 35937230 3 -0.5
"786" "ENST00000246529.4" "19" 35937473 35937508 "+" 786 "uORF" 35937475 3 1.5
"787" "ENST00000246529.4" "19" 35937481 35937501 "+" 787 "uORF" 35937483 3 -0.666666666666667
"788" "ENST00000246553.4" "19" 35348206 35348277 "+" 788 "uORF" 35348208 3 -2.16666666666667
"789" "ENST00000246553.4" "19" 35348415 35348453 "+" 789 "uORF" 35348417 3 0.5
"790" "ENST00000246553.4" "19" 35348574 35348777 "+" 790 "uORF" 35348576 3 -0.666666666666667
"791" "ENST00000246553.4" "19" 35348626 35348754 "+" 791 "uORF" 35348628 3 0
"792" "ENST00000246553.4" "19" 35348662 35348754 "+" 792 "uORF" 35348664 3 0.5
"793" "ENST00000246553.4" "19" 35348727 35348777 "+" 793 "uORF" 35348729 3 -0.5
"794" "ENST00000246553.4" "19" 35348955 35348966 "+" 794 "uORF" 35348957 3 1.83333333333333
"795" "ENST00000246553.4" "19" 35348969 35348989 "+" 795 "uORF" 35348971 3 -0.666666666666667
"796" "ENST00000246553.4" "19" 35348976 35348999 "+" 796 "uORF" 35348978 3 0.333333333333333
"797" "ENST00000246553.4" "19" 35349111 35349284 "+" 797 "uORF" 35349113 3 -0.5
"798" "ENST00000246553.4" "19" 35349226 35349237 "+" 798 "uORF" 35349228 3 -0.833333333333333
"799" "ENST00000246553.4" "19" 35349271 35349564 "+" 799 "uORF" 35349273 3 -0.5
"800" "ENST00000246553.4" "19" 35349378 35349485 "+" 800 "uORF" 35349380 3 -1.33333333333333
"801" "ENST00000246553.4" "19" 35349551 35349580 "+" 801 "uORF" 35349553 3 0.166666666666667
"802" "ENST00000246553.4" "19" 35349577 35349624 "+" 802 "uORF" 35349579 3 -2.66666666666667
"803" "ENST00000246553.4" "19" 35349592 35349624 "+" 803 "uORF" 35349594 3 -0.833333333333333
"804" "ENST00000246553.4" "19" 35349693 35349737 "+" 804 "uORF" 35349695 3 -0.833333333333333
"805" "ENST00000246553.4" "19" 35349696 35349737 "+" 805 "uORF" 35349698 3 -0.666666666666667
"806" "ENST00000246553.4" "19" 35349761 35349787 "+" 806 "uORF" 35349763 3 0.833333333333333
"807" "ENST00000246553.4" "19" 35349974 35350003 "+" 807 "uORF" 35349976 3 -0.833333333333333
"808" "ENST00000246553.4" "19" 35350077 35350298 "+" 808 "uORF" 35350079 3 -0.333333333333333
"809" "ENST00000246553.4" "19" 35350243 35350338 "+" 809 "uORF" 35350245 3 -2
"810" "ENST00000246553.4" "19" 35350375 35350422 "+" 810 "uORF" 35350377 3 -0.833333333333333
"811" "ENST00000246553.4" "19" 35350383 35350430 "+" 811 "uORF" 35350385 3 -0.833333333333333
"812" "ENST00000246553.4" "19" 35350682 35350693 "+" 812 "uORF" 35350684 3 1.5
"813" "ENST00000246553.4" "19" 35350726 35350797 "+" 813 "uORF" 35350728 3 1.66666666666667
"814" "ENST00000246553.4" "19" 35351302 35351409 "+" 814 "uORF" 35351304 3 -0.333333333333333
"817" "ENST00000246949.10" "16" 3654754 3654846 "+" 817 "uORF" 3654756 3 -1.16666666666667
"835" "ENST00000247815.9" "12" 66302512 66302529 "+" 835 "uORF" 66302514 3 -2.16666666666667
"836" "ENST00000247815.9" "12" 66302546 66302590 "+" 836 "uORF" 66302548 3 -2.33333333333333
"837" "ENST00000247815.9" "12" 66302552 66302590 "+" 837 "uORF" 66302554 3 -1.16666666666667
"840" "ENST00000247843.7" "12" 69359779 69359814 "+" 840 "uORF" 69359781 3 1
"841" "ENST00000247879.2" "7" 141764113 141764157 "+" 841 "uORF" 141764115 3 -1.83333333333333
"842" "ENST00000247881.4" "7" 141776689 141776796 "+" 842 "uORF" 141776691 3 0.833333333333333
"843" "ENST00000247881.4" "7" 141776743 141776796 "+" 843 "uORF" 141776745 3 -0.666666666666667
"844" "ENST00000247881.4" "7" 141776789 141776815 "+" 844 "uORF" 141776791 3 0.5
"845" "ENST00000247881.4" "7" 141776859 141776957 "+" 845 "uORF" 141776861 3 -0.333333333333333
"846" "ENST00000247881.4" "7" 141777017 141777085 "+" 846 "uORF" 141777019 3 -0.166666666666667
"847" "ENST00000247881.4" "7" 141777054 141777104 "+" 847 "uORF" 141777056 3 -0.833333333333333
"848" "ENST00000247881.4" "7" 141777085 141777108 "+" 848 "uORF" 141777087 3 -0.166666666666667
"849" "ENST00000247881.4" "7" 141777097 141777108 "+" 849 "uORF" 141777099 3 -0.333333333333333
"850" "ENST00000247881.4" "7" 141777180 141777233 "+" 850 "uORF" 141777182 3 -0.333333333333333
"851" "ENST00000247881.4" "7" 141777188 141777220 "+" 851 "uORF" 141777190 3 0
"852" "ENST00000247881.4" "7" 141777301 141777339 "+" 852 "uORF" 141777303 3 -0.5
"853" "ENST00000247881.4" "7" 141777305 141777346 "+" 853 "uORF" 141777307 3 0.333333333333333
"854" "ENST00000247881.4" "7" 141777406 141777420 "+" 854 "uORF" 141777408 3 0.333333333333333
"855" "ENST00000247881.4" "7" 141777482 141777556 "+" 855 "uORF" 141777484 3 -0.333333333333333
"856" "ENST00000247881.4" "7" 141777505 141777582 "+" 856 "uORF" 141777507 3 0
"857" "ENST00000247881.4" "7" 141777579 141777692 "+" 857 "uORF" 141777581 3 0.333333333333333
"858" "ENST00000247881.4" "7" 141777584 141777664 "+" 858 "uORF" 141777586 3 0.5
"859" "ENST00000247881.4" "7" 141777618 141777692 "+" 859 "uORF" 141777620 3 0.5
"860" "ENST00000247881.4" "7" 141777665 141777682 "+" 860 "uORF" 141777667 3 0
"861" "ENST00000247881.4" "7" 141777689 141777697 "+" 861 "uORF" 141777691 3 0.166666666666667
"862" "ENST00000247881.4" "7" 141777775 141777807 "+" 862 "uORF" 141777777 3 0
"863" "ENST00000247881.4" "7" 141777781 141777807 "+" 863 "uORF" 141777783 3 0.333333333333333
"864" "ENST00000247881.4" "7" 141777794 141777850 "+" 864 "uORF" 141777796 3 -0.833333333333333
"865" "ENST00000247881.4" "7" 141777837 141777884 "+" 865 "uORF" 141777839 3 0
"866" "ENST00000247881.4" "7" 141777952 141777966 "+" 866 "uORF" 141777954 3 -0.666666666666667
"867" "ENST00000247881.4" "7" 141778024 141778068 "+" 867 "uORF" 141778026 3 -0.5
"868" "ENST00000247881.4" "7" 141778030 141778068 "+" 868 "uORF" 141778032 3 0.166666666666667
"869" "ENST00000247881.4" "7" 141778095 141778124 "+" 869 "uORF" 141778097 3 -0.166666666666667
"870" "ENST00000247881.4" "7" 141778282 141778293 "+" 870 "uORF" 141778284 3 0.666666666666667
"871" "ENST00000247881.4" "7" 141778351 141778482 "+" 871 "uORF" 141778353 3 0.333333333333333
"873" "ENST00000247956.11" "19" 9140444 9156000 "+" 873 "uORF" 9140446 3 1.66666666666667
"874" "ENST00000247956.11" "19" 9140526 9155962 "+" 874 "uORF" 9140528 3 0.333333333333333
"875" "ENST00000247956.11" "19" 9155925 9155948 "+" 875 "uORF" 9155927 3 0.666666666666667
"876" "ENST00000248211.11" "12" 133130667 133130741 "+" 876 "uORF" 133130669 3 -0.5
"877" "ENST00000248248.8" "16" 77191197 77191253 "+" 877 "uORF" 77191199 3 0.166666666666667
"878" "ENST00000248378.6" "17" 3668827 3668862 "+" 878 "uORF" 3668829 3 1.33333333333333
"879" "ENST00000248484.9" "13" 23570493 23570558 "+" 879 "uORF" 23570495 3 -0.5
"880" "ENST00000248484.9" "13" 23570551 23570604 "+" 880 "uORF" 23570553 3 0
"881" "ENST00000248484.9" "13" 23570627 23570680 "+" 881 "uORF" 23570629 3 -1
"882" "ENST00000248484.9" "13" 23570658 23570672 "+" 882 "uORF" 23570660 3 3.66666666666667
"883" "ENST00000248484.9" "13" 23570728 23570778 "+" 883 "uORF" 23570730 3 2.33333333333333
"884" "ENST00000248572.10" "7" 93906592 93906624 "+" 884 "uORF" 93906594 3 2.33333333333333
"887" "ENST00000248929.14" "22" 40400701 40400757 "+" 887 "uORF" 40400703 3 1.16666666666667
"888" "ENST00000248929.14" "22" 40400716 40400757 "+" 888 "uORF" 40400718 3 2.66666666666667
"889" "ENST00000249007.4" "22" 32357910 32357984 "+" 889 "uORF" 32357912 3 0
"890" "ENST00000249007.4" "22" 32357946 32357984 "+" 890 "uORF" 32357948 3 -0.166666666666667
"891" "ENST00000249007.4" "22" 32358024 32358044 "+" 891 "uORF" 32358026 3 -0.333333333333333
"892" "ENST00000249014.5" "22" 37566187 37566228 "+" 892 "uORF" 37566189 3 1.16666666666667
