"t_id"	"chromosome"	"g_start_coord_ref"	"g_end_coord_ref"	"strand_mane"	"u_id"	"u_id2"
"348"	"ENST00000222823.9"	"7"	30459156	30459173	"-"	348	"uORF"
"349"	"ENST00000222823.9"	"7"	30459156	30459170	"-"	349	"uORF"
"350"	"ENST00000222969.10"	"7"	99409007	99409048	"+"	350	"uORF"
"351"	"ENST00000222969.10"	"7"	99409088	99409192	"+"	351	"uORF"
"352"	"ENST00000222969.10"	"7"	99409120	99409143	"+"	352	"uORF"
"353"	"ENST00000223023.5"	"7"	123748833	123748847	"-"	353	"uORF"
"354"	"ENST00000223026.9"	"7"	123845183	123845233	"+"	354	"uORF"
"355"	"ENST00000223026.9"	"7"	123845230	123845265	"+"	355	"uORF"
"356"	"ENST00000223026.9"	"7"	123845356	123845448	"+"	356	"uORF"
"357"	"ENST00000223026.9"	"7"	123845364	123845375	"+"	357	"uORF"
"358"	"ENST00000223026.9"	"7"	123845396	123845491	"+"	358	"uORF"
"359"	"ENST00000223026.9"	"7"	123845421	123845438	"+"	359	"uORF"
"360"	"ENST00000223026.9"	"7"	123845472	123845567	"+"	360	"uORF"
"361"	"ENST00000223026.9"	"7"	123845512	123845553	"+"	361	"uORF"
"362"	"ENST00000223026.9"	"7"	123845599	123845619	"+"	362	"uORF"
"363"	"ENST00000223127.8"	"7"	101217412	101217579	"-"	363	"uORF"
"364"	"ENST00000223129.8"	"7"	7715206	7718556	"-"	364	"uORF"
"365"	"ENST00000223129.8"	"7"	7687238	7715200	"-"	365	"uORF"
"366"	"ENST00000223129.8"	"7"	7687270	7687284	"-"	366	"uORF"
"367"	"ENST00000223129.8"	"7"	7687238	7687273	"-"	367	"uORF"
"368"	"ENST00000223129.8"	"7"	7685938	7687241	"-"	368	"uORF"
"369"	"ENST00000223129.8"	"7"	7685963	7687230	"-"	369	"uORF"
"370"	"ENST00000223129.8"	"7"	7685908	7685922	"-"	370	"uORF"
"371"	"ENST00000223129.8"	"7"	7641149	7685850	"-"	371	"uORF"
"372"	"ENST00000223129.8"	"7"	7640852	7641076	"-"	372	"uORF"
"373"	"ENST00000223129.8"	"7"	7640852	7640866	"-"	373	"uORF"
"374"	"ENST00000223136.5"	"7"	101245037	101245057	"-"	374	"uORF"
"375"	"ENST00000223145.10"	"7"	7969043	7969096	"+"	375	"uORF"
"376"	"ENST00000223167.5"	"7"	101629257	101629277	"-"	376	"uORF"
"377"	"ENST00000223167.5"	"7"	101629163	101629246	"-"	377	"uORF"
"378"	"ENST00000223167.5"	"7"	101629167	101629217	"-"	378	"uORF"
"379"	"ENST00000223167.5"	"7"	101629163	101629210	"-"	379	"uORF"
"380"	"ENST00000223167.5"	"7"	101629163	101629174	"-"	380	"uORF"
"381"	"ENST00000223215.10"	"7"	130492298	130492306	"+"	381	"uORF"
"382"	"ENST00000223398.11"	"7"	74289718	74317483	"+"	382	"uORF"
"383"	"ENST00000223398.11"	"7"	74317490	74317507	"+"	383	"uORF"
"384"	"ENST00000223428.9"	"9"	96776127	96776159	"-"	384	"uORF"
"385"	"ENST00000223795.3"	"9"	114930352	114930513	"-"	385	"uORF"
"386"	"ENST00000223795.3"	"9"	114930405	114930506	"-"	386	"uORF"
"387"	"ENST00000223795.3"	"9"	114930352	114930408	"-"	387	"uORF"
"388"	"ENST00000223795.3"	"9"	114930326	114930367	"-"	388	"uORF"
"389"	"ENST00000223795.3"	"9"	114930326	114930346	"-"	389	"uORF"
"390"	"ENST00000224140.6"	"9"	132354940	132354954	"-"	390	"uORF"
"391"	"ENST00000224140.6"	"9"	132353691	132353753	"-"	391	"uORF"
"392"	"ENST00000224140.6"	"9"	132353681	132353722	"-"	392	"uORF"
"393"	"ENST00000224140.6"	"9"	132353662	132353718	"-"	393	"uORF"
"394"	"ENST00000224337.10"	"10"	96271446	96271478	"-"	394	"uORF"
"395"	"ENST00000224721.12"	"10"	71396979	71396990	"+"	395	"uORF"
"396"	"ENST00000224721.12"	"10"	71397052	71397120	"+"	396	"uORF"
"397"	"ENST00000225171.7"	"10"	67838088	67838168	"-"	397	"uORF"
"398"	"ENST00000225171.7"	"10"	67838099	67838119	"-"	398	"uORF"
"399"	"ENST00000225171.7"	"10"	67838099	67838110	"-"	399	"uORF"
"400"	"ENST00000225275.4"	"17"	58280856	58280891	"-"	400	"uORF"
"401"	"ENST00000225737.11"	"17"	19977723	19977800	"-"	401	"uORF"
"402"	"ENST00000225823.7"	"17"	33292533	33292598	"-"	402	"uORF"
"403"	"ENST00000225823.7"	"17"	33292533	33292583	"-"	403	"uORF"
"404"	"ENST00000225823.7"	"17"	33292116	33292172	"-"	404	"uORF"
"405"	"ENST00000225873.9"	"17"	35578116	35578136	"-"	405	"uORF"
"406"	"ENST00000225916.10"	"17"	42121345	42121356	"-"	406	"uORF"
"407"	"ENST00000225964.10"	"17"	50201558	50201572	"-"	407	"uORF"
"408"	"ENST00000225964.10"	"17"	50201516	50201530	"-"	408	"uORF"
"409"	"ENST00000226067.10"	"17"	55264982	55265002	"+"	409	"uORF"
"410"	"ENST00000226067.10"	"17"	55264994	55265002	"+"	410	"uORF"
"411"	"ENST00000226067.10"	"17"	55265315	55265332	"+"	411	"uORF"
"412"	"ENST00000226067.10"	"17"	55265321	55265332	"+"	412	"uORF"
"413"	"ENST00000226091.3"	"17"	7705292	7705336	"+"	413	"uORF"
"414"	"ENST00000226105.11"	"17"	8288723	8288764	"+"	414	"uORF"
"415"	"ENST00000226105.11"	"17"	8288738	8288764	"+"	415	"uORF"
"416"	"ENST00000226225.7"	"17"	28339418	28339453	"+"	416	"uORF"
"417"	"ENST00000226299.9"	"4"	17577238	17577255	"+"	417	"uORF"
"418"	"ENST00000226413.5"	"4"	67754355	67754378	"-"	418	"uORF"
"419"	"ENST00000226574.9"	"4"	102501608	102501622	"+"	419	"uORF"
"420"	"ENST00000226725.11"	"4"	165207705	165207746	"+"	420	"uORF"
"421"	"ENST00000226725.11"	"4"	165207775	165207858	"+"	421	"uORF"
"422"	"ENST00000226730.5"	"4"	122456561	122456617	"-"	422	"uORF"
"423"	"ENST00000226730.5"	"4"	122456561	122456608	"-"	423	"uORF"
"424"	"ENST00000226730.5"	"4"	122456561	122456575	"-"	424	"uORF"
"425"	"ENST00000227349.7"	"11"	122882838	122885775	"+"	425	"uORF"
"426"	"ENST00000227349.7"	"11"	122882928	122885775	"+"	426	"uORF"
"427"	"ENST00000227451.4"	"11"	59172445	59172459	"+"	427	"uORF"
"428"	"ENST00000227525.8"	"11"	60914172	60914186	"+"	428	"uORF"
"429"	"ENST00000227618.9"	"11"	72111464	72111496	"-"	429	"uORF"
"430"	"ENST00000227638.8"	"11"	94128858	94129160	"+"	430	"uORF"
"431"	"ENST00000227638.8"	"11"	94129187	94129243	"+"	431	"uORF"
"432"	"ENST00000227756.5"	"11"	11621864	11621950	"-"	432	"uORF"
"433"	"ENST00000227758.7"	"11"	102347237	102347311	"+"	433	"uORF"
"434"	"ENST00000227758.7"	"11"	102348660	102348692	"+"	434	"uORF"
"435"	"ENST00000227758.7"	"11"	102348703	102348738	"+"	435	"uORF"
"436"	"ENST00000227758.7"	"11"	102348722	102348769	"+"	436	"uORF"
"437"	"ENST00000227758.7"	"11"	102348792	102348842	"+"	437	"uORF"
"438"	"ENST00000227758.7"	"11"	102348886	102348900	"+"	438	"uORF"
"439"	"ENST00000227758.7"	"11"	102348897	102348917	"+"	439	"uORF"
"440"	"ENST00000227758.7"	"11"	102348929	102348955	"+"	440	"uORF"
"441"	"ENST00000227758.7"	"11"	102348932	102348955	"+"	441	"uORF"
"442"	"ENST00000227758.7"	"11"	102348956	102349036	"+"	442	"uORF"
"443"	"ENST00000227758.7"	"11"	102348988	102348999	"+"	443	"uORF"
"444"	"ENST00000227758.7"	"11"	102349004	102349036	"+"	444	"uORF"
"445"	"ENST00000227758.7"	"11"	102349069	102349110	"+"	445	"uORF"
"446"	"ENST00000227758.7"	"11"	102349072	102349110	"+"	446	"uORF"
"447"	"ENST00000227758.7"	"11"	102349084	102349110	"+"	447	"uORF"
"448"	"ENST00000227758.7"	"11"	102349100	102349135	"+"	448	"uORF"
"449"	"ENST00000227758.7"	"11"	102349259	102349294	"+"	449	"uORF"
"450"	"ENST00000227758.7"	"11"	102349262	102349294	"+"	450	"uORF"
"451"	"ENST00000227758.7"	"11"	102349304	102349366	"+"	451	"uORF"
"452"	"ENST00000227758.7"	"11"	102349340	102349366	"+"	452	"uORF"
"453"	"ENST00000227758.7"	"11"	102349360	102349377	"+"	453	"uORF"
"454"	"ENST00000227758.7"	"11"	102349603	102349614	"+"	454	"uORF"
"455"	"ENST00000227758.7"	"11"	102349820	102349828	"+"	455	"uORF"
"456"	"ENST00000228027.12"	"11"	75768930	75768974	"+"	456	"uORF"
"457"	"ENST00000228425.11"	"12"	27524217	27524225	"+"	457	"uORF"
"458"	"ENST00000228437.10"	"12"	107760611	107761008	"-"	458	"uORF"
"459"	"ENST00000228437.10"	"12"	107760611	107760715	"-"	459	"uORF"
"460"	"ENST00000228437.10"	"12"	107760597	107760605	"-"	460	"uORF"
"461"	"ENST00000228438.3"	"12"	9869238	9869255	"-"	461	"uORF"
"462"	"ENST00000228506.8"	"12"	120687180	120687227	"+"	462	"uORF"
"463"	"ENST00000228515.6"	"12"	51076617	51076640	"-"	463	"uORF"
"464"	"ENST00000228567.7"	"12"	33439800	33439814	"-"	464	"uORF"
"465"	"ENST00000228567.7"	"12"	33439668	33439691	"-"	465	"uORF"
"466"	"ENST00000228567.7"	"12"	33439605	33439613	"-"	466	"uORF"
"467"	"ENST00000228705.7"	"12"	62935131	62935148	"-"	467	"uORF"
"468"	"ENST00000228705.7"	"12"	62934881	62934973	"-"	468	"uORF"
"469"	"ENST00000228705.7"	"12"	62934738	62934809	"-"	469	"uORF"
"470"	"ENST00000228741.8"	"12"	96194475	96194483	"+"	470	"uORF"
"471"	"ENST00000228741.8"	"12"	96194636	96194671	"+"	471	"uORF"
"472"	"ENST00000228837.3"	"12"	4445661	4445711	"-"	472	"uORF"
"473"	"ENST00000228837.3"	"12"	4445610	4445648	"-"	473	"uORF"
"474"	"ENST00000228850.6"	"12"	4648793	4648837	"-"	474	"uORF"
"475"	"ENST00000228850.6"	"12"	4648771	4648830	"-"	475	"uORF"
"476"	"ENST00000228850.6"	"12"	4641973	4645172	"-"	476	"uORF"
"477"	"ENST00000228850.6"	"12"	4641973	4641990	"-"	477	"uORF"
"478"	"ENST00000228865.3"	"12"	12611922	12611999	"+"	478	"uORF"
"479"	"ENST00000228918.9"	"12"	6384185	6384244	"+"	479	"uORF"
"480"	"ENST00000228936.6"	"12"	14843453	14843497	"-"	480	"uORF"
"481"	"ENST00000228936.6"	"12"	14843172	14843207	"-"	481	"uORF"
"482"	"ENST00000229030.5"	"12"	130162831	130162902	"+"	482	"uORF"
"483"	"ENST00000229195.8"	"12"	70243476	70278162	"+"	483	"uORF"
"484"	"ENST00000229238.5"	"12"	6493209	6493238	"-"	484	"uORF"
"485"	"ENST00000229307.9"	"12"	7789457	7789561	"+"	485	"uORF"
"486"	"ENST00000229307.9"	"12"	7789465	7789497	"+"	486	"uORF"
"487"	"ENST00000229332.12"	"12"	8123714	8123770	"+"	487	"uORF"
"488"	"ENST00000229332.12"	"12"	8123734	8123766	"+"	488	"uORF"
"489"	"ENST00000229332.12"	"12"	8123798	8123818	"+"	489	"uORF"
"490"	"ENST00000229332.12"	"12"	8123820	8123828	"+"	490	"uORF"
"491"	"ENST00000229390.8"	"12"	120469706	120469720	"-"	491	"uORF"
"492"	"ENST00000229395.8"	"12"	26938526	26938597	"+"	492	"uORF"
"493"	"ENST00000229554.10"	"6"	116616479	116616532	"+"	493	"uORF"
"494"	"ENST00000229595.6"	"6"	118894203	118894226	"+"	494	"uORF"
"495"	"ENST00000229955.4"	"6"	96799785	96837353	"-"	495	"uORF"
"496"	"ENST00000229955.4"	"6"	96837269	96837325	"-"	496	"uORF"
"497"	"ENST00000229955.4"	"6"	96799785	96837317	"-"	497	"uORF"
"498"	"ENST00000229955.4"	"6"	96799804	96799860	"-"	498	"uORF"
"499"	"ENST00000229955.4"	"6"	96799736	96799834	"-"	499	"uORF"
"500"	"ENST00000229955.4"	"6"	96799785	96799814	"-"	500	"uORF"
"501"	"ENST00000229955.4"	"6"	96799736	96799783	"-"	501	"uORF"
"502"	"ENST00000230053.11"	"6"	70956519	70956548	"-"	502	"uORF"
"503"	"ENST00000230124.8"	"6"	109691320	109691346	"+"	503	"uORF"
"504"	"ENST00000230124.8"	"6"	109691346	109691360	"+"	504	"uORF"
"505"	"ENST00000230256.8"	"6"	167291335	167291367	"+"	505	"uORF"
"506"	"ENST00000230256.8"	"6"	167291373	167291438	"+"	506	"uORF"
"507"	"ENST00000230256.8"	"6"	167291385	167291438	"+"	507	"uORF"
"508"	"ENST00000230256.8"	"6"	167291416	167291472	"+"	508	"uORF"
"509"	"ENST00000230321.11"	"6"	41638504	41638524	"+"	509	"uORF"
"510"	"ENST00000230321.11"	"6"	41638597	41638638	"+"	510	"uORF"
"511"	"ENST00000230361.4"	"6"	42194893	42194943	"-"	511	"uORF"
"512"	"ENST00000230361.4"	"6"	42194893	42194940	"-"	512	"uORF"
"513"	"ENST00000230381.7"	"6"	42722412	42722474	"-"	513	"uORF"
"514"	"ENST00000230859.8"	"5"	6713619	6713690	"+"	514	"uORF"
"515"	"ENST00000230882.9"	"5"	42423503	42423625	"+"	515	"uORF"
"516"	"ENST00000230882.9"	"5"	42423749	42423841	"+"	516	"uORF"
"517"	"ENST00000231021.9"	"5"	27038548	27038580	"-"	517	"uORF"
"518"	"ENST00000231021.9"	"5"	27038559	27038576	"-"	518	"uORF"
"519"	"ENST00000231121.3"	"5"	154478044	154478058	"-"	519	"uORF"
"520"	"ENST00000231134.8"	"5"	141135371	141135406	"+"	520	"uORF"
"521"	"ENST00000231136.4"	"5"	141150115	141150153	"+"	521	"uORF"
"522"	"ENST00000231136.4"	"5"	141150203	141150211	"+"	522	"uORF"
"523"	"ENST00000231137.6"	"5"	141172712	141172783	"+"	523	"uORF"
"524"	"ENST00000231173.6"	"5"	141245456	141245530	"+"	524	"uORF"
"525"	"ENST00000231357.7"	"5"	1882848	1882859	"-"	525	"uORF"
"526"	"ENST00000231357.7"	"5"	1882774	1882782	"-"	526	"uORF"
"527"	"ENST00000231461.10"	"5"	100903095	100903241	"-"	527	"uORF"
"528"	"ENST00000231484.4"	"5"	141957989	141958036	"-"	528	"uORF"
"529"	"ENST00000231484.4"	"5"	141957989	141958030	"-"	529	"uORF"
"530"	"ENST00000231484.4"	"5"	141957885	141957986	"-"	530	"uORF"
"531"	"ENST00000231706.6"	"3"	170527038	170527082	"-"	531	"uORF"
"532"	"ENST00000231706.6"	"3"	170526992	170527015	"-"	532	"uORF"
"533"	"ENST00000231749.8"	"3"	50345632	50345721	"-"	533	"uORF"
"534"	"ENST00000232003.5"	"3"	186666019	186666027	"+"	534	"uORF"
"535"	"ENST00000232496.5"	"3"	50328142	50328165	"-"	535	"uORF"
"536"	"ENST00000232496.5"	"3"	50328101	50328118	"-"	536	"uORF"
"537"	"ENST00000232974.11"	"3"	42653805	42653813	"+"	537	"uORF"
"538"	"ENST00000232974.11"	"3"	42653871	42658285	"+"	538	"uORF"
"539"	"ENST00000233027.10"	"3"	52770823	52770915	"-"	539	"uORF"
"540"	"ENST00000233047.9"	"16"	21161101	21161160	"+"	540	"uORF"
"541"	"ENST00000233057.9"	"2"	37148961	37148978	"-"	541	"uORF"
"542"	"ENST00000233154.9"	"2"	105816435	105816530	"+"	542	"uORF"
"543"	"ENST00000233468.5"	"2"	24076308	24076322	"-"	543	"uORF"
"544"	"ENST00000233575.7"	"2"	27370639	27370668	"+"	544	"uORF"
"545"	"ENST00000233615.7"	"2"	74458461	74458484	"+"	545	"uORF"
"546"	"ENST00000233615.7"	"2"	74458484	74458594	"+"	546	"uORF"
"547"	"ENST00000233615.7"	"2"	74458502	74458594	"+"	547	"uORF"
"548"	"ENST00000233615.7"	"2"	74458520	74458594	"+"	548	"uORF"
"549"	"ENST00000233638.8"	"2"	74514586	74514708	"+"	549	"uORF"
"550"	"ENST00000233638.8"	"2"	74514652	74514708	"+"	550	"uORF"
"551"	"ENST00000233948.4"	"2"	218859889	218859960	"+"	551	"uORF"
"552"	"ENST00000233954.6"	"2"	102311618	102338151	"+"	552	"uORF"
"553"	"ENST00000233954.6"	"2"	102338172	102338219	"+"	553	"uORF"
"554"	"ENST00000233954.6"	"2"	102338196	102338219	"+"	554	"uORF"
"555"	"ENST00000233969.3"	"2"	102619571	102619603	"+"	555	"uORF"
"556"	"ENST00000233969.3"	"2"	102619790	102619798	"+"	556	"uORF"
"557"	"ENST00000234111.9"	"2"	10448122	10448154	"-"	557	"uORF"
"558"	"ENST00000234179.8"	"2"	37317081	37317170	"-"	558	"uORF"
"559"	"ENST00000234179.8"	"2"	37317127	37317144	"-"	559	"uORF"
"560"	"ENST00000234179.8"	"2"	37317029	37317127	"-"	560	"uORF"
"561"	"ENST00000234179.8"	"2"	37317103	37317120	"-"	561	"uORF"
"562"	"ENST00000234179.8"	"2"	37317029	37317061	"-"	562	"uORF"
"563"	"ENST00000234179.8"	"2"	37317029	37317055	"-"	563	"uORF"
"564"	"ENST00000234179.8"	"2"	37316837	37316893	"-"	564	"uORF"
"565"	"ENST00000234179.8"	"2"	37316739	37316795	"-"	565	"uORF"
"566"	"ENST00000234179.8"	"2"	37316689	37316739	"-"	566	"uORF"
"567"	"ENST00000234179.8"	"2"	37316573	37316668	"-"	567	"uORF"
"568"	"ENST00000234198.9"	"2"	172102706	172102744	"-"	568	"uORF"
"569"	"ENST00000234313.8"	"2"	68365282	68365305	"+"	569	"uORF"
"570"	"ENST00000234420.11"	"2"	47783176	47783190	"+"	570	"uORF"
"571"	"ENST00000234453.10"	"2"	178480487	178480711	"+"	571	"uORF"
"572"	"ENST00000234453.10"	"2"	178480649	178480711	"+"	572	"uORF"
"573"	"ENST00000234453.10"	"2"	178480846	178480866	"+"	573	"uORF"
"574"	"ENST00000234739.8"	"1"	147541551	147541646	"+"	574	"uORF"
"575"	"ENST00000234739.8"	"1"	147541643	147541669	"+"	575	"uORF"
"576"	"ENST00000234739.8"	"1"	147604783	147604833	"+"	576	"uORF"
"577"	"ENST00000234739.8"	"1"	147606832	147606852	"+"	577	"uORF"
"578"	"ENST00000234739.8"	"1"	147611579	147611716	"+"	578	"uORF"
"579"	"ENST00000234739.8"	"1"	147611590	147611796	"+"	579	"uORF"
"580"	"ENST00000234739.8"	"1"	147611633	147611716	"+"	580	"uORF"
"581"	"ENST00000234816.7"	"1"	178870913	178871029	"-"	581	"uORF"
"582"	"ENST00000234816.7"	"1"	178870804	178870848	"-"	582	"uORF"
"583"	"ENST00000234816.7"	"1"	178870804	178870824	"-"	583	"uORF"
"584"	"ENST00000234816.7"	"1"	178869144	178869206	"-"	584	"uORF"
"585"	"ENST00000235307.7"	"1"	184477447	184477464	"+"	585	"uORF"
"586"	"ENST00000235307.7"	"1"	184477467	184477505	"+"	586	"uORF"
"587"	"ENST00000235329.10"	"1"	11980456	11980482	"+"	587	"uORF"
"588"	"ENST00000235329.10"	"1"	11982069	11982092	"+"	588	"uORF"
"589"	"ENST00000235329.10"	"1"	11982075	11982092	"+"	589	"uORF"
"590"	"ENST00000235329.10"	"1"	11982078	11982092	"+"	590	"uORF"
"591"	"ENST00000235332.6"	"1"	12019533	12021648	"+"	591	"uORF"
"592"	"ENST00000236192.12"	"1"	171738457	171742064	"-"	592	"uORF"
"593"	"ENST00000236342.12"	"1"	26432321	26432924	"+"	593	"uORF"
"594"	"ENST00000236826.8"	"11"	102724938	102724949	"-"	594	"uORF"
"595"	"ENST00000236826.8"	"11"	102724938	102724946	"-"	595	"uORF"
"596"	"ENST00000237172.12"	"6"	75493516	75493599	"-"	596	"uORF"
"597"	"ENST00000237264.9"	"6"	133953304	133980088	"+"	597	"uORF"
"598"	"ENST00000237275.9"	"6"	143864477	143864512	"+"	598	"uORF"
"599"	"ENST00000237275.9"	"6"	143864480	143864512	"+"	599	"uORF"
"600"	"ENST00000237353.15"	"16"	72171241	72172115	"-"	600	"uORF"
"601"	"ENST00000237353.15"	"16"	72171261	72172096	"-"	601	"uORF"
"602"	"ENST00000237455.5"	"2"	86623707	86623862	"-"	602	"uORF"
"603"	"ENST00000237455.5"	"2"	86623122	86623169	"-"	603	"uORF"
"604"	"ENST00000237455.5"	"2"	86623016	86623165	"-"	604	"uORF"
"605"	"ENST00000237455.5"	"2"	86623016	86623030	"-"	605	"uORF"
"606"	"ENST00000237536.9"	"20"	36863362	36863379	"-"	606	"uORF"
"607"	"ENST00000237596.7"	"4"	88007666	88007728	"+"	607	"uORF"
"608"	"ENST00000237612.8"	"4"	88158512	88158550	"-"	608	"uORF"
"609"	"ENST00000237654.9"	"4"	77075710	77075784	"-"	609	"uORF"
"610"	"ENST00000237654.9"	"4"	77075702	77075719	"-"	610	"uORF"
"611"	"ENST00000237654.9"	"4"	77075555	77075572	"-"	611	"uORF"
"612"	"ENST00000237654.9"	"4"	77075555	77075566	"-"	612	"uORF"
"613"	"ENST00000237853.9"	"5"	95961763	95961846	"-"	613	"uORF"
"614"	"ENST00000237853.9"	"5"	95961723	95961824	"-"	614	"uORF"
"615"	"ENST00000238112.8"	"2"	9423674	9423721	"+"	615	"uORF"
"616"	"ENST00000238156.8"	"12"	123972688	123972714	"-"	616	"uORF"
"617"	"ENST00000238156.8"	"12"	123972554	123972616	"-"	617	"uORF"
"618"	"ENST00000238647.5"	"14"	77028550	77028597	"-"	618	"uORF"
"619"	"ENST00000238682.8"	"14"	75981835	75981981	"-"	619	"uORF"
"620"	"ENST00000238682.8"	"14"	75981835	75981885	"-"	620	"uORF"
"621"	"ENST00000238682.8"	"14"	75981704	75981739	"-"	621	"uORF"
"622"	"ENST00000238682.8"	"14"	75981611	75981685	"-"	622	"uORF"
"623"	"ENST00000238682.8"	"14"	75981611	75981640	"-"	623	"uORF"
"624"	"ENST00000238682.8"	"14"	75981579	75981614	"-"	624	"uORF"
"625"	"ENST00000238682.8"	"14"	75981442	75981543	"-"	625	"uORF"
"626"	"ENST00000238682.8"	"14"	75981492	75981539	"-"	626	"uORF"
"627"	"ENST00000238682.8"	"14"	75981322	75981345	"-"	627	"uORF"
"628"	"ENST00000238682.8"	"14"	75981053	75981133	"-"	628	"uORF"
"629"	"ENST00000238714.8"	"2"	60756336	60756350	"+"	629	"uORF"
"630"	"ENST00000238721.9"	"2"	24084727	24084753	"-"	630	"uORF"
"631"	"ENST00000238738.9"	"2"	46542736	46542987	"+"	631	"uORF"
"632"	"ENST00000238738.9"	"2"	46542913	46542987	"+"	632	"uORF"
"633"	"ENST00000238789.10"	"2"	23927024	23927050	"-"	633	"uORF"
"634"	"ENST00000238823.13"	"2"	33599235	33599291	"-"	634	"uORF"
"635"	"ENST00000238831.9"	"2"	32277913	32277981	"+"	635	"uORF"
"636"	"ENST00000238936.8"	"10"	102468963	102469013	"+"	636	"uORF"
"637"	"ENST00000238936.8"	"10"	102468984	102469013	"+"	637	"uORF"
"638"	"ENST00000239144.5"	"17"	48615162	48615176	"-"	638	"uORF"
"639"	"ENST00000239144.5"	"17"	48615052	48615162	"-"	639	"uORF"
"640"	"ENST00000239144.5"	"17"	48615123	48615158	"-"	640	"uORF"
"641"	"ENST00000239144.5"	"17"	48615123	48615152	"-"	641	"uORF"
"642"	"ENST00000239144.5"	"17"	48615123	48615146	"-"	642	"uORF"
"643"	"ENST00000239144.5"	"17"	48615052	48615126	"-"	643	"uORF"
"644"	"ENST00000239144.5"	"17"	48615052	48615081	"-"	644	"uORF"
"645"	"ENST00000239144.5"	"17"	48614960	48614971	"-"	645	"uORF"
"646"	"ENST00000239367.7"	"6"	149864143	149864220	"-"	646	"uORF"
"647"	"ENST00000239440.9"	"5"	141680493	141680501	"-"	647	"uORF"
"648"	"ENST00000239446.6"	"5"	141192355	141192396	"+"	648	"uORF"
"649"	"ENST00000239446.6"	"5"	141192360	141192416	"+"	649	"uORF"
"650"	"ENST00000239446.6"	"5"	141192393	141192416	"+"	650	"uORF"
"651"	"ENST00000239446.6"	"5"	141192502	141192531	"+"	651	"uORF"
"652"	"ENST00000239859.8"	"13"	36297754	36297777	"-"	652	"uORF"
"653"	"ENST00000239882.7"	"13"	40982204	40982221	"-"	653	"uORF"
"654"	"ENST00000239882.7"	"13"	40982070	40982081	"-"	654	"uORF"
"655"	"ENST00000239906.10"	"5"	138341195	138341263	"+"	655	"uORF"
"656"	"ENST00000239906.10"	"5"	138341228	138341263	"+"	656	"uORF"
"657"	"ENST00000239926.9"	"5"	137867894	137867917	"+"	657	"uORF"
"658"	"ENST00000240050.9"	"12"	106986978	106987142	"-"	658	"uORF"
"659"	"ENST00000240050.9"	"12"	106985156	106985164	"-"	659	"uORF"
"660"	"ENST00000240050.9"	"12"	106978763	106985147	"-"	660	"uORF"
"661"	"ENST00000240050.9"	"12"	106978731	106978766	"-"	661	"uORF"
"662"	"ENST00000240093.8"	"8"	28499958	28499972	"+"	662	"uORF"
"663"	"ENST00000240093.8"	"8"	28502708	28502737	"+"	663	"uORF"
"664"	"ENST00000240093.8"	"8"	28502728	28502781	"+"	664	"uORF"
"665"	"ENST00000240093.8"	"8"	28502748	28502867	"+"	665	"uORF"
"666"	"ENST00000240093.8"	"8"	28502759	28502773	"+"	666	"uORF"
"667"	"ENST00000240093.8"	"8"	28502778	28502867	"+"	667	"uORF"
"668"	"ENST00000240093.8"	"8"	28502796	28502867	"+"	668	"uORF"
"669"	"ENST00000240093.8"	"8"	28502799	28502867	"+"	669	"uORF"
"670"	"ENST00000240123.12"	"8"	22551969	22554499	"+"	670	"uORF"
"671"	"ENST00000240285.10"	"8"	73294936	73294959	"+"	671	"uORF"
"672"	"ENST00000240306.5"	"17"	49969214	49969243	"+"	672	"uORF"
"673"	"ENST00000240306.5"	"17"	49969234	49969311	"+"	673	"uORF"
"674"	"ENST00000240306.5"	"17"	49969261	49969311	"+"	674	"uORF"
"675"	"ENST00000240333.12"	"17"	49707941	49707955	"-"	675	"uORF"
"676"	"ENST00000240333.12"	"17"	49707866	49707919	"-"	676	"uORF"
"677"	"ENST00000240499.8"	"4"	337941	337955	"+"	677	"uORF"
"678"	"ENST00000240615.3"	"12"	10807207	10807281	"-"	678	"uORF"
"679"	"ENST00000240615.3"	"12"	10807060	10807092	"-"	679	"uORF"
"680"	"ENST00000240615.3"	"12"	10807026	10807076	"-"	680	"uORF"
"681"	"ENST00000240615.3"	"12"	10807045	10807053	"-"	681	"uORF"
"682"	"ENST00000240619.3"	"12"	10826303	10826335	"-"	682	"uORF"
"683"	"ENST00000240662.3"	"12"	21773685	21774624	"-"	683	"uORF"
"684"	"ENST00000240687.2"	"12"	10802585	10802617	"-"	684	"uORF"
"685"	"ENST00000241071.11"	"7"	100586391	100586498	"+"	685	"uORF"
"686"	"ENST00000241125.4"	"13"	20160965	20161033	"-"	686	"uORF"
"687"	"ENST00000241356.5"	"1"	111503577	111503591	"-"	687	"uORF"
"688"	"ENST00000241356.5"	"1"	111503537	111503551	"-"	688	"uORF"
"689"	"ENST00000241356.5"	"1"	111503424	111503492	"-"	689	"uORF"
"690"	"ENST00000241416.12"	"2"	147845045	147845062	"+"	690	"uORF"
"691"	"ENST00000241891.10"	"10"	86654687	86654719	"+"	691	"uORF"
"692"	"ENST00000242067.11"	"7"	33129579	33129593	"+"	692	"uORF"
"693"	"ENST00000242067.11"	"7"	33129737	33129895	"+"	693	"uORF"
"694"	"ENST00000242104.6"	"7"	5880814	5880882	"+"	694	"uORF"
"695"	"ENST00000242104.6"	"7"	5880829	5880882	"+"	695	"uORF"
