"transcript" "orf_type" "count"
"633" "ENST00000260952.9" "uORF" 5
"634" "ENST00000261018.12" "start-stop" 1
"635" "ENST00000261018.12" "uORF" 1
"636" "ENST00000261047.8" "uORF" 1
"637" "ENST00000261058.3" "uORF" 2
"638" "ENST00000261167.7" "uORF" 2
"639" "ENST00000261170.5" "uORF" 2
"640" "ENST00000261180.10" "uORF" 1
"641" "ENST00000261183.8" "uORF" 3
"642" "ENST00000261191.12" "uORF" 1
"643" "ENST00000261195.3" "uORF" 1
"644" "ENST00000261200.9" "uORF" 1
"645" "ENST00000261208.8" "uORF" 3
"646" "ENST00000261211.8" "uORF" 1
"647" "ENST00000261234.11" "uORF" 1
"648" "ENST00000261275.5" "uORF" 1
"649" "ENST00000261304.7" "start-stop" 1
"650" "ENST00000261318.5" "uORF" 1
"651" "ENST00000261326.6" "uORF" 1
"652" "ENST00000261349.9" "uORF" 3
"653" "ENST00000261374.4" "uORF" 3
"654" "ENST00000261402.7" "uORF" 2
"655" "ENST00000261405.10" "uORF" 2
"656" "ENST00000261435.11" "uORF" 6
"657" "ENST00000261438.10" "start-stop" 1
"658" "ENST00000261461.7" "uORF" 3
"659" "ENST00000261486.6" "uORF" 1
"660" "ENST00000261520.9" "start-stop" 1
"661" "ENST00000261520.9" "uORF" 2
"662" "ENST00000261537.7" "uORF" 1
"663" "ENST00000261558.8" "uORF" 6
"664" "ENST00000261592.10" "uORF" 17
"665" "ENST00000261593.8" "uORF" 2
"666" "ENST00000261637.5" "uORF" 1
"667" "ENST00000261643.8" "uORF" 1
"668" "ENST00000261654.10" "uORF" 1
"669" "ENST00000261658.7" "uORF" 4
"670" "ENST00000261674.9" "uORF" 2
"671" "ENST00000261681.9" "start-stop" 2
"672" "ENST00000261681.9" "uORF" 2
"673" "ENST00000261716.8" "uORF" 2
"674" "ENST00000261721.9" "uORF" 1
"675" "ENST00000261731.4" "uORF" 2
"676" "ENST00000261741.10" "uORF" 1
"677" "ENST00000261749.11" "uORF" 3
"678" "ENST00000261776.10" "uORF" 2
"679" "ENST00000261778.2" "uORF" 1
"680" "ENST00000261797.7" "uORF" 2
"681" "ENST00000261799.9" "uORF" 1
"682" "ENST00000261822.5" "uORF" 1
"683" "ENST00000261839.12" "uORF" 1
"684" "ENST00000261845.7" "uORF" 15
"685" "ENST00000261858.7" "uORF" 2
"686" "ENST00000261861.10" "uORF" 1
"687" "ENST00000261862.8" "uORF" 1
"688" "ENST00000261867.5" "uORF" 2
"689" "ENST00000261892.11" "uORF" 3
"690" "ENST00000261917.4" "start-stop" 1
"691" "ENST00000261917.4" "uORF" 3
"692" "ENST00000261921.8" "start-stop" 1
"693" "ENST00000261921.8" "uORF" 1
"694" "ENST00000261951.9" "uORF" 3
"695" "ENST00000261965.8" "uORF" 1
"696" "ENST00000262041.6" "start-stop" 1
"697" "ENST00000262043.8" "uORF" 1
"698" "ENST00000262052.9" "uORF" 1
"699" "ENST00000262096.13" "uORF" 1
"700" "ENST00000262120.10" "uORF" 1
"701" "ENST00000262126.9" "uORF" 2
"702" "ENST00000262133.11" "uORF" 1
"703" "ENST00000262146.9" "uORF" 4
"704" "ENST00000262150.7" "uORF" 2
"705" "ENST00000262158.8" "start-stop" 1
"706" "ENST00000262158.8" "uORF" 1
"707" "ENST00000262178.7" "uORF" 1
"708" "ENST00000262187.10" "uORF" 3
"709" "ENST00000262189.11" "uORF" 4
"710" "ENST00000262213.7" "uORF" 2
"711" "ENST00000262215.8" "uORF" 2
"712" "ENST00000262241.7" "uORF" 1
"713" "ENST00000262244.6" "uORF" 3
"714" "ENST00000262259.7" "uORF" 2
"715" "ENST00000262265.10" "start-stop" 1
"716" "ENST00000262265.10" "uORF" 2
"717" "ENST00000262293.9" "uORF" 1
"718" "ENST00000262294.12" "uORF" 3
"719" "ENST00000262300.13" "uORF" 1
"720" "ENST00000262304.9" "uORF" 2
"721" "ENST00000262305.9" "uORF" 2
"722" "ENST00000262319.11" "uORF" 1
"723" "ENST00000262320.8" "uORF" 2
"724" "ENST00000262367.10" "uORF" 2
"725" "ENST00000262370.12" "uORF" 1
"726" "ENST00000262376.11" "uORF" 3
"727" "ENST00000262384.4" "uORF" 1
"728" "ENST00000262435.14" "uORF" 1
"729" "ENST00000262441.10" "uORF" 2
"730" "ENST00000262457.7" "uORF" 1
"731" "ENST00000262464.9" "uORF" 1
"732" "ENST00000262482.11" "start-stop" 1
"733" "ENST00000262482.11" "uORF" 1
"734" "ENST00000262487.5" "uORF" 1
"735" "ENST00000262493.12" "uORF" 3
"736" "ENST00000262518.9" "uORF" 1
"737" "ENST00000262519.14" "uORF" 2
"738" "ENST00000262545.7" "uORF" 1
"739" "ENST00000262593.10" "uORF" 1
"740" "ENST00000262608.13" "uORF" 1
"741" "ENST00000262631.11" "uORF" 2
"742" "ENST00000262644.9" "uORF" 1
"743" "ENST00000262713.7" "uORF" 1
"744" "ENST00000262726.12" "uORF" 4
"745" "ENST00000262741.10" "uORF" 1
"746" "ENST00000262752.5" "uORF" 2
"747" "ENST00000262839.3" "uORF" 1
"748" "ENST00000262843.11" "start-stop" 1
"749" "ENST00000262843.11" "uORF" 2
"750" "ENST00000262848.6" "uORF" 2
"751" "ENST00000262854.11" "uORF" 3
"752" "ENST00000262866.9" "uORF" 6
"753" "ENST00000262873.13" "uORF" 8
"754" "ENST00000262879.11" "uORF" 2
"755" "ENST00000262891.9" "uORF" 1
"756" "ENST00000262903.9" "start-stop" 1
"757" "ENST00000262948.10" "uORF" 1
"758" "ENST00000262958.4" "uORF" 1
"759" "ENST00000262960.14" "uORF" 2
"760" "ENST00000262963.11" "start-stop" 1
"761" "ENST00000262963.11" "uORF" 1
"762" "ENST00000262965.12" "uORF" 3
"763" "ENST00000262982.3" "start-stop" 1
"764" "ENST00000262992.9" "uORF" 2
"765" "ENST00000263054.11" "uORF" 1
"766" "ENST00000263056.6" "uORF" 4
"767" "ENST00000263092.11" "uORF" 2
"768" "ENST00000263119.10" "uORF" 1
"769" "ENST00000263150.9" "uORF" 1
"770" "ENST00000263160.4" "uORF" 1
"771" "ENST00000263174.9" "uORF" 2
"772" "ENST00000263182.8" "start-stop" 1
"773" "ENST00000263182.8" "uORF" 4
"774" "ENST00000263196.12" "uORF" 1
"775" "ENST00000263208.5" "uORF" 3
"776" "ENST00000263238.7" "uORF" 1
"777" "ENST00000263253.9" "uORF" 1
"778" "ENST00000263265.11" "uORF" 4
"779" "ENST00000263266.4" "uORF" 12
"780" "ENST00000263269.4" "uORF" 1
"781" "ENST00000263274.12" "uORF" 1
"782" "ENST00000263314.3" "uORF" 1
"783" "ENST00000263383.8" "uORF" 1
"784" "ENST00000263390.8" "uORF" 1
"785" "ENST00000263440.6" "uORF" 1
"786" "ENST00000263464.9" "start-stop" 3
"787" "ENST00000263464.9" "uORF" 61
"788" "ENST00000263468.13" "uORF" 2
"789" "ENST00000263519.5" "uORF" 2
"790" "ENST00000263563.7" "uORF" 1
"791" "ENST00000263610.7" "uORF" 2
"792" "ENST00000263620.8" "uORF" 4
"793" "ENST00000263629.9" "uORF" 3
"794" "ENST00000263635.8" "start-stop" 1
"795" "ENST00000263655.4" "uORF" 2
"796" "ENST00000263674.4" "uORF" 1
"797" "ENST00000263688.4" "uORF" 1
"798" "ENST00000263708.7" "uORF" 1
"799" "ENST00000263733.5" "uORF" 5
"800" "ENST00000263734.5" "uORF" 1
"801" "ENST00000263776.9" "uORF" 1
"802" "ENST00000263800.11" "uORF" 1
"803" "ENST00000263847.6" "uORF" 1
"804" "ENST00000263851.9" "uORF" 8
"805" "ENST00000263881.8" "uORF" 1
"806" "ENST00000263897.10" "uORF" 1
"807" "ENST00000263921.8" "uORF" 3
"808" "ENST00000263923.5" "uORF" 1
"809" "ENST00000263925.8" "uORF" 2
"810" "ENST00000263967.4" "start-stop" 1
"811" "ENST00000263967.4" "uORF" 1
"812" "ENST00000263980.8" "uORF" 4
"813" "ENST00000264010.10" "uORF" 2
"814" "ENST00000264021.8" "uORF" 2
"815" "ENST00000264025.8" "uORF" 2
"816" "ENST00000264047.3" "uORF" 1
"817" "ENST00000264051.8" "uORF" 2
"818" "ENST00000264065.12" "start-stop" 1
"819" "ENST00000264065.12" "uORF" 6
"820" "ENST00000264079.11" "uORF" 1
"821" "ENST00000264110.7" "start-stop" 1
"822" "ENST00000264110.7" "uORF" 4
"823" "ENST00000264126.9" "uORF" 4
"824" "ENST00000264192.8" "uORF" 1
"825" "ENST00000264233.6" "uORF" 1
"826" "ENST00000264235.13" "uORF" 7
"827" "ENST00000264245.9" "uORF" 3
"828" "ENST00000264246.8" "uORF" 1
"829" "ENST00000264249.8" "start-stop" 1
"830" "ENST00000264249.8" "uORF" 1
"831" "ENST00000264276.11" "uORF" 3
"832" "ENST00000264312.12" "uORF" 1
"833" "ENST00000264313.11" "uORF" 2
"834" "ENST00000264316.9" "uORF" 1
"835" "ENST00000264331.9" "uORF" 2
"836" "ENST00000264344.10" "uORF" 4
"837" "ENST00000264360.7" "uORF" 8
"838" "ENST00000264363.7" "uORF" 8
"839" "ENST00000264377.8" "uORF" 1
"840" "ENST00000264380.9" "start-stop" 1
"841" "ENST00000264382.8" "uORF" 1
"842" "ENST00000264414.9" "start-stop" 1
"843" "ENST00000264414.9" "uORF" 1
"844" "ENST00000264426.14" "uORF" 2
"845" "ENST00000264433.11" "uORF" 1
"846" "ENST00000264434.7" "uORF" 5
"847" "ENST00000264436.9" "uORF" 5
"848" "ENST00000264447.9" "uORF" 3
"849" "ENST00000264451.12" "uORF" 1
"850" "ENST00000264463.8" "uORF" 6
"851" "ENST00000264563.7" "uORF" 1
"852" "ENST00000264601.8" "uORF" 1
"853" "ENST00000264661.4" "uORF" 1
"854" "ENST00000264664.5" "uORF" 3
"855" "ENST00000264669.10" "uORF" 4
"856" "ENST00000264703.4" "uORF" 2
"857" "ENST00000264710.5" "start-stop" 1
"858" "ENST00000264712.8" "uORF" 5
"859" "ENST00000264723.9" "uORF" 1
"860" "ENST00000264731.8" "uORF" 1
"861" "ENST00000264734.3" "uORF" 1
"862" "ENST00000264784.8" "uORF" 1
"863" "ENST00000264790.7" "uORF" 1
"864" "ENST00000264808.8" "uORF" 1
"865" "ENST00000264852.9" "uORF" 4
"866" "ENST00000264864.8" "uORF" 1
"867" "ENST00000264867.7" "uORF" 1
"868" "ENST00000264893.11" "uORF" 1
"869" "ENST00000264917.10" "uORF" 1
"870" "ENST00000264926.7" "uORF" 1
"871" "ENST00000264938.8" "uORF" 1
"872" "ENST00000264977.8" "uORF" 8
"873" "ENST00000264982.8" "uORF" 5
"874" "ENST00000264990.11" "uORF" 1
"875" "ENST00000264992.8" "uORF" 3
"876" "ENST00000265007.11" "uORF" 3
"877" "ENST00000265022.8" "uORF" 2
"878" "ENST00000265026.8" "uORF" 4
"879" "ENST00000265070.7" "uORF" 1
"880" "ENST00000265071.3" "uORF" 1
"881" "ENST00000265074.13" "uORF" 5
"882" "ENST00000265077.8" "start-stop" 1
"883" "ENST00000265080.9" "uORF" 1
"884" "ENST00000265085.10" "start-stop" 2
"885" "ENST00000265085.10" "uORF" 7
"886" "ENST00000265087.9" "uORF" 1
"887" "ENST00000265104.5" "start-stop" 1
"888" "ENST00000265104.5" "uORF" 3
"889" "ENST00000265109.8" "uORF" 2
"890" "ENST00000265113.9" "uORF" 1
"891" "ENST00000265136.12" "uORF" 2
"892" "ENST00000265138.4" "uORF" 2
"893" "ENST00000265162.10" "uORF" 1
"894" "ENST00000265165.6" "uORF" 1
"895" "ENST00000265171.10" "uORF" 2
"896" "ENST00000265224.9" "uORF" 1
"897" "ENST00000265239.11" "uORF" 5
"898" "ENST00000265271.7" "uORF" 1
"899" "ENST00000265293.9" "uORF" 3
"900" "ENST00000265294.9" "uORF" 1
"901" "ENST00000265295.9" "uORF" 2
"902" "ENST00000265310.6" "uORF" 2
"903" "ENST00000265316.9" "uORF" 1
"904" "ENST00000265334.9" "uORF" 2
"905" "ENST00000265340.12" "uORF" 1
"906" "ENST00000265343.10" "uORF" 3
"907" "ENST00000265354.6" "uORF" 2
"908" "ENST00000265361.8" "uORF" 1
"909" "ENST00000265362.9" "uORF" 2
"910" "ENST00000265381.7" "uORF" 2
"911" "ENST00000265382.8" "start-stop" 1
"912" "ENST00000265382.8" "uORF" 3
"913" "ENST00000265388.10" "uORF" 1
"914" "ENST00000265433.8" "uORF" 1
"915" "ENST00000265440.12" "uORF" 4
"916" "ENST00000265441.8" "uORF" 2
"917" "ENST00000265459.11" "uORF" 3
"918" "ENST00000265565.10" "uORF" 2
"919" "ENST00000265572.8" "uORF" 1
"920" "ENST00000265602.11" "uORF" 1
"921" "ENST00000265634.4" "uORF" 1
"922" "ENST00000265643.4" "uORF" 1
"923" "ENST00000265678.9" "uORF" 1
"924" "ENST00000265713.8" "uORF" 8
"925" "ENST00000265720.8" "uORF" 1
"926" "ENST00000265728.6" "start-stop" 1
"927" "ENST00000265742.8" "start-stop" 1
"928" "ENST00000265742.8" "uORF" 3
"929" "ENST00000265807.8" "uORF" 1
"930" "ENST00000265827.8" "uORF" 1
"931" "ENST00000265840.12" "uORF" 1
"932" "ENST00000265843.9" "uORF" 3
"933" "ENST00000265846.10" "uORF" 2
"934" "ENST00000265854.12" "uORF" 1
"935" "ENST00000265872.11" "uORF" 3
"936" "ENST00000265896.10" "uORF" 2
"937" "ENST00000265909.9" "uORF" 3
"938" "ENST00000265922.8" "uORF" 4
"939" "ENST00000265960.8" "uORF" 2
"940" "ENST00000265963.9" "uORF" 1
"941" "ENST00000265969.8" "uORF" 2
"942" "ENST00000265981.7" "start-stop" 1
"943" "ENST00000265981.7" "uORF" 1
"944" "ENST00000265990.12" "uORF" 1
"945" "ENST00000265997.5" "uORF" 1
"946" "ENST00000266025.4" "uORF" 1
"947" "ENST00000266037.10" "uORF" 1
"948" "ENST00000266269.10" "uORF" 1
"949" "ENST00000266383.10" "uORF" 1
"950" "ENST00000266505.12" "uORF" 2
"951" "ENST00000266509.7" "uORF" 3
"952" "ENST00000266529.8" "uORF" 1
"953" "ENST00000266546.11" "uORF" 1
"954" "ENST00000266579.9" "uORF" 2
"955" "ENST00000266594.4" "uORF" 1
"956" "ENST00000266643.6" "uORF" 2
"957" "ENST00000266646.3" "uORF" 2
"958" "ENST00000266673.10" "uORF" 5
"959" "ENST00000266682.10" "uORF" 1
"960" "ENST00000266712.11" "uORF" 1
"961" "ENST00000266719.4" "uORF" 2
"962" "ENST00000266742.9" "start-stop" 1
"963" "ENST00000266742.9" "uORF" 2
"964" "ENST00000266943.11" "uORF" 1
"965" "ENST00000267082.10" "uORF" 1
"966" "ENST00000267101.8" "uORF" 1
"967" "ENST00000267273.7" "start-stop" 1
"968" "ENST00000267273.7" "uORF" 8
"969" "ENST00000267294.5" "uORF" 1
"970" "ENST00000267377.3" "uORF" 2
"971" "ENST00000267406.11" "uORF" 3
"972" "ENST00000267415.12" "uORF" 1
"973" "ENST00000267426.6" "uORF" 9
"974" "ENST00000267460.9" "uORF" 1
"975" "ENST00000267485.7" "uORF" 1
"976" "ENST00000267549.5" "uORF" 11
"977" "ENST00000267622.8" "uORF" 2
"978" "ENST00000267843.9" "uORF" 5
"979" "ENST00000267890.11" "uORF" 4
"980" "ENST00000267984.4" "uORF" 6
"981" "ENST00000268124.11" "uORF" 1
"982" "ENST00000268148.13" "start-stop" 1
"983" "ENST00000268148.13" "uORF" 1
"984" "ENST00000268154.9" "uORF" 1
"985" "ENST00000268171.8" "uORF" 2
"986" "ENST00000268383.7" "uORF" 1
"987" "ENST00000268459.6" "uORF" 1
"988" "ENST00000268482.8" "uORF" 2
"989" "ENST00000268483.8" "uORF" 1
"990" "ENST00000268489.10" "uORF" 2
"991" "ENST00000268603.9" "uORF" 5
"992" "ENST00000268655.5" "uORF" 4
"993" "ENST00000268679.9" "uORF" 3
"994" "ENST00000268712.8" "uORF" 2
"995" "ENST00000268797.12" "uORF" 6
"996" "ENST00000268835.7" "uORF" 1
"997" "ENST00000268912.6" "start-stop" 1
"998" "ENST00000268912.6" "uORF" 10
"999" "ENST00000268933.8" "uORF" 3
"1000" "ENST00000268989.8" "uORF" 1
"1001" "ENST00000269051.9" "uORF" 1
"1002" "ENST00000269142.10" "uORF" 2
"1003" "ENST00000269187.10" "uORF" 1
"1004" "ENST00000269195.6" "uORF" 3
"1005" "ENST00000269205.7" "uORF" 6
"1006" "ENST00000269209.7" "uORF" 2
"1007" "ENST00000269214.10" "start-stop" 1
"1008" "ENST00000269214.10" "uORF" 9
"1009" "ENST00000269216.10" "uORF" 1
"1010" "ENST00000269299.8" "uORF" 1
"1011" "ENST00000269391.11" "uORF" 1
"1012" "ENST00000269394.4" "uORF" 1
"1013" "ENST00000269468.10" "uORF" 1
"1014" "ENST00000269499.10" "uORF" 2
"1015" "ENST00000269503.9" "uORF" 2
"1016" "ENST00000269571.10" "uORF" 1
"1017" "ENST00000269586.12" "uORF" 1
"1018" "ENST00000269593.5" "uORF" 1
"1019" "ENST00000269701.7" "uORF" 1
"1020" "ENST00000269740.9" "uORF" 1
"1021" "ENST00000269834.1" "uORF" 5
"1022" "ENST00000269856.5" "uORF" 1
"1023" "ENST00000269973.10" "start-stop" 1
"1024" "ENST00000269973.10" "uORF" 10
"1025" "ENST00000270061.12" "uORF" 2
"1026" "ENST00000270066.11" "uORF" 1
"1027" "ENST00000270112.7" "uORF" 1
"1028" "ENST00000270115.8" "start-stop" 1
"1029" "ENST00000270115.8" "uORF" 5
"1030" "ENST00000270139.8" "start-stop" 1
"1031" "ENST00000270139.8" "uORF" 1
"1032" "ENST00000270257.9" "uORF" 1
"1033" "ENST00000270357.10" "uORF" 1
"1034" "ENST00000270458.4" "uORF" 1
"1035" "ENST00000270460.11" "uORF" 2
"1036" "ENST00000270517.12" "uORF" 1
"1037" "ENST00000270590.4" "uORF" 1
"1038" "ENST00000270617.8" "uORF" 2
"1039" "ENST00000270631.2" "uORF" 1
"1040" "ENST00000270649.11" "uORF" 3
"1041" "ENST00000270747.8" "uORF" 2
"1042" "ENST00000270861.10" "uORF" 1
"1043" "ENST00000271277.11" "uORF" 3
"1044" "ENST00000271332.4" "uORF" 1
"1045" "ENST00000271417.8" "uORF" 2
"1046" "ENST00000271452.8" "uORF" 1
"1047" "ENST00000271526.9" "uORF" 1
"1048" "ENST00000271532.2" "uORF" 1
"1049" "ENST00000271588.9" "uORF" 2
"1050" "ENST00000271643.9" "uORF" 1
"1051" "ENST00000271751.10" "uORF" 1
"1052" "ENST00000271764.7" "uORF" 1
"1053" "ENST00000271843.9" "uORF" 1
"1054" "ENST00000271915.9" "uORF" 2
"1055" "ENST00000272133.4" "uORF" 1
"1056" "ENST00000272203.8" "uORF" 3
"1057" "ENST00000272233.6" "uORF" 2
"1058" "ENST00000272322.9" "uORF" 2
"1059" "ENST00000272342.6" "start-stop" 1
"1060" "ENST00000272342.6" "uORF" 1
"1061" "ENST00000272369.14" "uORF" 3
"1062" "ENST00000272424.11" "start-stop" 1
"1063" "ENST00000272425.4" "uORF" 1
"1064" "ENST00000272452.7" "uORF" 1
"1065" "ENST00000272519.10" "uORF" 1
"1066" "ENST00000272520.4" "uORF" 1
"1067" "ENST00000272521.7" "uORF" 1
"1068" "ENST00000272542.8" "uORF" 4
"1069" "ENST00000272602.7" "start-stop" 1
"1070" "ENST00000272641.4" "uORF" 1
"1071" "ENST00000272647.10" "uORF" 3
"1072" "ENST00000272748.9" "uORF" 1
"1073" "ENST00000272771.10" "uORF" 5
"1074" "ENST00000272852.4" "uORF" 1
"1075" "ENST00000272895.12" "uORF" 4
"1076" "ENST00000272907.8" "start-stop" 1
"1077" "ENST00000272907.8" "uORF" 17
"1078" "ENST00000272930.9" "uORF" 1
"1079" "ENST00000273062.7" "uORF" 1
"1080" "ENST00000273064.11" "uORF" 1
"1081" "ENST00000273067.5" "start-stop" 1
"1082" "ENST00000273067.5" "uORF" 6
"1083" "ENST00000273075.9" "uORF" 1
"1084" "ENST00000273183.8" "uORF" 1
"1085" "ENST00000273261.8" "uORF" 3
"1086" "ENST00000273286.6" "start-stop" 1
"1087" "ENST00000273286.6" "uORF" 1
"1088" "ENST00000273347.10" "start-stop" 1
"1089" "ENST00000273347.10" "uORF" 10
"1090" "ENST00000273352.8" "uORF" 3
"1091" "ENST00000273596.8" "uORF" 1
"1092" "ENST00000273859.8" "uORF" 3
"1093" "ENST00000273905.7" "uORF" 9
"1094" "ENST00000273963.10" "uORF" 2
"1095" "ENST00000274000.10" "uORF" 1
"1096" "ENST00000274093.8" "uORF" 3
"1097" "ENST00000274134.5" "uORF" 1
"1098" "ENST00000274255.11" "uORF" 2
"1099" "ENST00000274311.3" "start-stop" 1
"1100" "ENST00000274311.3" "uORF" 8
"1101" "ENST00000274376.11" "uORF" 2
"1102" "ENST00000274400.10" "start-stop" 1
"1103" "ENST00000274432.13" "uORF" 1
"1104" "ENST00000274457.5" "uORF" 2
"1105" "ENST00000274507.6" "uORF" 2
"1106" "ENST00000274545.10" "uORF" 1
"1107" "ENST00000274565.5" "uORF" 1
"1108" "ENST00000274599.10" "start-stop" 1
"1109" "ENST00000274599.10" "uORF" 8
"1110" "ENST00000274605.6" "uORF" 1
"1111" "ENST00000274606.8" "uORF" 1
"1112" "ENST00000274625.6" "uORF" 4
"1113" "ENST00000274643.9" "start-stop" 1
"1114" "ENST00000274643.9" "uORF" 3
"1115" "ENST00000274680.9" "uORF" 1
"1116" "ENST00000274695.8" "uORF" 2
"1117" "ENST00000274710.4" "uORF" 1
"1118" "ENST00000274711.7" "uORF" 5
"1119" "ENST00000274766.2" "uORF" 8
"1120" "ENST00000274811.9" "uORF" 2
"1121" "ENST00000274813.4" "uORF" 1
"1122" "ENST00000274867.9" "uORF" 1
"1123" "ENST00000274963.13" "uORF" 1
"1124" "ENST00000275034.5" "uORF" 1
"1125" "ENST00000275162.10" "uORF" 7
"1126" "ENST00000275169.5" "uORF" 1
"1127" "ENST00000275216.3" "uORF" 3
"1128" "ENST00000275227.9" "uORF" 1
"1129" "ENST00000275230.6" "uORF" 2
"1130" "ENST00000275233.12" "uORF" 4
"1131" "ENST00000275364.8" "uORF" 1
"1132" "ENST00000275560.4" "uORF" 4
"1133" "ENST00000275605.8" "uORF" 6
"1134" "ENST00000276054.9" "uORF" 7
"1135" "ENST00000276055.4" "uORF" 1
"1136" "ENST00000276127.9" "uORF" 3
"1137" "ENST00000276198.6" "uORF" 7
"1138" "ENST00000276202.9" "uORF" 1
"1139" "ENST00000276211.10" "uORF" 3
"1140" "ENST00000276241.11" "uORF" 1
"1141" "ENST00000276282.7" "start-stop" 1
"1142" "ENST00000276282.7" "uORF" 2
"1143" "ENST00000276297.9" "uORF" 6
"1144" "ENST00000276373.10" "uORF" 1
"1145" "ENST00000276410.7" "start-stop" 1
"1146" "ENST00000276410.7" "uORF" 8
"1147" "ENST00000276431.9" "uORF" 1
"1148" "ENST00000276440.12" "uORF" 1
"1149" "ENST00000276569.8" "uORF" 3
"1150" "ENST00000276570.10" "uORF" 3
"1151" "ENST00000276609.8" "uORF" 2
"1152" "ENST00000276659.10" "uORF" 2
"1153" "ENST00000276708.9" "uORF" 3
"1154" "ENST00000276893.10" "uORF" 1
"1155" "ENST00000276925.7" "uORF" 1
"1156" "ENST00000277120.8" "uORF" 2
"1157" "ENST00000277165.11" "uORF" 3
"1158" "ENST00000277225.10" "start-stop" 1
"1159" "ENST00000277225.10" "uORF" 2
"1160" "ENST00000277554.4" "uORF" 2
"1161" "ENST00000277570.10" "uORF" 1
"1162" "ENST00000278174.10" "uORF" 2
"1163" "ENST00000278314.5" "uORF" 2
"1164" "ENST00000278319.10" "uORF" 3
"1165" "ENST00000278379.9" "uORF" 1
"1166" "ENST00000278483.8" "start-stop" 1
"1167" "ENST00000278550.12" "start-stop" 1
"1168" "ENST00000278550.12" "uORF" 5
"1169" "ENST00000278601.6" "uORF" 1
"1170" "ENST00000278671.10" "start-stop" 1
"1171" "ENST00000278742.6" "uORF" 1
"1172" "ENST00000278772.9" "uORF" 1
"1173" "ENST00000278780.7" "uORF" 1
"1174" "ENST00000278823.7" "uORF" 1
"1175" "ENST00000278826.11" "uORF" 2
"1176" "ENST00000278836.10" "uORF" 1
"1177" "ENST00000278888.8" "uORF" 1
"1178" "ENST00000278903.11" "uORF" 2
"1179" "ENST00000278919.8" "uORF" 1
"1180" "ENST00000278935.8" "uORF" 1
"1181" "ENST00000278947.6" "uORF" 1
"1182" "ENST00000279024.9" "uORF" 2
"1183" "ENST00000279146.8" "uORF" 1
"1184" "ENST00000279206.8" "uORF" 1
"1185" "ENST00000279263.14" "uORF" 1
"1186" "ENST00000279488.8" "uORF" 1
"1187" "ENST00000279839.8" "uORF" 1
"1188" "ENST00000279907.12" "uORF" 2
"1189" "ENST00000280098.9" "uORF" 1
"1190" "ENST00000280155.4" "start-stop" 2
"1191" "ENST00000280155.4" "uORF" 4
"1192" "ENST00000280258.6" "uORF" 1
"1193" "ENST00000280358.5" "start-stop" 1
"1194" "ENST00000280481.9" "uORF" 1
"1195" "ENST00000280551.11" "uORF" 1
"1196" "ENST00000280557.11" "uORF" 1
"1197" "ENST00000280560.13" "uORF" 4
"1198" "ENST00000280612.9" "uORF" 2
"1199" "ENST00000280701.8" "uORF" 1
"1200" "ENST00000280706.3" "start-stop" 1
"1201" "ENST00000280706.3" "uORF" 6
"1202" "ENST00000280758.10" "uORF" 1
"1203" "ENST00000280772.7" "uORF" 4
"1204" "ENST00000280904.11" "uORF" 2
"1205" "ENST00000280979.9" "uORF" 3
"1206" "ENST00000281038.10" "uORF" 1
"1207" "ENST00000281092.9" "uORF" 7
"1208" "ENST00000281142.10" "uORF" 2
"1209" "ENST00000281156.5" "uORF" 1
"1210" "ENST00000281171.9" "uORF" 1
"1211" "ENST00000281273.8" "uORF" 1
"1212" "ENST00000281382.11" "uORF" 1
"1213" "ENST00000281523.8" "start-stop" 1
"1214" "ENST00000281523.8" "uORF" 1
"1215" "ENST00000281543.6" "uORF" 1
"1216" "ENST00000281631.10" "uORF" 1
"1217" "ENST00000281708.10" "start-stop" 2
"1218" "ENST00000281708.10" "uORF" 2
"1219" "ENST00000281741.9" "uORF" 1
"1220" "ENST00000281806.7" "uORF" 3
"1221" "ENST00000281882.8" "uORF" 2
"1222" "ENST00000281923.4" "uORF" 4
"1223" "ENST00000281950.8" "uORF" 1
"1224" "ENST00000282020.9" "uORF" 2
"1225" "ENST00000282026.2" "uORF" 1
"1226" "ENST00000282032.4" "uORF" 1
"1227" "ENST00000282041.11" "start-stop" 1
"1228" "ENST00000282091.6" "start-stop" 1
"1229" "ENST00000282096.9" "uORF" 1
"1230" "ENST00000282146.5" "uORF" 1
"1231" "ENST00000282286.6" "uORF" 2
"1232" "ENST00000282326.6" "uORF" 4
"1233" "ENST00000282412.9" "uORF" 2
"1234" "ENST00000282441.10" "uORF" 1
"1235" "ENST00000282470.11" "uORF" 3
"1236" "ENST00000282499.10" "uORF" 3
"1237" "ENST00000282516.13" "uORF" 5
"1238" "ENST00000282549.7" "uORF" 1
"1239" "ENST00000282570.4" "uORF" 2
"1240" "ENST00000282588.7" "start-stop" 1
"1241" "ENST00000282588.7" "uORF" 4
"1242" "ENST00000282611.8" "uORF" 1
"1243" "ENST00000282753.6" "uORF" 4
"1244" "ENST00000282841.9" "start-stop" 1
"1245" "ENST00000282841.9" "uORF" 3
"1246" "ENST00000282849.10" "start-stop" 1
"1247" "ENST00000282849.10" "uORF" 1
"1248" "ENST00000282908.10" "start-stop" 1
