"t_id" "chromosome" "g_start_coord_ref" "g_end_coord_ref" "strand_mane" "u_id" "u_id2" "aug_start" "aug_end" "cadd_start" "stop" "stop_end" "cadd_stop"
"459" "ENST00000228437.10" "12" 107760611 107760715 "-" 459 "uORF" 107760713 107760715 1.75953444444445 107760611 107760613 1.50280066666667
"460" "ENST00000228437.10" "12" 107760597 107760605 "-" 460 "uORF" 107760603 107760605 2.23766211111111 107760597 107760599 2.026899
"461" "ENST00000228438.3" "12" 9869238 9869255 "-" 461 "uORF" 9869253 9869255 0.430345888888889 9869238 9869240 0.381799888888889
"463" "ENST00000228515.6" "12" 51076617 51076640 "-" 463 "uORF" 51076638 51076640 2.103075 51076617 51076619 2.20896844444444
"464" "ENST00000228567.7" "12" 33439800 33439814 "-" 464 "uORF" 33439812 33439814 0.645114333333333 33439800 33439802 0.657787888888889
"465" "ENST00000228567.7" "12" 33439668 33439691 "-" 465 "uORF" 33439689 33439691 1.710994 33439668 33439670 1.78296533333333
"466" "ENST00000228567.7" "12" 33439605 33439613 "-" 466 "uORF" 33439611 33439613 1.644049 33439605 33439607 1.54465466666667
"467" "ENST00000228705.7" "12" 62935131 62935148 "-" 467 "uORF" 62935146 62935148 2.04523811111111 62935131 62935133 2.03374733333333
"468" "ENST00000228705.7" "12" 62934881 62934973 "-" 468 "uORF" 62934971 62934973 2.13135744444444 62934881 62934883 1.28197077777778
"469" "ENST00000228705.7" "12" 62934738 62934809 "-" 469 "uORF" 62934807 62934809 2.20372788888889 62934738 62934740 2.31903077777778
"472" "ENST00000228837.3" "12" 4445661 4445711 "-" 472 "uORF" 4445709 4445711 0.921839444444446 4445661 4445663 2.05593988888889
"473" "ENST00000228837.3" "12" 4445610 4445648 "-" 473 "uORF" 4445646 4445648 2.01666277777778 4445610 4445612 2.09944066666667
"474" "ENST00000228850.6" "12" 4648793 4648837 "-" 474 "uORF" 4648835 4648837 -0.0171711111111111 4648793 4648795 0.673929555555555
"475" "ENST00000228850.6" "12" 4648771 4648830 "-" 475 "uORF" 4648828 4648830 0.642551888888889 4648771 4648773 0.931876555555555
"476" "ENST00000228850.6" "12" 4641973 4645172 "-" 476 "uORF" 4645170 4645172 1.14055666666667 4641973 4641975 1.05502866666667
"477" "ENST00000228850.6" "12" 4641973 4641990 "-" 477 "uORF" 4641988 4641990 2.12178433333333 4641973 4641975 1.05502866666667
"480" "ENST00000228936.6" "12" 14843453 14843497 "-" 480 "uORF" 14843495 14843497 1.13873866666667 14843453 14843455 0.921526111111112
"481" "ENST00000228936.6" "12" 14843172 14843207 "-" 481 "uORF" 14843205 14843207 0.341295111111111 14843172 14843174 0.51086
"484" "ENST00000229238.5" "12" 6493209 6493238 "-" 484 "uORF" 6493236 6493238 1.63493766666667 6493209 6493211 1.01580533333333
"491" "ENST00000229390.8" "12" 120469706 120469720 "-" 491 "uORF" 120469718 120469720 2.35138222222222 120469706 120469708 2.20496577777778
"495" "ENST00000229955.4" "6" 96799785 96837353 "-" 495 "uORF" 96837351 96837353 2.48081566666667 96799785 96799787 1.39214866666667
"496" "ENST00000229955.4" "6" 96837269 96837325 "-" 496 "uORF" 96837323 96837325 0.762719000000001 96837269 96837271 1.76159111111111
"497" "ENST00000229955.4" "6" 96799785 96837317 "-" 497 "uORF" 96837315 96837317 1.45327266666667 96799785 96799787 1.39214866666667
"498" "ENST00000229955.4" "6" 96799804 96799860 "-" 498 "uORF" 96799858 96799860 1.62054911111111 96799804 96799806 1.41107144444445
"499" "ENST00000229955.4" "6" 96799736 96799834 "-" 499 "uORF" 96799832 96799834 0.98441311111111 96799736 96799738 0.315763
"500" "ENST00000229955.4" "6" 96799785 96799814 "-" 500 "uORF" 96799812 96799814 0.865534333333332 96799785 96799787 1.39214866666667
"501" "ENST00000229955.4" "6" 96799736 96799783 "-" 501 "uORF" 96799781 96799783 1.38981044444445 96799736 96799738 0.315763
"502" "ENST00000230053.11" "6" 70956519 70956548 "-" 502 "uORF" 70956546 70956548 1.13485844444444 70956519 70956521 1.311782
"511" "ENST00000230361.4" "6" 42194893 42194943 "-" 511 "uORF" 42194941 42194943 0.451537555555556 42194893 42194895 0.111294222222222
"512" "ENST00000230361.4" "6" 42194893 42194940 "-" 512 "uORF" 42194938 42194940 0.252870666666667 42194893 42194895 0.111294222222222
"513" "ENST00000230381.7" "6" 42722412 42722474 "-" 513 "uORF" 42722472 42722474 1.87517077777778 42722412 42722414 1.30478522222222
"517" "ENST00000231021.9" "5" 27038548 27038580 "-" 517 "uORF" 27038578 27038580 1.74766033333333 27038548 27038550 1.72338511111111
"518" "ENST00000231021.9" "5" 27038559 27038576 "-" 518 "uORF" 27038574 27038576 1.57816777777778 27038559 27038561 1.96865422222222
"519" "ENST00000231121.3" "5" 154478044 154478058 "-" 519 "uORF" 154478056 154478058 1.87093922222222 154478044 154478046 1.78503588888889
"525" "ENST00000231357.7" "5" 1882848 1882859 "-" 525 "uORF" 1882857 1882859 0.711654333333333 1882848 1882850 0.738645222222222
"526" "ENST00000231357.7" "5" 1882774 1882782 "-" 526 "uORF" 1882780 1882782 0.891987555555557 1882774 1882776 1.77398411111111
"527" "ENST00000231461.10" "5" 100903095 100903241 "-" 527 "uORF" 100903239 100903241 0.652943555555555 100903095 100903097 1.39579344444444
"528" "ENST00000231484.4" "5" 141957989 141958036 "-" 528 "uORF" 141958034 141958036 0.883213555555555 141957989 141957991 1.698078
"529" "ENST00000231484.4" "5" 141957989 141958030 "-" 529 "uORF" 141958028 141958030 1.39605366666667 141957989 141957991 1.698078
"530" "ENST00000231484.4" "5" 141957885 141957986 "-" 530 "uORF" 141957984 141957986 1.85434855555556 141957885 141957887 1.002371
"531" "ENST00000231706.6" "3" 170527038 170527082 "-" 531 "uORF" 170527080 170527082 1.70294766666667 170527038 170527040 1.30576855555556
"532" "ENST00000231706.6" "3" 170526992 170527015 "-" 532 "uORF" 170527013 170527015 1.83452366666667 170526992 170526994 1.43875611111111
"533" "ENST00000231749.8" "3" 50345632 50345721 "-" 533 "uORF" 50345719 50345721 1.58170611111111 50345632 50345634 0.863186333333335
"535" "ENST00000232496.5" "3" 50328142 50328165 "-" 535 "uORF" 50328163 50328165 1.48278444444445 50328142 50328144 1.61073333333333
"536" "ENST00000232496.5" "3" 50328101 50328118 "-" 536 "uORF" 50328116 50328118 1.93101888888889 50328101 50328103 2.33960355555555
"539" "ENST00000233027.10" "3" 52770823 52770915 "-" 539 "uORF" 52770913 52770915 1.92298711111111 52770823 52770825 1.76183288888889
"541" "ENST00000233057.9" "2" 37148961 37148978 "-" 541 "uORF" 37148976 37148978 0.681969333333333 37148961 37148963 0.343842111111111
"543" "ENST00000233468.5" "2" 24076308 24076322 "-" 543 "uORF" 24076320 24076322 0.684244333333333 24076308 24076310 0.917363111111111
"557" "ENST00000234111.9" "2" 10448122 10448154 "-" 557 "uORF" 10448152 10448154 1.08357133333333 10448122 10448124 1.02774711111111
"558" "ENST00000234179.8" "2" 37317081 37317170 "-" 558 "uORF" 37317168 37317170 1.03825722222222 37317081 37317083 0.795136555555556
"559" "ENST00000234179.8" "2" 37317127 37317144 "-" 559 "uORF" 37317142 37317144 0.793748666666668 37317127 37317129 1.03329444444445
"560" "ENST00000234179.8" "2" 37317029 37317127 "-" 560 "uORF" 37317125 37317127 1.08338644444444 37317029 37317031 1.10556188888889
"561" "ENST00000234179.8" "2" 37317103 37317120 "-" 561 "uORF" 37317118 37317120 0.967752000000001 37317103 37317105 1.237174
"562" "ENST00000234179.8" "2" 37317029 37317061 "-" 562 "uORF" 37317059 37317061 1.08953266666667 37317029 37317031 1.10556188888889
"563" "ENST00000234179.8" "2" 37317029 37317055 "-" 563 "uORF" 37317053 37317055 0.888094888888889 37317029 37317031 1.10556188888889
"564" "ENST00000234179.8" "2" 37316837 37316893 "-" 564 "uORF" 37316891 37316893 1.13090755555556 37316837 37316839 0.647178222222222
"565" "ENST00000234179.8" "2" 37316739 37316795 "-" 565 "uORF" 37316793 37316795 1.66625022222222 37316739 37316741 0.871557444444444
"566" "ENST00000234179.8" "2" 37316689 37316739 "-" 566 "uORF" 37316737 37316739 0.923591555555556 37316689 37316691 0.355988777777778
"567" "ENST00000234179.8" "2" 37316573 37316668 "-" 567 "uORF" 37316666 37316668 1.297492 37316573 37316575 0.921268222222224
"568" "ENST00000234198.9" "2" 172102706 172102744 "-" 568 "uORF" 172102742 172102744 1.68378311111111 172102706 172102708 2.294389
"581" "ENST00000234816.7" "1" 178870913 178871029 "-" 581 "uORF" 178871027 178871029 1.96364111111111 178870913 178870915 1.48042133333333
"582" "ENST00000234816.7" "1" 178870804 178870848 "-" 582 "uORF" 178870846 178870848 1.896685 178870804 178870806 1.86670977777778
"583" "ENST00000234816.7" "1" 178870804 178870824 "-" 583 "uORF" 178870822 178870824 1.59600511111111 178870804 178870806 1.86670977777778
"584" "ENST00000234816.7" "1" 178869144 178869206 "-" 584 "uORF" 178869204 178869206 1.19651744444445 178869144 178869146 1.10378622222222
"592" "ENST00000236192.12" "1" 171738457 171742064 "-" 592 "uORF" 171742062 171742064 2.04208533333334 171738457 171738459 0.447990888888889
"594" "ENST00000236826.8" "11" 102724938 102724949 "-" 594 "uORF" 102724947 102724949 -0.398015222222222 102724938 102724940 0.416283888888889
"595" "ENST00000236826.8" "11" 102724938 102724946 "-" 595 "uORF" 102724944 102724946 0.149401444444444 102724938 102724940 0.416283888888889
"596" "ENST00000237172.12" "6" 75493516 75493599 "-" 596 "uORF" 75493597 75493599 2.11113311111111 75493516 75493518 1.31331844444444
"600" "ENST00000237353.15" "16" 72171241 72172115 "-" 600 "uORF" 72172113 72172115 1.63597933333333 72171241 72171243 1.435986
"601" "ENST00000237353.15" "16" 72171261 72172096 "-" 601 "uORF" 72172094 72172096 2.10311611111111 72171261 72171263 1.64295655555556
"602" "ENST00000237455.5" "2" 86623707 86623862 "-" 602 "uORF" 86623860 86623862 1.68973455555556 86623707 86623709 0.703042111111111
"603" "ENST00000237455.5" "2" 86623122 86623169 "-" 603 "uORF" 86623167 86623169 0.718870888888889 86623122 86623124 1.06812333333333
"604" "ENST00000237455.5" "2" 86623016 86623165 "-" 604 "uORF" 86623163 86623165 0.449743555555556 86623016 86623018 2.08193366666667
"605" "ENST00000237455.5" "2" 86623016 86623030 "-" 605 "uORF" 86623028 86623030 1.99664622222222 86623016 86623018 2.08193366666667
"606" "ENST00000237536.9" "20" 36863362 36863379 "-" 606 "uORF" 36863377 36863379 1.76242 36863362 36863364 1.57218733333333
"608" "ENST00000237612.8" "4" 88158512 88158550 "-" 608 "uORF" 88158548 88158550 0.598253111111111 88158512 88158514 0.552826
"609" "ENST00000237654.9" "4" 77075710 77075784 "-" 609 "uORF" 77075782 77075784 2.21041077777778 77075710 77075712 2.06129366666667
"610" "ENST00000237654.9" "4" 77075702 77075719 "-" 610 "uORF" 77075717 77075719 2.16838022222222 77075702 77075704 1.84611566666667
"611" "ENST00000237654.9" "4" 77075555 77075572 "-" 611 "uORF" 77075570 77075572 0.910089333333333 77075555 77075557 1.392519
"612" "ENST00000237654.9" "4" 77075555 77075566 "-" 612 "uORF" 77075564 77075566 1.34462322222222 77075555 77075557 1.392519
"613" "ENST00000237853.9" "5" 95961763 95961846 "-" 613 "uORF" 95961844 95961846 2.11916144444444 95961763 95961765 1.45574466666667
"614" "ENST00000237853.9" "5" 95961723 95961824 "-" 614 "uORF" 95961822 95961824 2.35331155555555 95961723 95961725 2.38192233333333
"616" "ENST00000238156.8" "12" 123972688 123972714 "-" 616 "uORF" 123972712 123972714 1.57435055555556 123972688 123972690 1.85998555555556
"617" "ENST00000238156.8" "12" 123972554 123972616 "-" 617 "uORF" 123972614 123972616 1.74859688888889 123972554 123972556 1.87455855555556
"618" "ENST00000238647.5" "14" 77028550 77028597 "-" 618 "uORF" 77028595 77028597 2.28298733333333 77028550 77028552 2.29085322222222
"619" "ENST00000238682.8" "14" 75981835 75981981 "-" 619 "uORF" 75981979 75981981 1.49083055555556 75981835 75981837 1.65231133333334
"620" "ENST00000238682.8" "14" 75981835 75981885 "-" 620 "uORF" 75981883 75981885 1.370894 75981835 75981837 1.65231133333334
"621" "ENST00000238682.8" "14" 75981704 75981739 "-" 621 "uORF" 75981737 75981739 2.05056055555556 75981704 75981706 2.12658088888889
"622" "ENST00000238682.8" "14" 75981611 75981685 "-" 622 "uORF" 75981683 75981685 1.75579944444444 75981611 75981613 2.07298366666666
"623" "ENST00000238682.8" "14" 75981611 75981640 "-" 623 "uORF" 75981638 75981640 2.01684044444444 75981611 75981613 2.07298366666666
"624" "ENST00000238682.8" "14" 75981579 75981614 "-" 624 "uORF" 75981612 75981614 1.96473344444444 75981579 75981581 2.037611
"625" "ENST00000238682.8" "14" 75981442 75981543 "-" 625 "uORF" 75981541 75981543 2.13128755555556 75981442 75981444 1.63188044444445
"626" "ENST00000238682.8" "14" 75981492 75981539 "-" 626 "uORF" 75981537 75981539 2.08594922222222 75981492 75981494 1.73791644444445
"627" "ENST00000238682.8" "14" 75981322 75981345 "-" 627 "uORF" 75981343 75981345 1.45886455555556 75981322 75981324 1.99633511111111
"628" "ENST00000238682.8" "14" 75981053 75981133 "-" 628 "uORF" 75981131 75981133 2.03992633333333 75981053 75981055 1.95210655555555
"630" "ENST00000238721.9" "2" 24084727 24084753 "-" 630 "uORF" 24084751 24084753 0.353479 24084727 24084729 1.718904
"633" "ENST00000238789.10" "2" 23927024 23927050 "-" 633 "uORF" 23927048 23927050 2.31849522222222 23927024 23927026 2.31774077777778
"634" "ENST00000238823.13" "2" 33599235 33599291 "-" 634 "uORF" 33599289 33599291 2.21637633333333 33599235 33599237 2.526241
"638" "ENST00000239144.5" "17" 48615162 48615176 "-" 638 "uORF" 48615174 48615176 2.13079222222222 48615162 48615164 2.17209633333333
"639" "ENST00000239144.5" "17" 48615052 48615162 "-" 639 "uORF" 48615160 48615162 2.11773255555556 48615052 48615054 2.19204388888889
"640" "ENST00000239144.5" "17" 48615123 48615158 "-" 640 "uORF" 48615156 48615158 2.12921222222222 48615123 48615125 2.11884788888889
"641" "ENST00000239144.5" "17" 48615123 48615152 "-" 641 "uORF" 48615150 48615152 2.08354122222222 48615123 48615125 2.11884788888889
"642" "ENST00000239144.5" "17" 48615123 48615146 "-" 642 "uORF" 48615144 48615146 1.91793966666667 48615123 48615125 2.11884788888889
"643" "ENST00000239144.5" "17" 48615052 48615126 "-" 643 "uORF" 48615124 48615126 2.11468 48615052 48615054 2.19204388888889
"644" "ENST00000239144.5" "17" 48615052 48615081 "-" 644 "uORF" 48615079 48615081 2.05525333333333 48615052 48615054 2.19204388888889
"645" "ENST00000239144.5" "17" 48614960 48614971 "-" 645 "uORF" 48614969 48614971 1.68673488888889 48614960 48614962 1.85269155555556
"646" "ENST00000239367.7" "6" 149864143 149864220 "-" 646 "uORF" 149864218 149864220 1.02697044444444 149864143 149864145 1.21217244444444
"647" "ENST00000239440.9" "5" 141680493 141680501 "-" 647 "uORF" 141680499 141680501 1.94906477777778 141680493 141680495 2.09764611111111
"652" "ENST00000239859.8" "13" 36297754 36297777 "-" 652 "uORF" 36297775 36297777 0.592445888888889 36297754 36297756 0.722315666666667
"653" "ENST00000239882.7" "13" 40982204 40982221 "-" 653 "uORF" 40982219 40982221 0.571275888888889 40982204 40982206 0.673216999999999
"654" "ENST00000239882.7" "13" 40982070 40982081 "-" 654 "uORF" 40982079 40982081 2.16198477777778 40982070 40982072 2.17038944444444
"658" "ENST00000240050.9" "12" 106986978 106987142 "-" 658 "uORF" 106987140 106987142 0.390262777777778 106986978 106986980 0.647193666666666
"659" "ENST00000240050.9" "12" 106985156 106985164 "-" 659 "uORF" 106985162 106985164 0.319749888888889 106985156 106985158 0.488323333333333
"660" "ENST00000240050.9" "12" 106978763 106985147 "-" 660 "uORF" 106985145 106985147 0.474717666666666 106978763 106978765 0.445115333333333
"661" "ENST00000240050.9" "12" 106978731 106978766 "-" 661 "uORF" 106978764 106978766 0.485833555555556 106978731 106978733 0.295329555555556
"675" "ENST00000240333.12" "17" 49707941 49707955 "-" 675 "uORF" 49707953 49707955 2.09706166666667 49707941 49707943 3.34673544444444
"676" "ENST00000240333.12" "17" 49707866 49707919 "-" 676 "uORF" 49707917 49707919 3.48371122222222 49707866 49707868 2.47129855555556
"678" "ENST00000240615.3" "12" 10807207 10807281 "-" 678 "uORF" 10807279 10807281 0.865409333333333 10807207 10807209 0.400204888888889
"679" "ENST00000240615.3" "12" 10807060 10807092 "-" 679 "uORF" 10807090 10807092 0.536018666666667 10807060 10807062 0.191901777777778
"680" "ENST00000240615.3" "12" 10807026 10807076 "-" 680 "uORF" 10807074 10807076 0.353392777777778 10807026 10807028 0.455831444444444
"681" "ENST00000240615.3" "12" 10807045 10807053 "-" 681 "uORF" 10807051 10807053 0.0230788888888891 10807045 10807047 0.0846103333333336
"682" "ENST00000240619.3" "12" 10826303 10826335 "-" 682 "uORF" 10826333 10826335 0.196688 10826303 10826305 -0.188730111111111
"683" "ENST00000240662.3" "12" 21773685 21774624 "-" 683 "uORF" 21774622 21774624 2.12624244444444 21773685 21773687 1.85973483333334
"684" "ENST00000240687.2" "12" 10802585 10802617 "-" 684 "uORF" 10802615 10802617 0.795256666666666 10802585 10802587 0.474376666666667
"686" "ENST00000241125.4" "13" 20160965 20161033 "-" 686 "uORF" 20161031 20161033 1.10427333333333 20160965 20160967 0.857556444444444
"687" "ENST00000241356.5" "1" 111503577 111503591 "-" 687 "uORF" 111503589 111503591 0.312264777777778 111503577 111503579 0.112219777777778
"688" "ENST00000241356.5" "1" 111503537 111503551 "-" 688 "uORF" 111503549 111503551 0.570144111111111 111503537 111503539 0.561826333333333
"689" "ENST00000241356.5" "1" 111503424 111503492 "-" 689 "uORF" 111503490 111503492 0.540372777777778 111503424 111503426 0.677537222222222
"698" "ENST00000242159.5" "7" 27156619 27156648 "-" 698 "uORF" 27156646 27156648 2.394339 27156619 27156621 2.37124622222222
"699" "ENST00000242208.5" "7" 41700506 41703076 "-" 699 "uORF" 41703074 41703076 1.96510255555555 41700506 41700508 2.39231744444444
"700" "ENST00000242208.5" "7" 41700506 41703046 "-" 700 "uORF" 41703044 41703046 1.80729522222222 41700506 41700508 2.39231744444444
"701" "ENST00000242275.7" "9" 37899898 37904071 "-" 701 "uORF" 37904069 37904071 1.43220622222222 37899898 37899900 0.981226666666665
"702" "ENST00000242275.7" "9" 37888588 37899895 "-" 702 "uORF" 37899893 37899895 1.24379 37888588 37888590 1.460465
"703" "ENST00000242275.7" "9" 37888572 37899837 "-" 703 "uORF" 37899835 37899837 0.319415444444444 37888572 37888574 1.30876088888889
"710" "ENST00000242804.9" "19" 12365229 12365589 "-" 710 "uORF" 12365587 12365589 0.323270333333333 12365229 12365231 0.804885666666667
"711" "ENST00000242804.9" "19" 12365229 12365535 "-" 711 "uORF" 12365533 12365535 1.45699433333333 12365229 12365231 0.804885666666667
"712" "ENST00000242804.9" "19" 12365076 12365126 "-" 712 "uORF" 12365124 12365126 0.530913666666667 12365076 12365078 0.594585333333333
"713" "ENST00000242804.9" "19" 12365076 12365111 "-" 713 "uORF" 12365109 12365111 0.617134111111111 12365076 12365078 0.594585333333333
