"chr" "start" "end" "strand" "transcript_id" "exon_number"
"437" "22" 37658723 37658782 "+" "ENST00000215904.7" 1
"438" "22" 26429260 26429486 "+" "ENST00000215906.6" 1
"439" "22" 26433392 26433615 "+" "ENST00000215906.6" 2
"440" "22" 37675636 37675702 "+" "ENST00000215909.10" 1
"441" "22" 31292345 31292488 "-" "ENST00000215912.10" 1
"442" "22" 26483877 26483890 "+" "ENST00000215917.11" 1
"443" "22" 37844239 37844334 "-" "ENST00000215941.9" 1
"444" "22" 37906297 37906422 "+" "ENST00000215957.10" 1
"445" "22" 41947077 41947152 "-" "ENST00000215980.10" 1
"446" "22" 38468096 38468233 "+" "ENST00000216014.9" 1
"447" "22" 38570043 38570183 "-" "ENST00000216024.7" 1
"448" "22" 38568257 38568289 "-" "ENST00000216024.7" 2
"449" "22" 28742039 28742095 "+" "ENST00000216027.8" 1
"450" "22" 38668017 38668054 "+" "ENST00000216029.8" 2
"451" "22" 38656638 38656750 "+" "ENST00000216029.8" 1
"452" "22" 38681957 38681978 "+" "ENST00000216034.6" 1
"453" "22" 23140421 23140472 "-" "ENST00000216036.9" 2
"454" "22" 23141949 23141990 "-" "ENST00000216036.9" 1
"455" "22" 32412157 32412247 "-" "ENST00000216038.6" 1
"456" "22" 38705944 38705955 "+" "ENST00000216044.10" 1
"457" "22" 38782732 38782870 "-" "ENST00000216068.9" 2
"458" "22" 38794068 38794143 "-" "ENST00000216068.9" 1
"459" "22" 29061793 29061831 "-" "ENST00000216071.5" 1
"460" "22" 50486859 50486897 "+" "ENST00000216075.11" 1
"461" "22" 29265627 29265668 "-" "ENST00000216085.12" 3
"462" "22" 29267748 29267981 "-" "ENST00000216085.12" 1
"463" "22" 29267426 29267577 "-" "ENST00000216085.12" 2
"464" "22" 39021127 39021519 "+" "ENST00000216099.13" 1
"465" "22" 29315247 29315697 "-" "ENST00000216101.7" 1
"466" "22" 35257493 35257557 "+" "ENST00000216106.6" 1
"467" "22" 35262323 35262390 "+" "ENST00000216106.6" 2
"468" "22" 43124016 43124022 "+" "ENST00000216115.3" 2
"469" "22" 43110750 43110803 "+" "ENST00000216115.3" 1
"470" "22" 35381096 35381173 "+" "ENST00000216117.9" 1
"471" "22" 29581083 29581113 "-" "ENST00000216121.12" 1
"472" "22" 35400140 35400208 "+" "ENST00000216122.9" 1
"473" "22" 35400431 35400438 "+" "ENST00000216122.9" 2
"474" "22" 50627780 50628152 "-" "ENST00000216124.10" 1
"475" "22" 35546801 35546809 "+" "ENST00000216127.5" 2
"476" "22" 35540831 35541500 "+" "ENST00000216127.5" 1
"477" "22" 43187070 43187134 "-" "ENST00000216129.7" 1
"478" "22" 39152445 39152680 "-" "ENST00000216133.10" 1
"479" "22" 50738204 50738235 "+" "ENST00000216139.10" 1
"480" "22" 29720003 29720424 "+" "ENST00000216144.4" 1
"481" "22" 39319598 39319623 "-" "ENST00000216146.9" 1
"482" "22" 39399780 39399802 "+" "ENST00000216160.11" 1
"483" "22" 43891881 43892013 "-" "ENST00000216177.9" 1
"484" "22" 43923805 43923911 "+" "ENST00000216180.8" 1
"485" "22" 36387807 36387967 "-" "ENST00000216181.11" 1
"486" "22" 36349237 36349255 "-" "ENST00000216181.11" 2
"487" "22" 36481564 36481640 "-" "ENST00000216185.7" 1
"488" "22" 36529076 36529166 "-" "ENST00000216190.13" 1
"489" "22" 36526122 36526131 "-" "ENST00000216190.13" 2
"490" "22" 45284949 45285013 "+" "ENST00000216211.9" 1
"491" "22" 40856541 40856639 "-" "ENST00000216218.8" 1
"492" "22" 37144173 37144205 "-" "ENST00000216223.10" 2
"493" "22" 37149825 37149916 "-" "ENST00000216223.10" 1
"494" "22" 40951378 40951398 "+" "ENST00000216225.9" 1
"495" "22" 41205312 41205362 "+" "ENST00000216237.10" 1
"496" "22" 41240882 41240931 "-" "ENST00000216241.14" 1
"497" "22" 41468654 41468692 "-" "ENST00000216252.4" 1
"498" "22" 41469117 41469146 "+" "ENST00000216254.9" 1
"499" "22" 41589806 41589840 "-" "ENST00000216259.8" 1
"500" "22" 46738149 46738252 "-" "ENST00000216264.13" 1
"501" "22" 49883334 49883662 "+" "ENST00000216268.6" 2
"502" "22" 49853844 49853989 "+" "ENST00000216268.6" 1
"503" "22" 50251033 50251265 "-" "ENST00000216271.10" 1
"504" "14" 24339827 24339991 "-" "ENST00000216274.10" 1
"505" "14" 96502382 96502592 "+" "ENST00000216277.13" 1
"506" "14" 102086986 102087044 "-" "ENST00000216281.13" 1
"507" "14" 52068995 52069059 "-" "ENST00000216286.10" 1
"508" "14" 61762420 61762460 "+" "ENST00000216294.5" 1
"509" "14" 21383928 21384019 "-" "ENST00000216297.7" 1
"510" "14" 24576224 24576250 "-" "ENST00000216336.3" 1
"511" "14" 24609614 24609685 "-" "ENST00000216338.9" 1
"512" "14" 24634161 24634190 "-" "ENST00000216341.9" 1
"513" "14" 49688204 49688214 "-" "ENST00000216367.10" 1
"514" "14" 50231284 50231578 "-" "ENST00000216373.10" 1
"515" "14" 50944404 50944483 "-" "ENST00000216392.8" 1
"516" "14" 52791428 52791607 "-" "ENST00000216410.8" 1
"517" "14" 52784651 52784664 "-" "ENST00000216410.8" 2
"518" "14" 54441328 54441374 "-" "ENST00000216416.9" 1
"519" "14" 54509906 54509959 "+" "ENST00000216420.12" 1
"520" "14" 67359699 67359804 "-" "ENST00000216442.12" 1
"521" "14" 57493716 57493857 "-" "ENST00000216445.8" 1
"522" "14" 67412060 67412165 "-" "ENST00000216446.9" 1
"523" "14" 67600204 67600268 "-" "ENST00000216452.9" 1
"524" "14" 58244843 58244920 "+" "ENST00000216455.9" 1
"525" "14" 77321036 77321168 "+" "ENST00000216465.10" 1
"526" "14" 77377054 77377094 "-" "ENST00000216468.8" 1
"527" "14" 77377379 77377418 "+" "ENST00000216471.5" 1
"528" "14" 77458093 77458189 "+" "ENST00000216479.8" 1
"529" "14" 77616580 77616637 "-" "ENST00000216484.7" 1
"530" "14" 92513781 92513932 "+" "ENST00000216487.12" 1
"531" "14" 77708005 77708023 "-" "ENST00000216489.8" 1
"532" "14" 92923150 92923359 "+" "ENST00000216492.10" 1
"533" "14" 60724075 60724351 "-" "ENST00000216513.5" 1
"534" "14" 69797156 69797241 "-" "ENST00000216540.5" 1
"535" "14" 103334237 103334260 "+" "ENST00000216554.8" 1
"536" "14" 103334389 103334597 "+" "ENST00000216554.8" 2
"537" "14" 103335653 103335860 "+" "ENST00000216554.8" 3
"538" "14" 96263673 96263682 "+" "ENST00000216629.11" 3
"539" "14" 96256210 96256300 "+" "ENST00000216629.11" 1
"540" "14" 96262652 96262770 "+" "ENST00000216629.11" 2
"541" "14" 96797382 96797447 "+" "ENST00000216639.8" 1
"542" "14" 96833467 96833471 "+" "ENST00000216639.8" 2
"543" "14" 20455226 20455394 "+" "ENST00000216714.8" 1
"544" "14" 20455578 20455645 "+" "ENST00000216714.8" 2
"545" "14" 23321457 23321469 "+" "ENST00000216727.9" 1
"546" "14" 23365026 23365172 "-" "ENST00000216733.8" 1
"547" "14" 102362852 102362890 "-" "ENST00000216756.11" 1
"548" "14" 34982992 34983215 "+" "ENST00000216774.11" 1
"549" "14" 34996677 34996709 "+" "ENST00000216774.11" 2
"550" "14" 24094311 24094405 "+" "ENST00000216780.9" 1
"551" "14" 35404645 35404749 "-" "ENST00000216797.10" 1
"552" "14" 24141438 24141591 "-" "ENST00000216799.9" 1
"553" "14" 24141305 24141316 "-" "ENST00000216799.9" 2
"554" "14" 24146582 24146610 "-" "ENST00000216802.10" 1
"555" "14" 35826338 35826516 "+" "ENST00000216807.12" 1
"556" "14" 39175254 39175279 "+" "ENST00000216832.9" 1
"557" "14" 24271487 24271597 "-" "ENST00000216840.11" 1
"558" "14" 24271116 24271169 "-" "ENST00000216840.11" 2
"559" "20" 54173580 54173986 "-" "ENST00000216862.8" 1
"560" "20" 1466825 1466849 "-" "ENST00000216879.9" 1
"561" "20" 52191637 52191779 "-" "ENST00000216923.5" 1
"562" "20" 25248085 25248178 "+" "ENST00000216962.9" 1
"563" "20" 35172072 35172154 "+" "ENST00000216968.5" 1
"564" "20" 43667114 43667283 "+" "ENST00000217026.5" 1
"565" "20" 44337043 44337157 "+" "ENST00000217043.4" 1
"566" "20" 44910060 44910143 "+" "ENST00000217073.7" 1
"567" "20" 51802409 51802521 "-" "ENST00000217086.9" 1
"568" "20" 56392645 56392713 "+" "ENST00000217109.9" 1
"569" "20" 56395521 56395552 "+" "ENST00000217109.9" 2
"570" "20" 59007129 59007254 "-" "ENST00000217131.6" 1
"571" "20" 59019429 59019522 "+" "ENST00000217133.2" 1
"572" "20" 62642503 62642553 "+" "ENST00000217159.6" 1
"573" "20" 62656359 62656454 "+" "ENST00000217159.6" 2
"574" "20" 63235905 63236096 "+" "ENST00000217169.8" 1
"575" "20" 3123366 3123406 "-" "ENST00000217173.7" 2
"576" "20" 3159766 3159865 "-" "ENST00000217173.7" 1
"577" "20" 63497764 63497834 "-" "ENST00000217182.6" 2
"578" "20" 63499058 63499083 "-" "ENST00000217182.6" 1
"579" "20" 63547464 63547749 "-" "ENST00000217188.2" 1
"580" "20" 380760 381169 "+" "ENST00000217233.9" 1
"581" "20" 527933 528049 "-" "ENST00000217244.9" 2
"582" "20" 508552 508660 "-" "ENST00000217244.9" 3
"583" "20" 543672 543790 "-" "ENST00000217244.9" 1
"584" "20" 1002165 1002311 "-" "ENST00000217260.9" 1
"585" "20" 6122774 6123030 "-" "ENST00000217289.9" 1
"586" "20" 6119555 6119572 "-" "ENST00000217289.9" 2
"587" "20" 1983085 1983103 "-" "ENST00000217305.3" 3
"588" "20" 1993911 1994058 "-" "ENST00000217305.3" 1
"589" "20" 1992584 1992643 "-" "ENST00000217305.3" 2
"590" "20" 36876138 36876174 "+" "ENST00000217320.8" 1
"591" "20" 33443621 33443763 "-" "ENST00000217381.3" 1
"592" "20" 3071620 3071655 "+" "ENST00000217386.2" 1
"593" "20" 33811348 33811468 "+" "ENST00000217402.3" 1
"594" "20" 38346482 38346516 "+" "ENST00000217407.3" 1
"595" "20" 38724486 38724724 "+" "ENST00000217420.2" 1
"596" "20" 23688970 23689038 "-" "ENST00000217423.4" 1
"597" "20" 34303271 34303355 "-" "ENST00000217426.7" 1
"598" "20" 45515609 45515622 "-" "ENST00000217428.7" 1
"599" "20" 34677086 34677092 "-" "ENST00000217446.8" 1
"600" "20" 45857316 45857392 "-" "ENST00000217455.9" 1
"601" "20" 24992689 24992751 "-" "ENST00000217456.3" 1
"602" "18" 56638441 56638592 "-" "ENST00000217515.11" 1
"603" "18" 3253233 3253247 "+" "ENST00000217652.8" 2
"604" "18" 3247801 3247909 "+" "ENST00000217652.8" 1
"605" "18" 32018825 32018863 "+" "ENST00000217740.4" 1
"606" "5" 69365738 69365754 "-" "ENST00000217893.10" 3
"607" "5" 69369463 69369520 "-" "ENST00000217893.10" 1
"608" "5" 69366503 69366595 "-" "ENST00000217893.10" 2
"609" "X" 153794327 153794375 "-" "ENST00000217901.10" 1
"610" "X" 119399336 119399403 "+" "ENST00000217909.8" 1
"611" "X" 104013577 104013708 "-" "ENST00000217926.7" 1
"612" "X" 3346515 3346652 "-" "ENST00000217939.7" 1
"613" "X" 3343834 3343861 "-" "ENST00000217939.7" 2
"614" "X" 108045065 108045130 "+" "ENST00000217957.10" 1
"615" "X" 108091521 108091542 "-" "ENST00000217958.8" 1
"616" "X" 119236285 119236363 "+" "ENST00000217971.8" 1
"617" "X" 120115863 120115913 "-" "ENST00000217999.3" 1
"618" "X" 109481866 109482086 "-" "ENST00000218006.3" 1
"619" "X" 109475937 109476021 "-" "ENST00000218006.3" 2
"620" "X" 120362089 120362168 "+" "ENST00000218008.8" 1
"621" "X" 12906620 12906706 "+" "ENST00000218032.7" 1
"622" "X" 49829303 49829351 "+" "ENST00000218068.7" 1
"623" "X" 49830399 49830428 "+" "ENST00000218068.7" 2
"624" "X" 14529536 14530057 "+" "ENST00000218075.9" 1
"625" "X" 139530739 139530764 "+" "ENST00000218099.7" 1
"626" "X" 153724856 153725266 "+" "ENST00000218104.6" 1
"627" "X" 48970272 48971844 "-" "ENST00000218176.4" 1
"628" "X" 48835533 48835610 "-" "ENST00000218230.6" 1
"629" "X" 102937272 102937318 "+" "ENST00000218249.7" 1
"630" "X" 151176584 151176721 "+" "ENST00000218316.4" 1
"631" "X" 46837043 46837100 "+" "ENST00000218340.4" 1
"632" "X" 136497592 136497684 "+" "ENST00000218364.5" 1
"633" "X" 47583408 47583415 "+" "ENST00000218388.9" 2
"634" "X" 47582436 47582474 "+" "ENST00000218388.9" 1
"635" "X" 54798211 54798255 "-" "ENST00000218436.7" 1
"636" "X" 101407904 101407925 "-" "ENST00000218516.4" 1
"637" "13" 79481155 79481203 "+" "ENST00000218652.12" 1
"638" "13" 23180979 23181075 "+" "ENST00000218867.4" 1
"639" "13" 53028813 53028836 "+" "ENST00000219022.3" 1
"640" "16" 3283491 3283818 "+" "ENST00000219069.6" 1
"641" "16" 55479198 55479479 "+" "ENST00000219070.9" 1
"642" "16" 3113417 3113430 "+" "ENST00000219091.9" 2
"643" "16" 3112586 3112682 "+" "ENST00000219091.9" 1
"644" "16" 46689659 46689705 "+" "ENST00000219097.7" 1
"645" "16" 67109941 67110175 "+" "ENST00000219139.8" 1
"646" "16" 30185209 30185209 "+" "ENST00000219150.10" 2
"647" "16" 30183602 30183725 "+" "ENST00000219150.10" 1
"648" "16" 56565073 56565128 "+" "ENST00000219162.4" 1
"649" "16" 67865102 67865130 "+" "ENST00000219169.9" 2
"650" "16" 67846933 67846985 "+" "ENST00000219169.9" 1
"651" "16" 49281466 49281838 "-" "ENST00000219197.11" 1
"652" "16" 57245259 57245367 "+" "ENST00000219204.8" 1
"653" "16" 57284541 57284672 "-" "ENST00000219207.10" 1
"654" "16" 57358783 57358816 "+" "ENST00000219235.5" 1
"655" "16" 72008744 72008764 "+" "ENST00000219240.9" 1
"656" "16" 57413874 57413932 "+" "ENST00000219244.9" 2
"657" "16" 57404767 57404836 "+" "ENST00000219244.9" 1
"658" "16" 57462679 57462724 "+" "ENST00000219252.10" 1
"659" "16" 58025754 58026350 "+" "ENST00000219271.4" 1
"660" "16" 58001407 58001483 "+" "ENST00000219281.8" 1
"661" "16" 58249936 58250014 "+" "ENST00000219299.8" 1
"662" "16" 1771535 1771543 "-" "ENST00000219302.8" 1
"663" "16" 74296814 74296914 "+" "ENST00000219313.9" 1
"664" "16" 58515517 58515537 "+" "ENST00000219315.9" 1
"665" "16" 58684717 58684770 "-" "ENST00000219320.9" 1
"666" "16" 58680127 58680241 "-" "ENST00000219320.9" 3
"667" "16" 58683955 58684178 "-" "ENST00000219320.9" 2
"668" "16" 68386598 68386659 "-" "ENST00000219334.10" 2
"669" "16" 68448353 68448508 "-" "ENST00000219334.10" 1
"670" "16" 68372182 68372387 "-" "ENST00000219334.10" 3
"671" "16" 68266593 68266721 "+" "ENST00000219343.11" 2
"672" "16" 68264526 68264576 "+" "ENST00000219343.11" 1
"673" "16" 68274691 68274726 "+" "ENST00000219343.11" 3
"674" "16" 68245373 68245426 "+" "ENST00000219345.10" 1
"675" "16" 74774756 74774820 "-" "ENST00000219368.8" 1
"676" "16" 80997395 80997429 "-" "ENST00000219400.8" 2
"677" "16" 81006734 81006885 "-" "ENST00000219400.8" 1
"678" "16" 283164 283169 "+" "ENST00000219406.11" 1
"679" "16" 280591 280680 "+" "ENST00000219409.8" 1
"680" "16" 84145080 84145177 "-" "ENST00000219439.9" 1
"681" "16" 84131322 84131327 "-" "ENST00000219439.9" 3
"682" "16" 84135544 84135605 "-" "ENST00000219439.9" 2
"683" "16" 84294878 84294971 "+" "ENST00000219454.10" 1
"684" "16" 84700000 84700090 "+" "ENST00000219473.12" 1
"685" "16" 2047985 2048065 "+" "ENST00000219476.9" 1
"686" "16" 2048587 2048615 "+" "ENST00000219476.9" 2
"687" "16" 4767017 4767162 "-" "ENST00000219478.11" 1
"688" "16" 4765979 4766076 "-" "ENST00000219478.11" 2
"689" "16" 397199 397222 "+" "ENST00000219479.7" 1
"690" "16" 401885 401963 "+" "ENST00000219481.10" 1
"691" "16" 680410 680525 "+" "ENST00000219548.9" 1
"692" "16" 3256588 3256633 "-" "ENST00000219596.6" 1
"693" "16" 536029 536142 "+" "ENST00000219611.7" 3
"694" "16" 546817 546838 "+" "ENST00000219611.7" 4
"695" "16" 527712 528029 "+" "ENST00000219611.7" 1
"696" "16" 533946 533998 "+" "ENST00000219611.7" 2
"697" "16" 25216947 25217045 "+" "ENST00000219660.6" 1
"698" "16" 23149271 23149452 "-" "ENST00000219689.12" 1
"699" "16" 52546724 52547143 "-" "ENST00000219746.14" 1
"700" "16" 29862858 29863226 "-" "ENST00000219789.11" 1
"701" "16" 31109047 31109223 "+" "ENST00000219794.11" 2
"702" "16" 31108386 31108479 "+" "ENST00000219794.11" 1
"703" "16" 31117664 31117681 "+" "ENST00000219797.9" 1
"704" "16" 19718158 19718227 "-" "ENST00000219837.12" 1
"705" "16" 19715036 19715037 "-" "ENST00000219837.12" 2
"706" "15" 58138381 58138565 "+" "ENST00000219919.9" 1
"707" "15" 74782080 74782720 "+" "ENST00000220003.14" 1
"708" "15" 74798233 74798297 "+" "ENST00000220003.14" 2
"709" "15" 65029614 65029639 "-" "ENST00000220058.9" 1
"710" "15" 65067836 65067991 "-" "ENST00000220062.9" 1
"711" "15" 78944982 78945046 "-" "ENST00000220166.10" 1
"712" "15" 41972495 41972557 "-" "ENST00000220325.9" 1
"713" "15" 43266850 43266928 "-" "ENST00000220420.10" 1
"714" "15" 51681503 51681755 "+" "ENST00000220478.8" 1
"715" "15" 40807447 40807473 "-" "ENST00000220496.9" 1
"716" "15" 40874140 40874234 "-" "ENST00000220507.5" 1
"717" "15" 40894450 40894768 "+" "ENST00000220509.10" 1
"718" "15" 41332562 41332591 "-" "ENST00000220514.8" 1
"719" "15" 45587379 45587443 "+" "ENST00000220531.9" 1
"720" "8" 28701501 28701659 "+" "ENST00000220562.9" 1
"721" "8" 28715585 28716059 "+" "ENST00000220562.9" 3
"722" "8" 28713457 28713550 "+" "ENST00000220562.9" 2
"723" "8" 11802741 11802832 "+" "ENST00000220584.9" 1
"724" "8" 140635507 140635633 "-" "ENST00000220592.10" 1
"725" "8" 81029996 81030089 "-" "ENST00000220597.4" 3
"726" "8" 80993228 80993307 "-" "ENST00000220597.4" 4
"727" "8" 81070112 81070170 "-" "ENST00000220597.4" 2
"728" "8" 81111591 81112068 "-" "ENST00000220597.4" 1
"729" "8" 132866958 132867000 "+" "ENST00000220616.9" 1
"730" "8" 37849784 37849861 "-" "ENST00000220659.11" 1
"731" "8" 81721282 81721300 "-" "ENST00000220669.10" 1
"732" "8" 54620955 54620966 "+" "ENST00000220676.2" 2
"733" "8" 54616096 54616202 "+" "ENST00000220676.2" 1
"734" "8" 89757816 89758060 "+" "ENST00000220751.5" 1
"735" "8" 96645242 96645402 "+" "ENST00000220763.10" 1
"736" "8" 96784864 96784897 "+" "ENST00000220763.10" 2
"737" "8" 90001477 90001492 "+" "ENST00000220764.7" 1
"738" "8" 41309160 41309473 "-" "ENST00000220772.8" 1
"739" "8" 42207494 42207565 "-" "ENST00000220809.9" 1
"740" "8" 42193186 42193211 "-" "ENST00000220809.9" 2
"741" "8" 42377046 42377229 "-" "ENST00000220812.3" 1
"742" "8" 74350403 74350461 "+" "ENST00000220822.12" 1
"743" "8" 108248703 108248717 "-" "ENST00000220849.10" 1
"744" "8" 108443624 108443658 "+" "ENST00000220853.8" 1
"745" "8" 79611117 79611195 "+" "ENST00000220876.12" 1
"746" "8" 140511322 140511499 "+" "ENST00000220913.10" 1
"747" "8" 101719630 101719648 "-" "ENST00000220931.11" 2
"748" "8" 101790862 101790969 "-" "ENST00000220931.11" 1
"749" "8" 142840416 142840437 "+" "ENST00000220940.2" 2
"750" "8" 142834801 142834868 "+" "ENST00000220940.2" 1
"751" "8" 11284816 11284888 "+" "ENST00000221086.8" 1
"752" "8" 30156369 30156383 "+" "ENST00000221114.8" 1
"753" "8" 30727836 30727846 "-" "ENST00000221130.11" 1
"754" "8" 23225062 23225102 "-" "ENST00000221132.8" 1
"755" "8" 30812422 30812818 "-" "ENST00000221138.9" 1
"756" "8" 24913761 24913793 "+" "ENST00000221166.10" 1
"757" "8" 25458247 25458433 "-" "ENST00000221200.9" 1
"758" "19" 54137762 54137993 "+" "ENST00000221232.11" 1
"759" "19" 54142929 54142978 "+" "ENST00000221232.11" 2
"760" "19" 41397329 41397359 "-" "ENST00000221233.9" 1
"761" "19" 39390865 39391106 "-" "ENST00000221265.8" 1
"762" "19" 7637110 7637149 "+" "ENST00000221283.10" 1
"763" "19" 15640897 15640945 "+" "ENST00000221307.13" 1
"764" "19" 15641415 15641415 "+" "ENST00000221307.13" 2
"765" "19" 52046869 52047060 "-" "ENST00000221315.10" 2
"766" "19" 52048695 52048838 "-" "ENST00000221315.10" 1
"767" "19" 48898590 48898744 "-" "ENST00000221399.8" 1
"768" "19" 48897869 48897869 "-" "ENST00000221399.8" 2
"769" "19" 48933699 48933721 "+" "ENST00000221403.7" 1
"770" "19" 38831773 38831794 "-" "ENST00000221418.9" 1
"771" "19" 38849967 38849986 "-" "ENST00000221419.10" 1
"772" "19" 38930737 38930763 "-" "ENST00000221431.11" 1
"773" "19" 49072586 49072699 "-" "ENST00000221444.2" 1
"774" "19" 45001464 45001579 "+" "ENST00000221452.13" 1
"775" "19" 45039045 45039108 "+" "ENST00000221455.8" 1
"776" "19" 45040184 45040212 "+" "ENST00000221455.8" 2
"777" "19" 49114370 49114404 "+" "ENST00000221459.7" 1
"778" "19" 45093179 45093325 "+" "ENST00000221462.9" 1
"779" "19" 49513387 49513400 "+" "ENST00000221466.10" 2
"780" "19" 49512661 49512750 "+" "ENST00000221466.10" 1
"781" "19" 45322821 45322875 "-" "ENST00000221476.4" 1
"782" "19" 45319714 45319731 "-" "ENST00000221476.4" 2
"783" "19" 7489011 7489035 "-" "ENST00000221480.6" 1
"784" "19" 49441380 49441527 "-" "ENST00000221485.8" 1
"785" "19" 12806584 12806673 "+" "ENST00000221486.6" 1
"786" "19" 2243382 2243418 "+" "ENST00000221494.10" 2
"787" "19" 2236824 2236901 "+" "ENST00000221494.10" 1
"788" "19" 2249323 2249332 "+" "ENST00000221496.5" 1
"789" "19" 49363877 49363998 "+" "ENST00000221498.7" 1
"790" "19" 7669049 7669121 "+" "ENST00000221515.6" 1
"791" "19" 7669317 7669326 "+" "ENST00000221515.6" 2
"792" "19" 45815177 45815308 "-" "ENST00000221538.8" 1
"793" "19" 49877702 49877723 "+" "ENST00000221543.10" 1
"794" "19" 13747895 13747954 "+" "ENST00000221554.13" 1
"795" "19" 13751608 13751808 "+" "ENST00000221554.13" 2
"796" "19" 2769069 2769091 "-" "ENST00000221566.7" 2
"797" "19" 2783233 2783273 "-" "ENST00000221566.7" 1
"798" "19" 7920338 7920366 "+" "ENST00000221573.11" 1
"799" "19" 55599474 55599517 "-" "ENST00000221665.5" 1
"800" "19" 55597866 55597901 "-" "ENST00000221665.5" 2
"801" "19" 16500792 16500792 "+" "ENST00000221671.8" 2
"802" "19" 16496394 16496465 "+" "ENST00000221671.8" 1
"803" "19" 15898026 15898074 "-" "ENST00000221700.11" 1
"804" "19" 15897612 15897612 "-" "ENST00000221700.11" 2
"805" "19" 15232212 15232448 "-" "ENST00000221730.8" 1
"806" "19" 57487750 57487950 "+" "ENST00000221735.12" 1
"807" "19" 39602524 39602568 "+" "ENST00000221797.5" 1
"808" "19" 39846301 39846379 "-" "ENST00000221801.8" 1
"809" "19" 39737953 39738029 "-" "ENST00000221804.5" 1
"810" "19" 4229523 4229550 "+" "ENST00000221847.6" 1
"811" "19" 36115468 36115560 "+" "ENST00000221855.8" 1
"812" "19" 4304598 4304746 "+" "ENST00000221856.11" 1
"813" "19" 36114857 36114875 "-" "ENST00000221859.9" 1
"814" "19" 35868574 35868636 "+" "ENST00000221891.9" 1
"815" "19" 47258330 47258400 "+" "ENST00000221922.11" 2
"816" "19" 47256525 47256609 "+" "ENST00000221922.11" 1
"817" "19" 41353045 41353922 "-" "ENST00000221930.6" 1
"818" "19" 41439900 41439912 "-" "ENST00000221943.14" 1
"819" "19" 41626964 41627074 "-" "ENST00000221954.7" 1
"820" "19" 4861395 4861411 "-" "ENST00000221957.9" 2
"821" "19" 4867609 4867667 "-" "ENST00000221957.9" 1
