"t_id" "chromosome" "g_start_coord_ref" "g_end_coord_ref" "strand_mane" "u_id" "u_id2" "aug_end" "one_two_three" "phylop2" "start"
"530" "ENST00000231484.4" "chr5" 141957885 141957986 "-" 530 "uORF" 141957986 3 2.33333333333333 "CAT"
"531" "ENST00000231706.6" "chr3" 170527038 170527082 "-" 531 "uORF" 170527082 3 1.16666666666667 "CAT"
"532" "ENST00000231706.6" "chr3" 170526992 170527015 "-" 532 "uORF" 170527015 3 1.66666666666667 "CAT"
"533" "ENST00000231749.8" "chr3" 50345632 50345721 "-" 533 "uORF" 50345721 3 1 "CAT"
"535" "ENST00000232496.5" "chr3" 50328142 50328165 "-" 535 "uORF" 50328165 3 1.33333333333333 "CAT"
"536" "ENST00000232496.5" "chr3" 50328101 50328118 "-" 536 "uORF" 50328118 3 2.66666666666667 "CAT"
"539" "ENST00000233027.10" "chr3" 52770823 52770915 "-" 539 "uORF" 52770915 3 1.83333333333333 "CAT"
"541" "ENST00000233057.9" "chr2" 37148961 37148978 "-" 541 "uORF" 37148978 3 1 "CAT"
"543" "ENST00000233468.5" "chr2" 24076308 24076322 "-" 543 "uORF" 24076322 3 -0.5 "CAT"
"557" "ENST00000234111.9" "chr2" 10448122 10448154 "-" 557 "uORF" 10448154 3 0 "CAT"
"558" "ENST00000234179.8" "chr2" 37317081 37317170 "-" 558 "uORF" 37317170 3 2.5 "CAT"
"559" "ENST00000234179.8" "chr2" 37317127 37317144 "-" 559 "uORF" 37317144 3 0.666666666666667 "CAT"
"560" "ENST00000234179.8" "chr2" 37317029 37317127 "-" 560 "uORF" 37317127 3 0.833333333333333 "CAT"
"561" "ENST00000234179.8" "chr2" 37317103 37317120 "-" 561 "uORF" 37317120 3 1.16666666666667 "CAT"
"562" "ENST00000234179.8" "chr2" 37317029 37317061 "-" 562 "uORF" 37317061 3 2.83333333333333 "CAT"
"563" "ENST00000234179.8" "chr2" 37317029 37317055 "-" 563 "uORF" 37317055 3 0.833333333333333 "CAT"
"564" "ENST00000234179.8" "chr2" 37316837 37316893 "-" 564 "uORF" 37316893 3 1.5 "CAT"
"565" "ENST00000234179.8" "chr2" 37316739 37316795 "-" 565 "uORF" 37316795 3 2.33333333333333 "CAT"
"566" "ENST00000234179.8" "chr2" 37316689 37316739 "-" 566 "uORF" 37316739 3 1.66666666666667 "CAT"
"567" "ENST00000234179.8" "chr2" 37316573 37316668 "-" 567 "uORF" 37316668 3 3.5 "CAT"
"568" "ENST00000234198.9" "chr2" 172102706 172102744 "-" 568 "uORF" 172102744 3 1 "CAT"
"581" "ENST00000234816.7" "chr1" 178870913 178871029 "-" 581 "uORF" 178871029 3 3.66666666666667 "CAT"
"582" "ENST00000234816.7" "chr1" 178870804 178870848 "-" 582 "uORF" 178870848 3 3 "CAT"
"583" "ENST00000234816.7" "chr1" 178870804 178870824 "-" 583 "uORF" 178870824 3 1 "CAT"
"584" "ENST00000234816.7" "chr1" 178869144 178869206 "-" 584 "uORF" 178869206 3 0.166666666666667 "CAT"
"592" "ENST00000236192.12" "chr1" 171738457 171742064 "-" 592 "uORF" 171742064 3 1.33333333333333 "CAT"
"594" "ENST00000236826.8" "chr11" 102724938 102724949 "-" 594 "uORF" 102724949 3 -2.33333333333333 "CAT"
"595" "ENST00000236826.8" "chr11" 102724938 102724946 "-" 595 "uORF" 102724946 3 -0.666666666666667 "CAT"
"596" "ENST00000237172.12" "chr6" 75493516 75493599 "-" 596 "uORF" 75493599 3 3.33333333333333 "CAT"
"600" "ENST00000237353.15" "chr16" 72171241 72172115 "-" 600 "uORF" 72172115 3 2.5 "CAT"
"601" "ENST00000237353.15" "chr16" 72171261 72172096 "-" 601 "uORF" 72172096 3 3.33333333333333 "CAT"
"602" "ENST00000237455.5" "chr2" 86623707 86623862 "-" 602 "uORF" 86623862 3 1.16666666666667 "CAT"
"603" "ENST00000237455.5" "chr2" 86623122 86623169 "-" 603 "uORF" 86623169 3 0 "CAT"
"604" "ENST00000237455.5" "chr2" 86623016 86623165 "-" 604 "uORF" 86623165 3 -0.666666666666667 "CAT"
"605" "ENST00000237455.5" "chr2" 86623016 86623030 "-" 605 "uORF" 86623030 3 1.33333333333333 "CAT"
"606" "ENST00000237536.9" "chr20" 36863362 36863379 "-" 606 "uORF" 36863379 3 0.166666666666667 "CAT"
"608" "ENST00000237612.8" "chr4" 88158512 88158550 "-" 608 "uORF" 88158550 3 0.166666666666667 "CAT"
"609" "ENST00000237654.9" "chr4" 77075710 77075784 "-" 609 "uORF" 77075784 3 2 "CAT"
"610" "ENST00000237654.9" "chr4" 77075702 77075719 "-" 610 "uORF" 77075719 3 1.33333333333333 "CAT"
"611" "ENST00000237654.9" "chr4" 77075555 77075572 "-" 611 "uORF" 77075572 3 0.333333333333333 "CAT"
"612" "ENST00000237654.9" "chr4" 77075555 77075566 "-" 612 "uORF" 77075566 3 1.66666666666667 "CAT"
"613" "ENST00000237853.9" "chr5" 95961763 95961846 "-" 613 "uORF" 95961846 3 1.66666666666667 "CAT"
"614" "ENST00000237853.9" "chr5" 95961723 95961824 "-" 614 "uORF" 95961824 3 3 "CAT"
"616" "ENST00000238156.8" "chr12" 123972688 123972714 "-" 616 "uORF" 123972714 3 0 "CAT"
"617" "ENST00000238156.8" "chr12" 123972554 123972616 "-" 617 "uORF" 123972616 3 0 "CAT"
"618" "ENST00000238647.5" "chr14" 77028550 77028597 "-" 618 "uORF" 77028597 3 0.833333333333333 "CAT"
"619" "ENST00000238682.8" "chr14" 75981835 75981981 "-" 619 "uORF" 75981981 3 0.833333333333333 "CAT"
"620" "ENST00000238682.8" "chr14" 75981835 75981885 "-" 620 "uORF" 75981885 3 0 "CAT"
"621" "ENST00000238682.8" "chr14" 75981704 75981739 "-" 621 "uORF" 75981739 3 2.16666666666667 "CAT"
"622" "ENST00000238682.8" "chr14" 75981611 75981685 "-" 622 "uORF" 75981685 3 2 "CAT"
"623" "ENST00000238682.8" "chr14" 75981611 75981640 "-" 623 "uORF" 75981640 3 1.83333333333333 "CAT"
"624" "ENST00000238682.8" "chr14" 75981579 75981614 "-" 624 "uORF" 75981614 3 2.33333333333333 "CAT"
"625" "ENST00000238682.8" "chr14" 75981442 75981543 "-" 625 "uORF" 75981543 3 3.33333333333333 "CAT"
"626" "ENST00000238682.8" "chr14" 75981492 75981539 "-" 626 "uORF" 75981539 3 2.66666666666667 "CAT"
"627" "ENST00000238682.8" "chr14" 75981322 75981345 "-" 627 "uORF" 75981345 3 0.333333333333333 "CAT"
"628" "ENST00000238682.8" "chr14" 75981053 75981133 "-" 628 "uORF" 75981133 3 3.33333333333333 "CAT"
"630" "ENST00000238721.9" "chr2" 24084727 24084753 "-" 630 "uORF" 24084753 3 -1.33333333333333 "CAT"
"633" "ENST00000238789.10" "chr2" 23927024 23927050 "-" 633 "uORF" 23927050 3 1.66666666666667 "CAT"
"634" "ENST00000238823.13" "chr2" 33599235 33599291 "-" 634 "uORF" 33599291 3 2 "CAT"
"638" "ENST00000239144.5" "chr17" 48615162 48615176 "-" 638 "uORF" 48615176 3 3.33333333333333 "CAT"
"639" "ENST00000239144.5" "chr17" 48615052 48615162 "-" 639 "uORF" 48615162 3 4.33333333333333 "CAT"
"640" "ENST00000239144.5" "chr17" 48615123 48615158 "-" 640 "uORF" 48615158 3 5.33333333333333 "CAT"
"641" "ENST00000239144.5" "chr17" 48615123 48615152 "-" 641 "uORF" 48615152 3 5.33333333333333 "CAT"
"642" "ENST00000239144.5" "chr17" 48615123 48615146 "-" 642 "uORF" 48615146 3 2.5 "CAT"
"643" "ENST00000239144.5" "chr17" 48615052 48615126 "-" 643 "uORF" 48615126 3 7.33333333333333 "CAT"
"644" "ENST00000239144.5" "chr17" 48615052 48615081 "-" 644 "uORF" 48615081 3 4.66666666666667 "CAT"
"645" "ENST00000239144.5" "chr17" 48614960 48614971 "-" 645 "uORF" 48614971 3 1.83333333333333 "CAT"
"646" "ENST00000239367.7" "chr6" 149864143 149864220 "-" 646 "uORF" 149864220 3 1 "CAT"
"647" "ENST00000239440.9" "chr5" 141680493 141680501 "-" 647 "uORF" 141680501 3 2.33333333333333 "CAT"
"652" "ENST00000239859.8" "chr13" 36297754 36297777 "-" 652 "uORF" 36297777 3 -0.5 "CAT"
"653" "ENST00000239882.7" "chr13" 40982204 40982221 "-" 653 "uORF" 40982221 3 0.333333333333333 "CAT"
"654" "ENST00000239882.7" "chr13" 40982070 40982081 "-" 654 "uORF" 40982081 3 4.33333333333333 "CAT"
"658" "ENST00000240050.9" "chr12" 106986978 106987142 "-" 658 "uORF" 106987142 3 -0.333333333333333 "CAT"
"659" "ENST00000240050.9" "chr12" 106985156 106985164 "-" 659 "uORF" 106985164 3 0.166666666666667 "CAT"
"660" "ENST00000240050.9" "chr12" 106978763 106985147 "-" 660 "uORF" 106985147 3 -0.666666666666667 "CAT"
"661" "ENST00000240050.9" "chr12" 106978731 106978766 "-" 661 "uORF" 106978766 3 0.333333333333333 "CAT"
"675" "ENST00000240333.12" "chr17" 49707941 49707955 "-" 675 "uORF" 49707955 3 0.833333333333333 "CAT"
"676" "ENST00000240333.12" "chr17" 49707866 49707919 "-" 676 "uORF" 49707919 3 2.16666666666667 "CAT"
"678" "ENST00000240615.3" "chr12" 10807207 10807281 "-" 678 "uORF" 10807281 3 0.333333333333333 "CAT"
"679" "ENST00000240615.3" "chr12" 10807060 10807092 "-" 679 "uORF" 10807092 3 -0.833333333333333 "CAT"
"680" "ENST00000240615.3" "chr12" 10807026 10807076 "-" 680 "uORF" 10807076 3 -0.333333333333333 "CAT"
"681" "ENST00000240615.3" "chr12" 10807045 10807053 "-" 681 "uORF" 10807053 3 -0.166666666666667 "CAT"
"682" "ENST00000240619.3" "chr12" 10826303 10826335 "-" 682 "uORF" 10826335 3 -0.166666666666667 "CAT"
"683" "ENST00000240662.3" "chr12" 21773685 21774624 "-" 683 "uORF" 21774624 3 1.83333333333333 "CAT"
"684" "ENST00000240687.2" "chr12" 10802585 10802617 "-" 684 "uORF" 10802617 3 -0.166666666666667 "CAT"
"686" "ENST00000241125.4" "chr13" 20160965 20161033 "-" 686 "uORF" 20161033 3 0.166666666666667 "CAT"
"687" "ENST00000241356.5" "chr1" 111503577 111503591 "-" 687 "uORF" 111503591 3 -0.666666666666667 "CAT"
"688" "ENST00000241356.5" "chr1" 111503537 111503551 "-" 688 "uORF" 111503551 3 0.5 "CAT"
"689" "ENST00000241356.5" "chr1" 111503424 111503492 "-" 689 "uORF" 111503492 3 -0.166666666666667 "CAT"
"698" "ENST00000242159.5" "chr7" 27156619 27156648 "-" 698 "uORF" 27156648 3 6.66666666666667 "CAT"
"699" "ENST00000242208.5" "chr7" 41700506 41703076 "-" 699 "uORF" 41703076 3 2.16666666666667 "CAT"
"700" "ENST00000242208.5" "chr7" 41700506 41703046 "-" 700 "uORF" 41703046 3 1.33333333333333 "CAT"
"701" "ENST00000242275.7" "chr9" 37899898 37904071 "-" 701 "uORF" 37904071 3 0.5 "CAT"
"702" "ENST00000242275.7" "chr9" 37888588 37899895 "-" 702 "uORF" 37899895 3 1.66666666666667 "CAT"
"703" "ENST00000242275.7" "chr9" 37888572 37899837 "-" 703 "uORF" 37899837 3 0.166666666666667 "CAT"
"710" "ENST00000242804.9" "chr19" 12365229 12365589 "-" 710 "uORF" 12365589 3 -1.66666666666667 "CAT"
"711" "ENST00000242804.9" "chr19" 12365229 12365535 "-" 711 "uORF" 12365535 3 1 "CAT"
"712" "ENST00000242804.9" "chr19" 12365076 12365126 "-" 712 "uORF" 12365126 3 -0.333333333333333 "CAT"
"713" "ENST00000242804.9" "chr19" 12365076 12365111 "-" 713 "uORF" 12365111 3 0.166666666666667 "CAT"
"714" "ENST00000242804.9" "chr19" 12363632 12364878 "-" 714 "uORF" 12364878 3 0 "CAT"
"722" "ENST00000243213.2" "chrX" 115017595 115017609 "-" 722 "uORF" 115017609 3 -0.166666666666667 "CAT"
"723" "ENST00000243349.13" "chr2" 157628783 157628821 "-" 723 "uORF" 157628821 3 1.16666666666667 "CAT"
"731" "ENST00000243501.10" "chr4" 109729883 109729927 "-" 731 "uORF" 109729927 3 0.166666666666667 "CAT"
"732" "ENST00000243578.8" "chr19" 41363975 41364013 "-" 732 "uORF" 41364013 3 0 "CAT"
"734" "ENST00000243938.9" "chr20" 45791839 45791883 "-" 734 "uORF" 45791883 3 0.333333333333333 "CAT"
"738" "ENST00000244289.9" "chr19" 42427244 42427285 "-" 738 "uORF" 42427285 3 1.66666666666667 "CAT"
"739" "ENST00000244289.9" "chr19" 42427269 42427277 "-" 739 "uORF" 42427277 3 0.666666666666667 "CAT"
"740" "ENST00000244289.9" "chr19" 42427233 42427247 "-" 740 "uORF" 42427247 3 1.16666666666667 "CAT"
"741" "ENST00000244289.9" "chr19" 42427222 42427236 "-" 741 "uORF" 42427236 3 0.166666666666667 "CAT"
"747" "ENST00000244534.7" "chr6" 26234976 26234987 "-" 747 "uORF" 26234987 3 -0.166666666666667 "CAT"
"757" "ENST00000244766.7" "chr6" 6006786 6006833 "-" 757 "uORF" 6006833 3 6.33333333333333 "CAT"
"758" "ENST00000244766.7" "chr6" 6006761 6006769 "-" 758 "uORF" 6006769 3 6.33333333333333 "CAT"
"762" "ENST00000245312.5" "chr13" 103066342 103066350 "-" 762 "uORF" 103066350 3 -0.333333333333333 "CAT"
"763" "ENST00000245451.9" "chr14" 53956755 53956820 "-" 763 "uORF" 53956820 3 1.33333333333333 "CAT"
"764" "ENST00000245451.9" "chr14" 53953350 53956678 "-" 764 "uORF" 53956678 3 1.5 "CAT"
"765" "ENST00000245451.9" "chr14" 53953350 53956552 "-" 765 "uORF" 53956552 3 1.5 "CAT"
"766" "ENST00000245663.9" "chr20" 63790782 63831108 "-" 766 "uORF" 63831108 3 1.5 "CAT"
"767" "ENST00000245680.7" "chr2" 113756464 113756490 "-" 767 "uORF" 113756490 3 1.66666666666667 "CAT"
"771" "ENST00000245908.11" "chr19" 6763793 6763816 "-" 771 "uORF" 6763816 3 0.666666666666667 "CAT"
"772" "ENST00000245923.9" "chr19" 45496899 45496931 "-" 772 "uORF" 45496931 3 1.66666666666667 "CAT"
"774" "ENST00000245934.12" "chr19" 45863091 45863135 "-" 774 "uORF" 45863135 3 1.33333333333333 "CAT"
"780" "ENST00000246229.5" "chr20" 32202273 32207740 "-" 780 "uORF" 32207740 3 0.833333333333333 "CAT"
"781" "ENST00000246229.5" "chr20" 32202273 32207728 "-" 781 "uORF" 32207728 3 1.33333333333333 "CAT"
"782" "ENST00000246229.5" "chr20" 32202205 32202225 "-" 782 "uORF" 32202225 3 1.33333333333333 "CAT"
"783" "ENST00000246229.5" "chr20" 32202186 32202203 "-" 783 "uORF" 32202203 3 5 "CAT"
"815" "ENST00000246672.4" "chr17" 40100120 40100311 "-" 815 "uORF" 40100311 3 2 "CAT"
"816" "ENST00000246672.4" "chr17" 40100099 40100119 "-" 816 "uORF" 40100119 3 3.33333333333333 "CAT"
"818" "ENST00000247005.8" "chr19" 18870577 18896072 "-" 818 "uORF" 18896072 3 0.833333333333333 "CAT"
"819" "ENST00000247005.8" "chr19" 18870577 18896027 "-" 819 "uORF" 18896027 3 1.5 "CAT"
"820" "ENST00000247005.8" "chr19" 18879258 18893541 "-" 820 "uORF" 18893541 3 5.66666666666667 "CAT"
"821" "ENST00000247005.8" "chr19" 18870577 18893530 "-" 821 "uORF" 18893530 3 3.33333333333333 "CAT"
"822" "ENST00000247005.8" "chr19" 18879258 18893439 "-" 822 "uORF" 18893439 3 2.5 "CAT"
"823" "ENST00000247005.8" "chr19" 18870577 18884253 "-" 823 "uORF" 18884253 3 6.33333333333333 "CAT"
"824" "ENST00000247005.8" "chr19" 18879258 18884201 "-" 824 "uORF" 18884201 3 3.5 "CAT"
"825" "ENST00000247005.8" "chr19" 18870577 18884172 "-" 825 "uORF" 18884172 3 6.66666666666667 "CAT"
"826" "ENST00000247005.8" "chr19" 18870577 18884142 "-" 826 "uORF" 18884142 3 7.33333333333333 "CAT"
"827" "ENST00000247005.8" "chr19" 18879258 18880427 "-" 827 "uORF" 18880427 3 3 "CAT"
"828" "ENST00000247005.8" "chr19" 18879258 18880319 "-" 828 "uORF" 18880319 3 3.66666666666667 "CAT"
"829" "ENST00000247005.8" "chr19" 18879258 18879347 "-" 829 "uORF" 18879347 3 3.5 "CAT"
"830" "ENST00000247005.8" "chr19" 18879258 18879287 "-" 830 "uORF" 18879287 3 2.66666666666667 "CAT"
"831" "ENST00000247005.8" "chr19" 18870577 18879261 "-" 831 "uORF" 18879261 3 7 "CAT"
"832" "ENST00000247005.8" "chr19" 18878946 18878972 "-" 832 "uORF" 18878972 3 3.33333333333333 "CAT"
"833" "ENST00000247271.5" "chr17" 31297175 31297186 "-" 833 "uORF" 31297186 3 1.83333333333333 "CAT"
"834" "ENST00000247706.4" "chr19" 17303382 17303396 "-" 834 "uORF" 17303396 3 1.66666666666667 "CAT"
"838" "ENST00000247829.8" "chr12" 71157934 71157984 "-" 838 "uORF" 71157984 3 1.83333333333333 "CAT"
"839" "ENST00000247829.8" "chr12" 71157714 71157933 "-" 839 "uORF" 71157933 3 1.5 "CAT"
"872" "ENST00000247930.5" "chr7" 149461034 149461060 "-" 872 "uORF" 149461060 3 2.16666666666667 "CAT"
"885" "ENST00000248668.5" "chr19" 39318340 39320848 "-" 885 "uORF" 39320848 3 0.166666666666667 "CAT"
"886" "ENST00000248879.8" "chr22" 20320038 20320046 "-" 886 "uORF" 20320046 3 0.166666666666667 "CAT"
"894" "ENST00000249075.4" "chr22" 30246748 30246759 "-" 894 "uORF" 30246759 3 4.33333333333333 "CAT"
"895" "ENST00000249363.4" "chr7" 128031169 128031282 "-" 895 "uORF" 128031282 3 3.33333333333333 "CAT"
"896" "ENST00000249363.4" "chr7" 128031096 128031182 "-" 896 "uORF" 128031182 3 2.83333333333333 "CAT"
"897" "ENST00000249363.4" "chr7" 128030950 128030988 "-" 897 "uORF" 128030988 3 2.66666666666667 "CAT"
"898" "ENST00000249363.4" "chr7" 128030702 128030740 "-" 898 "uORF" 128030740 3 3.66666666666667 "CAT"
"902" "ENST00000249601.9" "chr10" 48605017 48605040 "-" 902 "uORF" 48605040 3 1.66666666666667 "CAT"
"903" "ENST00000249601.9" "chr10" 48604998 48605027 "-" 903 "uORF" 48605027 3 0.333333333333333 "CAT"
"904" "ENST00000249601.9" "chr10" 48604998 48605009 "-" 904 "uORF" 48605009 3 1 "CAT"
"905" "ENST00000249601.9" "chr10" 48604927 48604998 "-" 905 "uORF" 48604998 3 2.66666666666667 "CAT"
"906" "ENST00000249601.9" "chr10" 48604871 48604885 "-" 906 "uORF" 48604885 3 0.333333333333333 "CAT"
"907" "ENST00000249601.9" "chr10" 48604833 48604844 "-" 907 "uORF" 48604844 3 0.666666666666667 "CAT"
"913" "ENST00000250024.9" "chr11" 19240572 19240760 "-" 913 "uORF" 19240760 3 2 "CAT"
"914" "ENST00000250024.9" "chr11" 19240223 19240638 "-" 914 "uORF" 19240638 3 1.66666666666667 "CAT"
"915" "ENST00000250055.3" "chr17" 7589977 7590009 "-" 915 "uORF" 7590009 3 -0.833333333333333 "CAT"
"921" "ENST00000250535.5" "chr5" 115816495 115816533 "-" 921 "uORF" 115816533 3 -1 "CAT"
"928" "ENST00000251127.11" "chr13" 101399134 101416340 "-" 928 "uORF" 101416340 3 1.16666666666667 "CAT"
"937" "ENST00000251334.7" "chr17" 61927813 61927944 "-" 937 "uORF" 61927944 3 3.33333333333333 "CAT"
"938" "ENST00000251334.7" "chr17" 61927917 61927940 "-" 938 "uORF" 61927940 3 3.33333333333333 "CAT"
"949" "ENST00000251849.9" "chr3" 12664059 12664088 "-" 949 "uORF" 12664088 3 2.83333333333333 "CAT"
"950" "ENST00000251849.9" "chr3" 12663906 12663959 "-" 950 "uORF" 12663959 3 3 "CAT"
"951" "ENST00000251900.9" "chrX" 18354657 18354674 "-" 951 "uORF" 18354674 3 2.5 "CAT"
"959" "ENST00000252136.12" "chr22" 20116926 20116943 "-" 959 "uORF" 20116943 3 -0.333333333333333 "CAT"
"969" "ENST00000252674.9" "chr19" 6279850 6279873 "-" 969 "uORF" 6279873 3 1.5 "CAT"
"975" "ENST00000252936.8" "chr10" 133302946 133302966 "-" 975 "uORF" 133302966 3 1.33333333333333 "CAT"
"977" "ENST00000252971.11" "chr7" 157010498 157010515 "-" 977 "uORF" 157010515 3 0.166666666666667 "CAT"
"978" "ENST00000252998.2" "chr20" 62419709 62427461 "-" 978 "uORF" 62427461 3 1.33333333333333 "CAT"
"979" "ENST00000252998.2" "chr20" 62419709 62419729 "-" 979 "uORF" 62419729 3 -0.166666666666667 "CAT"
"987" "ENST00000253115.7" "chr19" 9536299 9536328 "-" 987 "uORF" 9536328 3 0.333333333333333 "CAT"
"988" "ENST00000253115.7" "chr19" 9536252 9536299 "-" 988 "uORF" 9536299 3 -0.833333333333333 "CAT"
"989" "ENST00000253115.7" "chr19" 9536252 9536281 "-" 989 "uORF" 9536281 3 -1 "CAT"
"990" "ENST00000253115.7" "chr19" 9536252 9536269 "-" 990 "uORF" 9536269 3 -0.333333333333333 "CAT"
"994" "ENST00000253363.11" "chr20" 35742132 35742260 "-" 994 "uORF" 35742260 3 1.5 "CAT"
"995" "ENST00000253407.4" "chr17" 44968178 44968207 "-" 995 "uORF" 44968207 3 1 "CAT"
"1009" "ENST00000253699.7" "chr3" 15099106 15099132 "-" 1009 "uORF" 15099132 3 3.16666666666667 "CAT"
"1010" "ENST00000253699.7" "chr3" 15099106 15099126 "-" 1010 "uORF" 15099126 3 1.83333333333333 "CAT"
"1011" "ENST00000253699.7" "chr3" 15098164 15098181 "-" 1011 "uORF" 15098181 3 0 "CAT"
"1012" "ENST00000253699.7" "chr3" 15098119 15098157 "-" 1012 "uORF" 15098157 3 -2 "CAT"
"1013" "ENST00000253699.7" "chr3" 15098119 15098127 "-" 1013 "uORF" 15098127 3 -0.833333333333333 "CAT"
"1014" "ENST00000253699.7" "chr3" 15096655 15096681 "-" 1014 "uORF" 15096681 3 1.5 "CAT"
"1015" "ENST00000253699.7" "chr3" 15096246 15096584 "-" 1015 "uORF" 15096584 3 -0.5 "CAT"
"1016" "ENST00000253699.7" "chr3" 15096554 15096577 "-" 1016 "uORF" 15096577 3 0.333333333333333 "CAT"
"1017" "ENST00000253699.7" "chr3" 15096246 15096557 "-" 1017 "uORF" 15096557 3 -0.666666666666667 "CAT"
"1018" "ENST00000253699.7" "chr3" 15096214 15096249 "-" 1018 "uORF" 15096249 3 -0.166666666666667 "CAT"
"1019" "ENST00000253699.7" "chr3" 15096169 15096195 "-" 1019 "uORF" 15096195 3 0.5 "CAT"
"1020" "ENST00000253699.7" "chr3" 15096140 15096160 "-" 1020 "uORF" 15096160 3 1.83333333333333 "CAT"
"1027" "ENST00000253968.11" "chr9" 93955227 93955271 "-" 1027 "uORF" 93955271 3 0.5 "CAT"
"1028" "ENST00000254051.11" "chr17" 40496450 40496482 "-" 1028 "uORF" 40496482 3 0.333333333333333 "CAT"
"1031" "ENST00000254166.4" "chr19" 58439891 58440016 "-" 1031 "uORF" 58440016 3 0 "CAT"
"1038" "ENST00000254190.4" "chr15" 101251923 101251934 "-" 1038 "uORF" 101251934 3 1.66666666666667 "CAT"
"1039" "ENST00000254190.4" "chr15" 101251543 101251914 "-" 1039 "uORF" 101251914 3 1.5 "CAT"
"1040" "ENST00000254190.4" "chr15" 101251682 101251696 "-" 1040 "uORF" 101251696 3 -0.166666666666667 "CAT"
"1041" "ENST00000254190.4" "chr15" 101251543 101251602 "-" 1041 "uORF" 101251602 3 0.166666666666667 "CAT"
"1042" "ENST00000254250.7" "chr8" 42843266 42843301 "-" 1042 "uORF" 42843301 3 2 "CAT"
"1043" "ENST00000254250.7" "chr8" 42843240 42843287 "-" 1043 "uORF" 42843287 3 1.83333333333333 "CAT"
"1044" "ENST00000254250.7" "chr8" 42843240 42843266 "-" 1044 "uORF" 42843266 3 2 "CAT"
"1051" "ENST00000254765.4" "chr6" 105162083 105162115 "-" 1051 "uORF" 105162115 3 1.5 "CAT"
"1052" "ENST00000254765.4" "chr6" 105162051 105162095 "-" 1052 "uORF" 105162095 3 1 "CAT"
"1053" "ENST00000254765.4" "chr6" 105161969 105161992 "-" 1053 "uORF" 105161992 3 0.333333333333333 "CAT"
"1054" "ENST00000254765.4" "chr6" 105161969 105161989 "-" 1054 "uORF" 105161989 3 2.66666666666667 "CAT"
"1057" "ENST00000254853.10" "chr17" 5035221 5035274 "-" 1057 "uORF" 5035274 3 0.166666666666667 "CAT"
"1058" "ENST00000254853.10" "chr17" 5035096 5035125 "-" 1058 "uORF" 5035125 3 0.333333333333333 "CAT"
"1059" "ENST00000254853.10" "chr17" 5035096 5035113 "-" 1059 "uORF" 5035113 3 -0.333333333333333 "CAT"
"1060" "ENST00000254958.10" "chr20" 10673866 10673880 "-" 1060 "uORF" 10673880 3 1.83333333333333 "CAT"
"1067" "ENST00000255082.8" "chr11" 67647559 67647585 "-" 1067 "uORF" 67647585 3 0.333333333333333 "CAT"
"1069" "ENST00000255198.3" "chr5" 77087115 77087249 "-" 1069 "uORF" 77087249 3 0.5 "CAT"
"1070" "ENST00000255198.3" "chr5" 77087115 77087195 "-" 1070 "uORF" 77087195 3 0.833333333333333 "CAT"
"1071" "ENST00000255198.3" "chr5" 77078667 77078720 "-" 1071 "uORF" 77078720 3 0 "CAT"
"1073" "ENST00000255266.10" "chr5" 149944692 149944790 "-" 1073 "uORF" 149944790 3 -0.166666666666667 "CAT"
"1081" "ENST00000256015.5" "chr12" 92145757 92145828 "-" 1081 "uORF" 92145828 3 3.33333333333333 "CAT"
"1082" "ENST00000256015.5" "chr12" 92145666 92145806 "-" 1082 "uORF" 92145806 3 0.833333333333333 "CAT"
"1083" "ENST00000256079.9" "chr12" 30695747 30695857 "-" 1083 "uORF" 30695857 3 4 "CAT"
"1085" "ENST00000256178.8" "chr11" 10568606 10568665 "-" 1085 "uORF" 10568665 3 0.666666666666667 "CAT"
"1086" "ENST00000256190.13" "chr11" 10294146 10294196 "-" 1086 "uORF" 10294196 3 2.16666666666667 "CAT"
"1087" "ENST00000256261.9" "chr8" 33599788 33599994 "-" 1087 "uORF" 33599994 3 -0.833333333333333 "CAT"
"1088" "ENST00000256261.9" "chr8" 33599832 33599858 "-" 1088 "uORF" 33599858 3 1.83333333333333 "CAT"
"1089" "ENST00000256261.9" "chr8" 33599801 33599809 "-" 1089 "uORF" 33599809 3 1.5 "CAT"
"1090" "ENST00000256261.9" "chr8" 33599690 33599734 "-" 1090 "uORF" 33599734 3 2.66666666666667 "CAT"
